StartOfMonth,Address_State,Scam___Contact_Mode,Complainant_Age,Complainant_Gender,Category_Level_2,Category_Level_3,Amount_lost,Number_of_reports
2022-09-01,New South Wales,Social media/Online forums,65 and over,Male,Attempts to gain your personal information,Phishing,$3870.00,3
2022-08-01,New South Wales,In person,45 - 54,Female,Attempts to gain your personal information,Phishing,$1500.00,2
2022-08-01,Victoria,Social media/Online forums,55 - 64,Male,Attempts to gain your personal information,Phishing,$955.00,2
2022-08-01,Victoria,Social media/Online forums,35 - 44,Male,Attempts to gain your personal information,Phishing,$1300.00,2
2022-09-01,Victoria,Social media/Online forums,Unspecified,Male,Attempts to gain your personal information,Phishing,$5432.00,3
2022-09-01,Victoria,Social media/Online forums,25 - 34,Male,Attempts to gain your personal information,Phishing,$759.00,2
2022-07-01,Victoria,Social media/Online forums,65 and over,Female,Attempts to gain your personal information,Phishing,$3894.00,4
2022-08-01,Victoria,Social media/Online forums,65 and over,Female,Attempts to gain your personal information,Phishing,$34968.00,6
2022-09-01,Victoria,Social media/Online forums,25 - 34,Female,Attempts to gain your personal information,Phishing,$4000.00,2
2022-09-01,Victoria,Social media/Online forums,Unspecified,Female,Attempts to gain your personal information,Phishing,$38.00,4
2022-07-01,Victoria,Internet,65 and over,Female,Attempts to gain your personal information,Phishing,$2000.00,3
2022-09-01,Victoria,Internet,25 - 34,Female,Attempts to gain your personal information,Phishing,$78.00,4
2022-09-01,Victoria,Internet,Unspecified,Male,Attempts to gain your personal information,Phishing,$1200.00,4
2022-08-01,Victoria,Mobile apps,35 - 44,Male,Attempts to gain your personal information,Phishing,$1359.00,3
2022-07-01,Victoria,Mobile apps,55 - 64,Female,Attempts to gain your personal information,Phishing,$64461.00,14
2022-07-01,Victoria,Mobile apps,45 - 54,Female,Attempts to gain your personal information,Phishing,$5000.00,3
2022-08-01,Victoria,Mobile apps,Unspecified,Female,Attempts to gain your personal information,Phishing,$8800.00,4
2022-08-01,Victoria,Mobile apps,45 - 54,Female,Attempts to gain your personal information,Phishing,$15000.00,3
2022-08-01,Victoria,Mobile apps,25 - 34,Female,Attempts to gain your personal information,Phishing,$30036.00,5
2022-08-01,Victoria,Mobile apps,55 - 64,Female,Attempts to gain your personal information,Phishing,$24205.00,6
2022-09-01,Victoria,Mobile apps,45 - 54,Female,Attempts to gain your personal information,Phishing,$5025.00,2
2022-09-01,Victoria,Mobile apps,55 - 64,Female,Attempts to gain your personal information,Phishing,$21300.00,3
2022-07-01,Victoria,Mobile apps,65 and over,Female,Attempts to gain your personal information,Phishing,$65334.00,20
2022-08-01,Victoria,Mobile apps,65 and over,Female,Attempts to gain your personal information,Phishing,$35684.00,13
2022-09-01,Victoria,Mobile apps,65 and over,Female,Attempts to gain your personal information,Phishing,$32454.00,10
2022-07-01,Queensland,Internet,25 - 34,Male,Attempts to gain your personal information,Phishing,$2000.00,2
2022-08-01,Queensland,Internet,35 - 44,Male,Attempts to gain your personal information,Phishing,$150.00,3
2022-08-01,Queensland,Internet,65 and over,Female,Attempts to gain your personal information,Phishing,$9000.00,2
2022-07-01,Queensland,Mobile apps,55 - 64,Male,Attempts to gain your personal information,Phishing,$36.00,2
2022-08-01,Queensland,Mobile apps,55 - 64,Male,Attempts to gain your personal information,Phishing,$7000.00,4
2022-08-01,Queensland,Mobile apps,65 and over,Male,Attempts to gain your personal information,Phishing,$23.00,5
2022-09-01,Queensland,Mobile apps,65 and over,Male,Attempts to gain your personal information,Phishing,$3158.00,2
2022-07-01,Queensland,Mobile apps,55 - 64,Female,Attempts to gain your personal information,Phishing,$11730.00,9
2022-07-01,Queensland,Mobile apps,65 and over,Female,Attempts to gain your personal information,Phishing,$21799.00,9
2022-08-01,Queensland,Mobile apps,65 and over,Female,Attempts to gain your personal information,Phishing,$28659.00,8
2022-08-01,Queensland,Mobile apps,55 - 64,Female,Attempts to gain your personal information,Phishing,$10862.00,5
2022-08-01,Queensland,Mobile apps,Unspecified,Female,Attempts to gain your personal information,Phishing,$4997.00,4
2022-08-01,Queensland,Mobile apps,25 - 34,Female,Attempts to gain your personal information,Phishing,$3800.00,2
2022-09-01,Queensland,Mobile apps,55 - 64,Female,Attempts to gain your personal information,Phishing,$36420.00,7
2022-07-01,Queensland,Social media/Online forums,55 - 64,Male,Attempts to gain your personal information,Phishing,$4800.00,2
2022-07-01,Western Australia,Social media/Online forums,65 and over,Female,Attempts to gain your personal information,Phishing,$3250.00,2
2022-07-01,Western Australia,Internet,65 and over,Male,Attempts to gain your personal information,Phishing,$15000.00,2
2022-07-01,Western Australia,Mobile apps,55 - 64,Female,Attempts to gain your personal information,Phishing,$10114.00,8
2022-07-01,Western Australia,Mobile apps,65 and over,Female,Attempts to gain your personal information,Phishing,$10190.00,6
2022-08-01,Western Australia,Mobile apps,65 and over,Female,Attempts to gain your personal information,Phishing,$17106.00,5
2022-08-01,Western Australia,Mobile apps,55 - 64,Female,Attempts to gain your personal information,Phishing,$16875.00,5
2022-09-01,Western Australia,Mobile apps,65 and over,Female,Attempts to gain your personal information,Phishing,$5000.00,6
2022-07-01,South Australia,Mobile apps,65 and over,Female,Attempts to gain your personal information,Phishing,$1000.00,2
2022-08-01,South Australia,Mobile apps,65 and over,Female,Attempts to gain your personal information,Phishing,$17000.00,3
2022-08-01,South Australia,Mobile apps,55 - 64,Female,Attempts to gain your personal information,Phishing,$13101.00,2
2022-09-01,South Australia,Mobile apps,55 - 64,Female,Attempts to gain your personal information,Phishing,$7500.00,2
2022-09-01,South Australia,Social media/Online forums,Unspecified,Female,Attempts to gain your personal information,Phishing,$109.00,2
2022-07-01,Australian Capital Territory,Mobile apps,65 and over,Female,Attempts to gain your personal information,Phishing,$11766.00,3
2022-08-01,Australian Capital Territory,Mobile apps,65 and over,Male,Attempts to gain your personal information,Phishing,$20100.00,3
2022-08-01,Australian Capital Territory,Mobile apps,65 and over,Female,Attempts to gain your personal information,Phishing,$12448.00,4
2022-08-01,Australian Capital Territory,Mobile apps,55 - 64,Female,Attempts to gain your personal information,Phishing,$4750.00,2
2022-09-01,Western Australia,In person,55 - 64,Female,Attempts to gain your personal information,Identity theft,$3500.00,2
2022-07-01,New South Wales,In person,25 - 34,Male,Attempts to gain your personal information,Identity theft,$20000.00,2
2022-08-01,New South Wales,In person,25 - 34,Female,Attempts to gain your personal information,Identity theft,$40000.00,2
2022-07-01,Victoria,Mail,35 - 44,Female,Attempts to gain your personal information,Identity theft,$691.00,2
2022-09-01,New South Wales,Mail,45 - 54,Male,Attempts to gain your personal information,Identity theft,$1979.00,2
2022-07-01,Victoria,Mobile apps,65 and over,Female,Attempts to gain your personal information,Identity theft,$8827.00,9
2022-08-01,Victoria,Mobile apps,65 and over,Female,Attempts to gain your personal information,Identity theft,$2789.00,6
2022-08-01,Victoria,Mobile apps,45 - 54,Female,Attempts to gain your personal information,Identity theft,$10000.00,2
2022-09-01,Victoria,Mobile apps,65 and over,Female,Attempts to gain your personal information,Identity theft,$4000.00,3
2022-07-01,Victoria,Mobile apps,35 - 44,Male,Attempts to gain your personal information,Identity theft,$500.00,3
2022-07-01,Queensland,Mobile apps,25 - 34,Male,Attempts to gain your personal information,Identity theft,$87500.00,3
2022-08-01,Queensland,Mobile apps,55 - 64,Male,Attempts to gain your personal information,Identity theft,$4620.00,2
2022-08-01,Queensland,Mobile apps,65 and over,Male,Attempts to gain your personal information,Identity theft,$5204.00,4
2022-07-01,Queensland,Mobile apps,65 and over,Female,Attempts to gain your personal information,Identity theft,$6250.00,6
2022-07-01,Queensland,Mobile apps,Unspecified,Female,Attempts to gain your personal information,Identity theft,$100.00,4
2022-08-01,Queensland,Mobile apps,65 and over,Female,Attempts to gain your personal information,Identity theft,$9076.00,5
2022-07-01,South Australia,Mobile apps,55 - 64,Female,Attempts to gain your personal information,Identity theft,$900.00,2
2022-07-01,South Australia,Mobile apps,65 and over,Female,Attempts to gain your personal information,Identity theft,$2000.00,3
2022-08-01,South Australia,Mobile apps,Unspecified,Female,Attempts to gain your personal information,Identity theft,$5203.00,3
2022-08-01,Australian Capital Territory,Mobile apps,65 and over,Male,Attempts to gain your personal information,Identity theft,$945.00,2
2022-07-01,New South Wales,Mobile apps,65 and over,Male,Attempts to gain your personal information,Identity theft,$11640.00,4
2022-07-01,New South Wales,Mobile apps,35 - 44,Male,Attempts to gain your personal information,Identity theft,$10000.00,2
2022-08-01,New South Wales,Mobile apps,65 and over,Male,Attempts to gain your personal information,Identity theft,$8640.00,4
2022-08-01,New South Wales,Mobile apps,45 - 54,Male,Attempts to gain your personal information,Identity theft,$1586.00,3
2022-09-01,New South Wales,Mobile apps,25 - 34,Male,Attempts to gain your personal information,Identity theft,$500.00,2
2022-07-01,New South Wales,Mobile apps,55 - 64,Female,Attempts to gain your personal information,Identity theft,$2000.00,8
2022-07-01,New South Wales,Mobile apps,45 - 54,Female,Attempts to gain your personal information,Identity theft,$3615.00,3
2022-07-01,New South Wales,Mobile apps,65 and over,Female,Attempts to gain your personal information,Identity theft,$8310.00,8
2022-07-01,New South Wales,Mobile apps,35 - 44,Female,Attempts to gain your personal information,Identity theft,$4338.00,2
2022-08-01,New South Wales,Mobile apps,65 and over,Female,Attempts to gain your personal information,Identity theft,$12584.00,13
2022-08-01,New South Wales,Mobile apps,55 - 64,Female,Attempts to gain your personal information,Identity theft,$4750.00,5
2022-09-01,New South Wales,Mobile apps,65 and over,Female,Attempts to gain your personal information,Identity theft,$4508.00,5
2022-07-01,Western Australia,Social media/Online forums,45 - 54,Male,Attempts to gain your personal information,Identity theft,$4000.00,2
2022-07-01,Victoria,Social media/Online forums,35 - 44,Male,Attempts to gain your personal information,Identity theft,$200.00,2
2022-09-01,Victoria,Social media/Online forums,25 - 34,Female,Attempts to gain your personal information,Identity theft,$1000.00,2
2022-08-01,New South Wales,Social media/Online forums,45 - 54,Female,Attempts to gain your personal information,Identity theft,$3000.00,2
2022-09-01,New South Wales,Social media/Online forums,Unspecified,Female,Attempts to gain your personal information,Identity theft,$600.00,3
2022-09-01,New South Wales,Social media/Online forums,35 - 44,Female,Attempts to gain your personal information,Identity theft,$3360.00,2
2022-07-01,Victoria,Internet,35 - 44,Male,Attempts to gain your personal information,Identity theft,$120.00,3
2022-08-01,Victoria,Internet,35 - 44,Male,Attempts to gain your personal information,Identity theft,$6000.00,2
2022-08-01,Victoria,Internet,25 - 34,Male,Attempts to gain your personal information,Identity theft,$6000.00,2
2022-09-01,Victoria,Internet,25 - 34,Male,Attempts to gain your personal information,Identity theft,$400.00,3
2022-07-01,Victoria,Internet,55 - 64,Female,Attempts to gain your personal information,Identity theft,$58.00,2
2022-07-01,Victoria,Internet,25 - 34,Female,Attempts to gain your personal information,Identity theft,$712.00,3
2022-07-01,Queensland,Internet,25 - 34,Male,Attempts to gain your personal information,Identity theft,$6600.00,2
2022-08-01,Queensland,Internet,65 and over,Male,Attempts to gain your personal information,Identity theft,$360.00,4
2022-07-01,Queensland,Internet,35 - 44,Female,Attempts to gain your personal information,Identity theft,$24000.00,2
2022-09-01,Queensland,Internet,65 and over,Female,Attempts to gain your personal information,Identity theft,$1700.00,2
2022-09-01,Queensland,Internet,35 - 44,Female,Attempts to gain your personal information,Identity theft,$2098.00,3
2022-08-01,Queensland,Internet,55 - 64,Female,Attempts to gain your personal information,Identity theft,$11177.00,4
2022-09-01,South Australia,Internet,65 and over,Female,Attempts to gain your personal information,Identity theft,$771.00,2
2022-09-01,Western Australia,Internet,25 - 34,Male,Attempts to gain your personal information,Identity theft,$350.00,2
2022-09-01,New South Wales,Internet,65 and over,Male,Attempts to gain your personal information,Identity theft,$1000.00,2
2022-09-01,New South Wales,Internet,Unspecified,Male,Attempts to gain your personal information,Identity theft,$22500.00,2
2022-07-01,New South Wales,Internet,35 - 44,Male,Attempts to gain your personal information,Identity theft,$806.00,4
2022-07-01,New South Wales,Internet,55 - 64,Female,Attempts to gain your personal information,Identity theft,$4541.00,3
2022-09-01,New South Wales,Internet,65 and over,Female,Attempts to gain your personal information,Identity theft,$4497.00,2
2022-07-01,New South Wales,Internet,25 - 34,Female,Attempts to gain your personal information,Identity theft,$200.00,2
2022-07-01,South Australia,Email,35 - 44,Male,Attempts to gain your personal information,Identity theft,$3.00,2
2022-07-01,Outside of Australia,Email,55 - 64,Female,Attempts to gain your personal information,Identity theft,$27100.00,3
2022-08-01,Queensland,Text message,18 - 24,Male,Attempts to gain your personal information,Identity theft,$150.00,2
2022-08-01,South Australia,Text message,55 - 64,Female,Attempts to gain your personal information,Identity theft,$13170.00,4
2022-09-01,South Australia,Text message,55 - 64,Female,Attempts to gain your personal information,Identity theft,$10526.00,6
2022-09-01,South Australia,Text message,45 - 54,Male,Attempts to gain your personal information,Identity theft,$1.00,4
2022-09-01,South Australia,Text message,18 - 24,Male,Attempts to gain your personal information,Identity theft,$200.00,2
2022-07-01,South Australia,Text message,35 - 44,Male,Attempts to gain your personal information,Identity theft,$12000.00,5
2022-09-01,South Australia,Text message,65 and over,Male,Attempts to gain your personal information,Identity theft,$3870.00,7
2022-07-01,Tasmania,Text message,65 and over,Female,Attempts to gain your personal information,Identity theft,$4413.00,2
2022-09-01,New South Wales,Text message,18 - 24,Female,Attempts to gain your personal information,Identity theft,$150.00,2
2022-09-01,Tasmania,Phone call,65 and over,Female,Attempts to gain your personal information,Identity theft,$1000.00,2
2022-08-01,Victoria,Text message,45 - 54,Male,Attempts to gain your personal information,Hacking,$10000.00,5
2022-07-01,Victoria,Internet,25 - 34,Female,Attempts to gain your personal information,Hacking,$600.00,2
2022-08-01,Victoria,Internet,45 - 54,Female,Attempts to gain your personal information,Hacking,$30.00,4
2022-09-01,Victoria,Internet,35 - 44,Female,Attempts to gain your personal information,Hacking,$1.00,2
2022-07-01,Victoria,Internet,65 and over,Male,Attempts to gain your personal information,Hacking,$3000.00,3
2022-09-01,Victoria,Internet,65 and over,Male,Attempts to gain your personal information,Hacking,$4500.00,2
2022-07-01,Victoria,Social media/Online forums,45 - 54,Female,Attempts to gain your personal information,Hacking,$38.00,4
2022-08-01,Victoria,Social media/Online forums,25 - 34,Female,Attempts to gain your personal information,Hacking,$440.00,5
2022-09-01,Victoria,Social media/Online forums,45 - 54,Female,Attempts to gain your personal information,Hacking,$300.00,2
2022-07-01,Victoria,Mobile apps,18 - 24,Male,Attempts to gain your personal information,Hacking,$99.00,3
2022-08-01,Victoria,Mobile apps,55 - 64,Male,Attempts to gain your personal information,Hacking,$10000.00,2
2022-07-01,Victoria,Mobile apps,65 and over,Female,Attempts to gain your personal information,Hacking,$7350.00,3
2022-08-01,Victoria,Mobile apps,45 - 54,Female,Attempts to gain your personal information,Hacking,$6788.00,3
2022-07-01,Victoria,In person,45 - 54,Female,Attempts to gain your personal information,Hacking,$1.00,3
2022-08-01,Queensland,Social media/Online forums,25 - 34,Female,Attempts to gain your personal information,Hacking,$500.00,3
2022-09-01,Queensland,Internet,Unspecified,Male,Attempts to gain your personal information,Hacking,$3000.00,2
2022-09-01,Queensland,Internet,45 - 54,Female,Attempts to gain your personal information,Hacking,$40.00,2
2022-07-01,Queensland,Text message,25 - 34,Male,Attempts to gain your personal information,Hacking,$20000.00,3
2022-08-01,Queensland,Phone call,25 - 34,Male,Attempts to gain your personal information,Hacking,$1999.00,6
2022-09-01,Queensland,Phone call,18 - 24,Female,Attempts to gain your personal information,Hacking,$500.00,3
2022-09-01,Western Australia,Phone call,55 - 64,Male,Attempts to gain your personal information,Hacking,$2900.00,3
2022-07-01,Western Australia,Phone call,65 and over,Male,Attempts to gain your personal information,Hacking,$4900.00,3
2022-07-01,Western Australia,Phone call,45 - 54,Female,Attempts to gain your personal information,Hacking,$25.00,4
2022-07-01,Western Australia,Text message,25 - 34,Female,Attempts to gain your personal information,Hacking,$500.00,4
2022-09-01,Western Australia,Text message,45 - 54,Female,Attempts to gain your personal information,Hacking,$1.00,3
2022-09-01,South Australia,Mobile apps,65 and over,Female,Attempts to gain your personal information,Hacking,$3870.00,2
2022-08-01,South Australia,Text message,25 - 34,Female,Attempts to gain your personal information,Hacking,$300.00,2
2022-08-01,South Australia,Text message,55 - 64,Female,Attempts to gain your personal information,Hacking,$1800.00,8
2022-07-01,South Australia,Phone call,65 and over,Male,Attempts to gain your personal information,Hacking,$1200.00,6
2022-08-01,South Australia,Phone call,25 - 34,Female,Attempts to gain your personal information,Hacking,$50.00,4
2022-09-01,South Australia,Phone call,25 - 34,Female,Attempts to gain your personal information,Hacking,$150.00,2
2022-09-01,Australian Capital Territory,Email,Unspecified,Female,Attempts to gain your personal information,Hacking,$474.00,2
2022-09-01,Outside of Australia,In person,35 - 44,Female,Attempts to gain your personal information,Hacking,$200.00,2
2022-07-01,New South Wales,Mobile apps,65 and over,Female,Attempts to gain your personal information,Hacking,$9065.00,6
2022-08-01,New South Wales,Mobile apps,65 and over,Female,Attempts to gain your personal information,Hacking,$5193.00,4
2022-09-01,New South Wales,Mobile apps,65 and over,Female,Attempts to gain your personal information,Hacking,$9481.00,5
2022-07-01,New South Wales,Social media/Online forums,45 - 54,Female,Attempts to gain your personal information,Hacking,$800.00,3
2022-09-01,New South Wales,Social media/Online forums,18 - 24,Female,Attempts to gain your personal information,Hacking,$7000.00,2
2022-09-01,New South Wales,Internet,65 and over,Male,Attempts to gain your personal information,Hacking,$72150.00,6
2022-07-01,New South Wales,Internet,55 - 64,Female,Attempts to gain your personal information,Hacking,$1890.00,2
2022-09-01,New South Wales,Internet,25 - 34,Female,Attempts to gain your personal information,Hacking,$164.00,4
2022-09-01,New South Wales,Internet,65 and over,Female,Attempts to gain your personal information,Hacking,$1207.00,2
2022-09-01,New South Wales,Email,18 - 24,Female,Attempts to gain your personal information,Hacking,$1476.00,2
2022-09-01,New South Wales,Text message,18 - 24,Male,Attempts to gain your personal information,Hacking,$9701.00,3
2022-07-01,New South Wales,Phone call,18 - 24,Female,Attempts to gain your personal information,Hacking,$5244.00,2
2022-07-01,Victoria,Text message,55 - 64,Female,Attempts to gain your personal information,Remote access scams,$10590.00,9
2022-09-01,Queensland,Text message,65 and over,Male,Attempts to gain your personal information,Remote access scams,$3200.00,4
2022-07-01,Queensland,Text message,55 - 64,Male,Attempts to gain your personal information,Remote access scams,$9000.00,2
2022-08-01,Western Australia,Text message,55 - 64,Female,Attempts to gain your personal information,Remote access scams,$150.00,2
2022-08-01,Tasmania,Email,45 - 54,Female,Attempts to gain your personal information,Remote access scams,$20000.00,3
2022-09-01,Western Australia,Email,65 and over,Male,Attempts to gain your personal information,Remote access scams,$5000.00,2
2022-07-01,Victoria,Email,35 - 44,Female,Attempts to gain your personal information,Remote access scams,$400.00,2
2022-08-01,Victoria,Email,55 - 64,Female,Attempts to gain your personal information,Remote access scams,$6506.00,2
2022-09-01,New South Wales,Email,35 - 44,Male,Attempts to gain your personal information,Remote access scams,$1137.00,2
2022-09-01,New South Wales,Email,55 - 64,Male,Attempts to gain your personal information,Remote access scams,$25000.00,4
2022-07-01,New South Wales,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$49800.00,5
2022-09-01,New South Wales,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$15000.00,2
2022-09-01,New South Wales,Internet,65 and over,Female,Attempts to gain your personal information,Remote access scams,$74712.00,5
2022-09-01,New South Wales,Internet,55 - 64,Female,Attempts to gain your personal information,Remote access scams,$1000.00,2
2022-08-01,Victoria,Internet,35 - 44,Male,Attempts to gain your personal information,Remote access scams,$250.00,2
2022-08-01,Victoria,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$9709.00,2
2022-09-01,Victoria,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$400.00,5
2022-08-01,Queensland,Internet,55 - 64,Female,Attempts to gain your personal information,Remote access scams,$3850.00,3
2022-08-01,Queensland,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$40000.00,2
2022-09-01,Queensland,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$4100.00,4
2022-08-01,Western Australia,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$9000.00,2
2022-08-01,Western Australia,Mobile apps,55 - 64,Male,Attempts to gain your personal information,Remote access scams,$14990.00,2
2022-09-01,South Australia,Mobile apps,65 and over,Female,Attempts to gain your personal information,Remote access scams,$105000.00,2
2022-07-01,New South Wales,In person,45 - 54,Male,Attempts to gain your personal information,Remote access scams,$99.00,2
2022-07-01,Tasmania,Phone call,65 and over,Male,Attempts to gain your personal information,Remote access scams,$300.00,3
2022-08-01,Tasmania,Phone call,25 - 34,Male,Attempts to gain your personal information,Remote access scams,$14800.00,2
2022-08-01,Tasmania,Phone call,35 - 44,Female,Attempts to gain your personal information,Remote access scams,$1000.00,3
2022-09-01,Tasmania,Phone call,35 - 44,Female,Attempts to gain your personal information,Remote access scams,$1548.00,4
2022-07-01,Tasmania,Phone call,65 and over,Female,Attempts to gain your personal information,Remote access scams,$5000.00,2
2022-08-01,Tasmania,Phone call,65 and over,Female,Attempts to gain your personal information,Remote access scams,$3950.00,4
2022-09-01,Tasmania,Phone call,65 and over,Female,Attempts to gain your personal information,Remote access scams,$13545.00,2
2022-08-01,Australian Capital Territory,Phone call,65 and over,Female,Attempts to gain your personal information,Remote access scams,$62847.00,3
2022-07-01,South Australia,Phone call,25 - 34,Female,Attempts to gain your personal information,Remote access scams,$2500.00,6
2022-08-01,South Australia,Phone call,25 - 34,Female,Attempts to gain your personal information,Remote access scams,$5500.00,3
2022-09-01,South Australia,Phone call,25 - 34,Female,Attempts to gain your personal information,Remote access scams,$4140.00,3
2022-08-01,Western Australia,Phone call,25 - 34,Female,Attempts to gain your personal information,Remote access scams,$40000.00,2
2022-07-01,Queensland,Phone call,18 - 24,Female,Attempts to gain your personal information,Remote access scams,$18000.00,2
2022-08-01,Queensland,Phone call,18 - 24,Female,Attempts to gain your personal information,Remote access scams,$500.00,2
2022-08-01,Victoria,Phone call,18 - 24,Female,Attempts to gain your personal information,Remote access scams,$22149.00,7
2022-07-01,New South Wales,Phone call,35 - 44,Male,Buying or selling,Overpayment scams,$13580.00,3
2022-09-01,New South Wales,Phone call,25 - 34,Male,Buying or selling,Overpayment scams,$3000.00,3
2022-07-01,New South Wales,Phone call,Unspecified,Female,Buying or selling,Overpayment scams,$380.00,4
2022-08-01,New South Wales,Email,35 - 44,Female,Buying or selling,Overpayment scams,$470.00,3
2022-09-01,New South Wales,Email,Unspecified,Female,Buying or selling,Overpayment scams,$1322.00,6
2022-08-01,New South Wales,Text message,Unspecified,Female,Buying or selling,Overpayment scams,$530.00,3
2022-09-01,New South Wales,Text message,25 - 34,Male,Buying or selling,Overpayment scams,$150.00,2
2022-09-01,New South Wales,Social media/Online forums,25 - 34,Male,Buying or selling,Overpayment scams,$7000.00,2
2022-08-01,New South Wales,Social media/Online forums,35 - 44,Female,Buying or selling,Overpayment scams,$850.00,2
2022-09-01,New South Wales,Social media/Online forums,55 - 64,Female,Buying or selling,Overpayment scams,$800.00,2
2022-09-01,New South Wales,Social media/Online forums,45 - 54,Female,Buying or selling,Overpayment scams,$800.00,3
2022-09-01,New South Wales,Social media/Online forums,Unspecified,Female,Buying or selling,Overpayment scams,$1300.00,2
2022-08-01,New South Wales,Internet,45 - 54,Male,Buying or selling,Overpayment scams,$700.00,2
2022-08-01,Victoria,Internet,55 - 64,Female,Buying or selling,Overpayment scams,$170.00,2
2022-07-01,Victoria,Social media/Online forums,25 - 34,Female,Buying or selling,Overpayment scams,$500.00,2
2022-09-01,Victoria,Social media/Online forums,25 - 34,Female,Buying or selling,Overpayment scams,$1020.00,4
2022-09-01,Victoria,Social media/Online forums,45 - 54,Female,Buying or selling,Overpayment scams,$2700.00,2
2022-07-01,Victoria,Text message,25 - 34,Male,Buying or selling,Overpayment scams,$130.00,2
2022-07-01,Victoria,Text message,35 - 44,Male,Buying or selling,Overpayment scams,$1950.00,2
2022-08-01,Victoria,Email,Unspecified,Female,Buying or selling,Overpayment scams,$1050.00,3
2022-07-01,Victoria,Email,35 - 44,Female,Buying or selling,Overpayment scams,$472.00,2
2022-07-01,Victoria,Email,25 - 34,Male,Buying or selling,Overpayment scams,$423.00,2
2022-07-01,Victoria,Email,Unspecified,Male,Buying or selling,Overpayment scams,$435.00,2
2022-09-01,Victoria,Email,65 and over,Male,Buying or selling,Overpayment scams,$1883.00,2
2022-09-01,Victoria,Phone call,Unspecified,Female,Buying or selling,Overpayment scams,$1.00,4
2022-08-01,Victoria,Phone call,65 and over,Male,Buying or selling,Overpayment scams,$900.00,2
2022-08-01,Queensland,Email,25 - 34,Female,Buying or selling,Overpayment scams,$3500.00,2
2022-08-01,Queensland,Social media/Online forums,25 - 34,Female,Buying or selling,Overpayment scams,$900.00,2
2022-09-01,Queensland,Social media/Online forums,35 - 44,Female,Buying or selling,Overpayment scams,$1500.00,2
2022-09-01,Queensland,Social media/Online forums,25 - 34,Female,Buying or selling,Overpayment scams,$2800.00,3
