StartOfMonth,Address_State,Scam___Contact_Mode,Complainant_Age,Complainant_Gender,Category_Level_2,Category_Level_3,Amount_lost,Number_of_reports
2025-03-01,Queensland,Email,65 and over,Female,Buying or selling,False billing,$0.00,26
2025-04-01,Queensland,Email,65 and over,Female,Buying or selling,False billing,$0.00,20
2025-05-01,Queensland,Email,65 and over,Female,Buying or selling,False billing,$359.99,19
2025-01-01,New South Wales,Email,65 and over,Female,Buying or selling,False billing,$551.60,54
2025-02-01,New South Wales,Email,65 and over,Female,Buying or selling,False billing,$449.99,22
2025-03-01,New South Wales,Email,65 and over,Female,Buying or selling,False billing,$1325.50,44
2025-04-01,New South Wales,Email,65 and over,Female,Buying or selling,False billing,$2200.00,26
2025-05-01,New South Wales,Email,65 and over,Female,Buying or selling,False billing,$0.00,18
2025-02-01,Queensland,Email,65 and over,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,$0.00,1
2025-01-01,Tasmania,Email,Unspecified,Male,Buying or selling,False billing,$0.00,4
2025-01-01,Outside of Australia,Email,Unspecified,Male,Buying or selling,False billing,$0.00,1
2025-02-01,Outside of Australia,Email,Unspecified,Female,Buying or selling,False billing,$0.00,1
2025-02-01,Tasmania,Email,Unspecified,Female,Buying or selling,False billing,$0.00,2
2025-02-01,Outside of Australia,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,$0.00,1
2025-03-01,Tasmania,Email,Unspecified,Male,Buying or selling,False billing,$0.00,1
2025-03-01,Northern Territory,Email,Unspecified,Male,Buying or selling,False billing,$0.00,1
2025-04-01,Outside of Australia,Email,Unspecified,Male,Buying or selling,False billing,$0.00,1
2025-04-01,Tasmania,Email,Unspecified,Male,Buying or selling,False billing,$0.00,1
2025-05-01,Tasmania,Email,Unspecified,Male,Buying or selling,False billing,$0.00,2
2025-05-01,Tasmania,Email,Unspecified,Female,Buying or selling,False billing,$0.00,3
2025-01-01,Australian Capital Territory,Email,Unspecified,Male,Buying or selling,False billing,$0.00,4
2025-01-01,Australian Capital Territory,Email,Unspecified,Female,Buying or selling,False billing,$0.00,2
2025-02-01,Australian Capital Territory,Email,Unspecified,Female,Buying or selling,False billing,$0.00,5
2025-02-01,Australian Capital Territory,Email,Unspecified,Male,Buying or selling,False billing,$0.00,6
2025-03-01,Australian Capital Territory,Email,Unspecified,Male,Buying or selling,False billing,$0.00,12
2025-03-01,Australian Capital Territory,Email,Unspecified,Female,Buying or selling,False billing,$0.00,9
2025-04-01,Australian Capital Territory,Email,Unspecified,Male,Buying or selling,False billing,$0.00,3
2025-05-01,Australian Capital Territory,Email,Unspecified,Male,Buying or selling,False billing,$0.00,2
2025-05-01,Australian Capital Territory,Email,Unspecified,Female,Buying or selling,False billing,$0.00,8
2025-01-01,South Australia,Email,Unspecified,Female,Buying or selling,False billing,$0.00,8
2025-02-01,South Australia,Email,Unspecified,Female,Buying or selling,False billing,$0.00,5
2025-03-01,South Australia,Email,Unspecified,Female,Buying or selling,False billing,$0.00,8
2025-04-01,South Australia,Email,Unspecified,Female,Buying or selling,False billing,$8.99,7
2025-05-01,South Australia,Email,Unspecified,Female,Buying or selling,False billing,$0.00,4
2025-01-01,South Australia,Email,Unspecified,Male,Buying or selling,False billing,$0.00,13
2025-02-01,South Australia,Email,Unspecified,Male,Buying or selling,False billing,$0.00,3
2025-03-01,South Australia,Email,Unspecified,Male,Buying or selling,False billing,$0.00,12
2025-04-01,South Australia,Email,Unspecified,Male,Buying or selling,False billing,$0.00,3
2025-05-01,South Australia,Email,Unspecified,Male,Buying or selling,False billing,$272.00,11
2025-01-01,Western Australia,Email,Unspecified,Male,Buying or selling,False billing,$0.00,7
2025-02-01,Western Australia,Email,Unspecified,Male,Buying or selling,False billing,$0.00,10
2025-03-01,Western Australia,Email,Unspecified,Male,Buying or selling,False billing,$0.00,6
2025-04-01,Western Australia,Email,Unspecified,Male,Buying or selling,False billing,$966530.66,6
2025-05-01,Western Australia,Email,Unspecified,Male,Buying or selling,False billing,$0.00,10
2025-01-01,Western Australia,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,$0.00,1
2025-02-01,Western Australia,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,$0.00,1
2025-04-01,Western Australia,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,$0.00,1
2025-05-01,Western Australia,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,$0.00,1
2025-01-01,Western Australia,Email,Unspecified,Female,Buying or selling,False billing,$0.00,13
2025-02-01,Western Australia,Email,Unspecified,Female,Buying or selling,False billing,$42.00,12
2025-03-01,Western Australia,Email,Unspecified,Female,Buying or selling,False billing,$2475.00,14
2025-04-01,Western Australia,Email,Unspecified,Female,Buying or selling,False billing,$0.00,14
2025-05-01,Western Australia,Email,Unspecified,Female,Buying or selling,False billing,$0.00,10
2025-01-01,Unspecified,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,$65.00,30
2025-02-01,Unspecified,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,$0.00,13
2025-03-01,Unspecified,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,$360.40,29
2025-04-01,Unspecified,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,$100.00,26
2025-05-01,Unspecified,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,$796.50,13
2025-01-01,Queensland,Email,Unspecified,Male,Buying or selling,False billing,$40050.00,15
2025-02-01,Queensland,Email,Unspecified,Male,Buying or selling,False billing,$140.00,17
2025-03-01,Queensland,Email,Unspecified,Male,Buying or selling,False billing,$42369.74,21
2025-04-01,Queensland,Email,Unspecified,Male,Buying or selling,False billing,$1017.00,18
2025-05-01,Queensland,Email,Unspecified,Male,Buying or selling,False billing,$0.00,20
2025-02-01,Queensland,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,$0.00,1
2025-03-01,Queensland,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,$0.00,1
2025-04-01,Queensland,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,$0.00,1
2025-01-01,Queensland,Email,Unspecified,Female,Buying or selling,False billing,$0.00,24
2025-02-01,Queensland,Email,Unspecified,Female,Buying or selling,False billing,$108935.56,17
2025-03-01,Queensland,Email,Unspecified,Female,Buying or selling,False billing,$14436.00,21
2025-04-01,Queensland,Email,Unspecified,Female,Buying or selling,False billing,$2420.00,27
2025-05-01,Queensland,Email,Unspecified,Female,Buying or selling,False billing,$2038.11,19
2025-01-01,Victoria,Email,Unspecified,Male,Buying or selling,False billing,$0.00,23
2025-02-01,Victoria,Email,Unspecified,Male,Buying or selling,False billing,$0.00,18
2025-03-01,Victoria,Email,Unspecified,Male,Buying or selling,False billing,$59411.00,17
2025-04-01,Victoria,Email,Unspecified,Male,Buying or selling,False billing,$0.00,15
2025-05-01,Victoria,Email,Unspecified,Male,Buying or selling,False billing,$59364.00,16
2025-01-01,Victoria,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,$0.00,1
2025-02-01,Victoria,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,$0.00,2
2025-03-01,Victoria,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,$0.00,4
2025-04-01,Victoria,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,$0.00,1
2025-01-01,Victoria,Email,Unspecified,Female,Buying or selling,False billing,$4209.00,22
2025-02-01,Victoria,Email,Unspecified,Female,Buying or selling,False billing,$165745.46,28
2025-03-01,Victoria,Email,Unspecified,Female,Buying or selling,False billing,$348.41,26
2025-04-01,Victoria,Email,Unspecified,Female,Buying or selling,False billing,$0.00,24
2025-05-01,Victoria,Email,Unspecified,Female,Buying or selling,False billing,$0.00,11
2025-01-01,New South Wales,Email,Unspecified,Male,Buying or selling,False billing,$378247.88,20
2025-02-01,New South Wales,Email,Unspecified,Male,Buying or selling,False billing,$0.00,28
2025-03-01,New South Wales,Email,Unspecified,Male,Buying or selling,False billing,$40314.56,30
2025-04-01,New South Wales,Email,Unspecified,Male,Buying or selling,False billing,$4282.03,29
2025-05-01,New South Wales,Email,Unspecified,Male,Buying or selling,False billing,$3505.00,43
2025-01-01,New South Wales,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,$36240.00,9
2025-03-01,New South Wales,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,$0.00,2
2025-04-01,New South Wales,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,$0.00,1
2025-01-01,New South Wales,Email,Unspecified,Female,Buying or selling,False billing,$353000.00,27
2025-02-01,New South Wales,Email,Unspecified,Female,Buying or selling,False billing,$5586.00,39
2025-03-01,New South Wales,Email,Unspecified,Female,Buying or selling,False billing,$508034.45,33
2025-04-01,New South Wales,Email,Unspecified,Female,Buying or selling,False billing,$0.00,26
2025-05-01,New South Wales,Email,Unspecified,Female,Buying or selling,False billing,$510867.25,35
2025-01-01,New South Wales,Email,55 - 64,Female,Buying or selling,False billing,$110.68,17
2025-02-01,New South Wales,Email,55 - 64,Female,Buying or selling,False billing,$0.00,14
2025-03-01,New South Wales,Email,55 - 64,Female,Buying or selling,False billing,$0.00,10
2025-04-01,New South Wales,Email,55 - 64,Female,Buying or selling,False billing,$12925.00,14
2025-05-01,New South Wales,Email,55 - 64,Female,Buying or selling,False billing,$0.00,10
2025-01-01,New South Wales,Email,55 - 64,Male,Buying or selling,False billing,$0.00,17
2025-02-01,New South Wales,Email,55 - 64,Male,Buying or selling,False billing,$300.00,21
2025-03-01,New South Wales,Email,55 - 64,Male,Buying or selling,False billing,$133866.99,10
2025-04-01,New South Wales,Email,55 - 64,Male,Buying or selling,False billing,$10299.00,12
2025-05-01,New South Wales,Email,55 - 64,Male,Buying or selling,False billing,$0.00,7
2025-01-01,Victoria,Email,55 - 64,Female,Buying or selling,False billing,$9.99,13
2025-02-01,Victoria,Email,55 - 64,Female,Buying or selling,False billing,$20000.00,14
2025-03-01,Victoria,Email,55 - 64,Female,Buying or selling,False billing,$5417.00,15
2025-04-01,Victoria,Email,55 - 64,Female,Buying or selling,False billing,$0.00,7
2025-05-01,Victoria,Email,55 - 64,Female,Buying or selling,False billing,$0.00,6
2025-03-01,Victoria,Email,55 - 64,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,$0.00,1
2025-01-01,Victoria,Email,55 - 64,Male,Buying or selling,False billing,$0.00,21
2025-02-01,Victoria,Email,55 - 64,Male,Buying or selling,False billing,$35783.00,14
2025-03-01,Victoria,Email,55 - 64,Male,Buying or selling,False billing,$5027.00,7
2025-04-01,Victoria,Email,55 - 64,Male,Buying or selling,False billing,$62.27,9
2025-05-01,Victoria,Email,55 - 64,Male,Buying or selling,False billing,$1980.00,9
2025-01-01,Queensland,Email,55 - 64,Female,Buying or selling,False billing,$0.00,9
2025-02-01,Queensland,Email,55 - 64,Female,Buying or selling,False billing,$1320.00,15
2025-03-01,Queensland,Email,55 - 64,Female,Buying or selling,False billing,$0.00,14
2025-04-01,Queensland,Email,55 - 64,Female,Buying or selling,False billing,$2088.00,7
2025-05-01,Queensland,Email,55 - 64,Female,Buying or selling,False billing,$499.00,9
2025-01-01,Queensland,Email,55 - 64,Male,Buying or selling,False billing,$0.00,17
2025-02-01,Queensland,Email,55 - 64,Male,Buying or selling,False billing,$0.00,6
2025-03-01,Queensland,Email,55 - 64,Male,Buying or selling,False billing,$2351.74,15
2025-04-01,Queensland,Email,55 - 64,Male,Buying or selling,False billing,$3400.00,14
2025-05-01,Queensland,Email,55 - 64,Male,Buying or selling,False billing,$29515.00,5
2025-01-01,Western Australia,Email,55 - 64,Female,Buying or selling,False billing,$4662.95,4
2025-02-01,Western Australia,Email,55 - 64,Female,Buying or selling,False billing,$26940.64,8
2025-03-01,Western Australia,Email,55 - 64,Female,Buying or selling,False billing,$10890.00,5
2025-04-01,Western Australia,Email,55 - 64,Female,Buying or selling,False billing,$1028.04,10
2025-05-01,Western Australia,Email,55 - 64,Female,Buying or selling,False billing,$0.00,8
2025-01-01,Western Australia,Email,55 - 64,Male,Buying or selling,False billing,$30.00,11
2025-02-01,Western Australia,Email,55 - 64,Male,Buying or selling,False billing,$0.00,7
2025-03-01,Western Australia,Email,55 - 64,Male,Buying or selling,False billing,$0.00,3
2025-04-01,Western Australia,Email,55 - 64,Male,Buying or selling,False billing,$0.00,7
2025-05-01,Western Australia,Email,55 - 64,Male,Buying or selling,False billing,$0.00,4
2025-01-01,South Australia,Email,55 - 64,Female,Buying or selling,False billing,$0.00,4
2025-01-01,South Australia,Email,55 - 64,Male,Buying or selling,False billing,$0.00,6
2025-02-01,South Australia,Email,55 - 64,Male,Buying or selling,False billing,$0.00,5
2025-02-01,South Australia,Email,55 - 64,Female,Buying or selling,False billing,$0.00,7
2025-03-01,South Australia,Email,55 - 64,Female,Buying or selling,False billing,$0.00,7
2025-03-01,South Australia,Email,55 - 64,Male,Buying or selling,False billing,$0.00,2
2025-04-01,South Australia,Email,55 - 64,Male,Buying or selling,False billing,$0.00,8
2025-04-01,South Australia,Email,55 - 64,Female,Buying or selling,False billing,$0.00,4
2025-05-01,South Australia,Email,55 - 64,Female,Buying or selling,False billing,$28715.00,5
2025-05-01,South Australia,Email,55 - 64,Male,Buying or selling,False billing,$0.00,1
2025-01-01,Outside of Australia,Email,55 - 64,Female,Buying or selling,False billing,$0.00,1
2025-01-01,Northern Territory,Email,55 - 64,Male,Buying or selling,False billing,$0.00,2
2025-01-01,Australian Capital Territory,Email,55 - 64,Male,Buying or selling,False billing,$0.00,2
2025-01-01,Tasmania,Email,55 - 64,Female,Buying or selling,False billing,$0.00,2
2025-02-01,Australian Capital Territory,Email,55 - 64,Male,Buying or selling,False billing,$0.00,2
2025-02-01,Tasmania,Email,55 - 64,Male,Buying or selling,False billing,$0.00,1
2025-02-01,Northern Territory,Email,55 - 64,Male,Buying or selling,False billing,$0.00,1
2025-02-01,Northern Territory,Email,55 - 64,Female,Buying or selling,False billing,$0.00,1
2025-02-01,Australian Capital Territory,Email,55 - 64,Female,Buying or selling,False billing,$0.00,1
2025-03-01,Tasmania,Email,55 - 64,Female,Buying or selling,False billing,$0.00,1
2025-03-01,Outside of Australia,Email,55 - 64,Female,Buying or selling,False billing,$0.00,1
2025-03-01,Australian Capital Territory,Email,55 - 64,Male,Buying or selling,False billing,$0.00,1
2025-04-01,Australian Capital Territory,Email,55 - 64,Male,Buying or selling,False billing,$0.00,1
2025-04-01,Outside of Australia,Email,55 - 64,Male,Buying or selling,False billing,$0.00,1
2025-04-01,Tasmania,Email,55 - 64,Female,Buying or selling,False billing,$0.00,1
2025-04-01,Tasmania,Email,55 - 64,Male,Buying or selling,False billing,$0.00,1
2025-05-01,Tasmania,Email,55 - 64,Female,Buying or selling,False billing,$0.00,3
2025-05-01,Australian Capital Territory,Email,55 - 64,Female,Buying or selling,False billing,$0.00,1
2025-05-01,Northern Territory,Email,55 - 64,Male,Buying or selling,False billing,$0.00,1
2025-05-01,Australian Capital Territory,Email,55 - 64,Male,Buying or selling,False billing,$0.00,1
2025-01-01,South Australia,Email,45 - 54,Female,Buying or selling,False billing,$0.00,4
2025-01-01,Tasmania,Email,45 - 54,Female,Buying or selling,False billing,$0.00,1
2025-01-01,South Australia,Email,45 - 54,Male,Buying or selling,False billing,$0.00,1
2025-01-01,Outside of Australia,Email,45 - 54,Male,Buying or selling,False billing,$424080.00,2
2025-01-01,Australian Capital Territory,Email,45 - 54,Male,Buying or selling,False billing,$0.00,1
2025-01-01,Australian Capital Territory,Email,45 - 54,Female,Buying or selling,False billing,$0.00,1
2025-01-01,Northern Territory,Email,45 - 54,Male,Buying or selling,False billing,$0.00,1
2025-02-01,Australian Capital Territory,Email,45 - 54,Female,Buying or selling,False billing,$134.85,2
2025-02-01,Tasmania,Email,45 - 54,Male,Buying or selling,False billing,$0.00,1
2025-03-01,Australian Capital Territory,Email,45 - 54,Female,Buying or selling,False billing,$0.00,1
2025-03-01,Northern Territory,Email,45 - 54,Female,Buying or selling,False billing,$0.00,2
2025-03-01,South Australia,Email,45 - 54,Male,Buying or selling,False billing,$0.00,2
2025-03-01,South Australia,Email,45 - 54,Female,Buying or selling,False billing,$1782.00,3
2025-03-01,Australian Capital Territory,Email,45 - 54,Male,Buying or selling,False billing,$0.00,1
2025-04-01,Australian Capital Territory,Email,45 - 54,Female,Buying or selling,False billing,$0.00,1
2025-04-01,South Australia,Email,45 - 54,Female,Buying or selling,False billing,$0.00,3
2025-04-01,South Australia,Email,45 - 54,Male,Buying or selling,False billing,$0.00,1
2025-05-01,South Australia,Email,45 - 54,Female,Buying or selling,False billing,$1540.00,4
2025-05-01,Tasmania,Email,45 - 54,Male,Buying or selling,False billing,$0.00,2
2025-05-01,Tasmania,Email,45 - 54,Female,Buying or selling,False billing,$0.00,2
2025-01-01,Western Australia,Email,45 - 54,Female,Buying or selling,False billing,$413.25,7
2025-01-01,Western Australia,Email,45 - 54,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,$0.00,1
2025-01-01,Western Australia,Email,45 - 54,Male,Buying or selling,False billing,$0.00,3
2025-02-01,Western Australia,Email,45 - 54,Female,Buying or selling,False billing,$0.00,5
2025-02-01,Western Australia,Email,45 - 54,Male,Buying or selling,False billing,$0.00,5
2025-03-01,Western Australia,Email,45 - 54,Female,Buying or selling,False billing,$0.00,2
2025-03-01,Western Australia,Email,45 - 54,Male,Buying or selling,False billing,$0.00,2
2025-04-01,Western Australia,Email,45 - 54,Male,Buying or selling,False billing,$20000.00,6
2025-04-01,Western Australia,Email,45 - 54,Female,Buying or selling,False billing,$0.00,5
2025-05-01,Western Australia,Email,45 - 54,Female,Buying or selling,False billing,$310.19,5
2025-05-01,Western Australia,Email,45 - 54,Male,Buying or selling,False billing,$0.00,5
2025-01-01,Queensland,Email,45 - 54,Male,Buying or selling,False billing,$1320.00,3
2025-02-01,Queensland,Email,45 - 54,Male,Buying or selling,False billing,$12628.22,8
2025-03-01,Queensland,Email,45 - 54,Male,Buying or selling,False billing,$0.00,2
2025-04-01,Queensland,Email,45 - 54,Male,Buying or selling,False billing,$25000.00,4
2025-05-01,Queensland,Email,45 - 54,Male,Buying or selling,False billing,$0.00,3
2025-01-01,Queensland,Email,45 - 54,Female,Buying or selling,False billing,$82.52,10
2025-02-01,Queensland,Email,45 - 54,Female,Buying or selling,False billing,$1100.00,8
2025-03-01,Queensland,Email,45 - 54,Female,Buying or selling,False billing,$0.00,8
2025-04-01,Queensland,Email,45 - 54,Female,Buying or selling,False billing,$5020.00,10
2025-05-01,Queensland,Email,45 - 54,Female,Buying or selling,False billing,$0.00,4
2025-01-01,Victoria,Email,45 - 54,Male,Buying or selling,False billing,$0.00,13
2025-02-01,Victoria,Email,45 - 54,Male,Buying or selling,False billing,$2500829.95,15
2025-03-01,Victoria,Email,45 - 54,Male,Buying or selling,False billing,$49309.87,9
2025-04-01,Victoria,Email,45 - 54,Male,Buying or selling,False billing,$50.00,8
2025-05-01,Victoria,Email,45 - 54,Male,Buying or selling,False billing,$2000.00,3
2025-01-01,Victoria,Email,45 - 54,Female,Buying or selling,False billing,$0.00,14
2025-02-01,Victoria,Email,45 - 54,Female,Buying or selling,False billing,$449.99,10
2025-03-01,Victoria,Email,45 - 54,Female,Buying or selling,False billing,$0.00,5
2025-04-01,Victoria,Email,45 - 54,Female,Buying or selling,False billing,$414.14,7
2025-05-01,Victoria,Email,45 - 54,Female,Buying or selling,False billing,$41374.00,6
2025-01-01,New South Wales,Email,45 - 54,Male,Buying or selling,False billing,$0.00,9
2025-02-01,New South Wales,Email,45 - 54,Male,Buying or selling,False billing,$30056.99,7
2025-03-01,New South Wales,Email,45 - 54,Male,Buying or selling,False billing,$0.00,8
2025-04-01,New South Wales,Email,45 - 54,Male,Buying or selling,False billing,$0.00,4
2025-05-01,New South Wales,Email,45 - 54,Male,Buying or selling,False billing,$27995.00,10
2025-02-01,New South Wales,Email,45 - 54,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,$0.00,1
2025-01-01,New South Wales,Email,45 - 54,Female,Buying or selling,False billing,$49.99,13
2025-02-01,New South Wales,Email,45 - 54,Female,Buying or selling,False billing,$3887.38,14
2025-03-01,New South Wales,Email,45 - 54,Female,Buying or selling,False billing,$143.32,12
2025-04-01,New South Wales,Email,45 - 54,Female,Buying or selling,False billing,$0.00,20
2025-05-01,New South Wales,Email,45 - 54,Female,Buying or selling,False billing,$18637.00,15
2025-01-01,New South Wales,Email,35 - 44,Female,Buying or selling,False billing,$0.00,6
2025-01-01,New South Wales,Email,35 - 44,Male,Buying or selling,False billing,$0.00,3
2025-02-01,New South Wales,Email,35 - 44,Male,Buying or selling,False billing,$45.00,8
2025-02-01,New South Wales,Email,35 - 44,Female,Buying or selling,False billing,$161.35,4
2025-03-01,New South Wales,Email,35 - 44,Female,Buying or selling,False billing,$0.00,7
2025-03-01,New South Wales,Email,35 - 44,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,$0.00,1
2025-04-01,New South Wales,Email,35 - 44,Female,Buying or selling,False billing,$6637.00,11
2025-04-01,New South Wales,Email,35 - 44,Male,Buying or selling,False billing,$144232.20,5
2025-05-01,New South Wales,Email,35 - 44,Female,Buying or selling,False billing,$0.00,5
2025-05-01,New South Wales,Email,35 - 44,Male,Buying or selling,False billing,$43550.00,4
2025-01-01,Queensland,Email,35 - 44,Female,Buying or selling,False billing,$0.00,4
2025-01-01,Queensland,Email,35 - 44,Male,Buying or selling,False billing,$0.00,4
