StartOfMonth,Address_State,Scam___Contact_Mode,Complainant_Age,Complainant_Gender,Category_Level_2,Category_Level_3,Amount_lost,Number_of_reports
2023-05-01,Queensland,Social media/Online forums,65 and over,Female,Attempts to gain your personal information,Phishing,$10000.00,2
2023-02-01,Queensland,Social media/Online forums,45 - 54,Male,Attempts to gain your personal information,Phishing,$82.00,2
2023-03-01,Queensland,Social media/Online forums,Unspecified,Male,Attempts to gain your personal information,Phishing,$130.00,2
2023-03-01,Queensland,Social media/Online forums,45 - 54,Male,Attempts to gain your personal information,Phishing,$20000.00,2
2023-05-01,Western Australia,unspecified,Unspecified,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Phishing,$2582.00,2
2023-04-01,Western Australia,Internet,45 - 54,Female,Attempts to gain your personal information,Phishing,$362.00,3
2023-01-01,Western Australia,Internet,35 - 44,Male,Attempts to gain your personal information,Phishing,$900.00,3
2023-05-01,Western Australia,Mobile apps,55 - 64,Male,Attempts to gain your personal information,Phishing,$8100.00,3
2023-05-01,Western Australia,Mobile apps,65 and over,Male,Attempts to gain your personal information,Phishing,$10318.00,3
2023-01-01,Western Australia,Mobile apps,65 and over,Female,Attempts to gain your personal information,Phishing,$3880.00,3
2023-02-01,Western Australia,Mobile apps,65 and over,Female,Attempts to gain your personal information,Phishing,$1900.00,2
2023-03-01,Western Australia,Mobile apps,45 - 54,Female,Attempts to gain your personal information,Phishing,$2978.00,3
2023-03-01,Western Australia,Mobile apps,65 and over,Female,Attempts to gain your personal information,Phishing,$7285.00,2
2023-04-01,Western Australia,Mobile apps,65 and over,Female,Attempts to gain your personal information,Phishing,$1500.00,2
2023-05-01,Western Australia,Mobile apps,65 and over,Female,Attempts to gain your personal information,Phishing,$2000.00,2
2023-01-01,South Australia,Mobile apps,65 and over,Female,Attempts to gain your personal information,Phishing,$5280.00,3
2023-05-01,South Australia,Internet,Unspecified,Male,Attempts to gain your personal information,Phishing,$90.00,2
2023-03-01,Outside of Australia,Social media/Online forums,18 - 24,Male,Attempts to gain your personal information,Phishing,$251.00,2
2023-04-01,New South Wales,unspecified,Unspecified,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Identity theft,$1000.00,5
2023-01-01,Queensland,In person,45 - 54,Female,Attempts to gain your personal information,Identity theft,$1700000.00,2
2023-03-01,Victoria,In person,25 - 34,Male,Attempts to gain your personal information,Identity theft,$4900.00,2
2023-02-01,New South Wales,In person,25 - 34,Male,Attempts to gain your personal information,Identity theft,$8000.00,2
2023-03-01,New South Wales,In person,18 - 24,Male,Attempts to gain your personal information,Identity theft,$20000.00,2
2023-02-01,Queensland,Mail,35 - 44,Female,Attempts to gain your personal information,Identity theft,$10000.00,2
2023-03-01,Victoria,Mail,45 - 54,Male,Attempts to gain your personal information,Identity theft,$200.00,2
2023-05-01,New South Wales,Mail,55 - 64,Female,Attempts to gain your personal information,Identity theft,$10000.00,2
2023-04-01,Victoria,Mobile apps,45 - 54,Female,Attempts to gain your personal information,Identity theft,$670.00,2
2023-04-01,Victoria,Mobile apps,55 - 64,Female,Attempts to gain your personal information,Identity theft,$2168.00,3
2023-01-01,Victoria,Mobile apps,45 - 54,Male,Attempts to gain your personal information,Identity theft,$400.00,2
2023-03-01,Victoria,Mobile apps,25 - 34,Male,Attempts to gain your personal information,Identity theft,$4316.00,3
2023-04-01,Victoria,Mobile apps,25 - 34,Male,Attempts to gain your personal information,Identity theft,$20.00,2
2023-02-01,South Australia,Mobile apps,55 - 64,Female,Attempts to gain your personal information,Identity theft,$982.00,2
2023-03-01,New South Wales,Mobile apps,18 - 24,Male,Attempts to gain your personal information,Identity theft,$5000.00,2
2023-01-01,New South Wales,Mobile apps,55 - 64,Female,Attempts to gain your personal information,Identity theft,$59.00,3
2023-04-01,New South Wales,Mobile apps,45 - 54,Female,Attempts to gain your personal information,Identity theft,$5000.00,3
2023-04-01,New South Wales,Mobile apps,65 and over,Female,Attempts to gain your personal information,Identity theft,$33000.00,4
2023-04-01,New South Wales,Mobile apps,25 - 34,Female,Attempts to gain your personal information,Identity theft,$1368.00,2
2023-05-01,New South Wales,Mobile apps,65 and over,Female,Attempts to gain your personal information,Identity theft,$11900.00,2
2023-01-01,Queensland,Social media/Online forums,25 - 34,Female,Attempts to gain your personal information,Identity theft,$8540.00,6
2023-03-01,Queensland,Social media/Online forums,65 and over,Male,Attempts to gain your personal information,Identity theft,$200.00,2
2023-05-01,South Australia,Social media/Online forums,18 - 24,Female,Attempts to gain your personal information,Identity theft,$1000.00,2
2023-01-01,South Australia,Social media/Online forums,25 - 34,Male,Attempts to gain your personal information,Identity theft,$850.00,2
2023-04-01,Victoria,Social media/Online forums,45 - 54,Male,Attempts to gain your personal information,Identity theft,$5000.00,3
2023-05-01,Victoria,Social media/Online forums,35 - 44,Male,Attempts to gain your personal information,Identity theft,$350.00,2
2023-01-01,Victoria,Social media/Online forums,45 - 54,Female,Attempts to gain your personal information,Identity theft,$500.00,2
2023-02-01,Victoria,Social media/Online forums,18 - 24,Female,Attempts to gain your personal information,Identity theft,$2478.00,3
2023-05-01,Victoria,Social media/Online forums,65 and over,Female,Attempts to gain your personal information,Identity theft,$2000.00,3
2023-05-01,Victoria,Social media/Online forums,45 - 54,Female,Attempts to gain your personal information,Identity theft,$200.00,2
2023-01-01,Victoria,Social media/Online forums,25 - 34,Female,Attempts to gain your personal information,Identity theft,$9872.00,7
2023-01-01,New South Wales,Social media/Online forums,45 - 54,Male,Attempts to gain your personal information,Identity theft,$126.00,4
2023-02-01,New South Wales,Social media/Online forums,45 - 54,Male,Attempts to gain your personal information,Identity theft,$2.00,2
2023-04-01,New South Wales,Social media/Online forums,25 - 34,Male,Attempts to gain your personal information,Identity theft,$1600.00,2
2023-01-01,New South Wales,Social media/Online forums,25 - 34,Female,Attempts to gain your personal information,Identity theft,$80.00,4
2023-04-01,New South Wales,Social media/Online forums,Unspecified,Female,Attempts to gain your personal information,Identity theft,$1.00,2
2023-04-01,Victoria,Internet,Unspecified,Male,Attempts to gain your personal information,Identity theft,$10.00,2
2023-02-01,Victoria,Internet,35 - 44,Male,Attempts to gain your personal information,Identity theft,$85000.00,2
2023-03-01,Victoria,Internet,35 - 44,Male,Attempts to gain your personal information,Identity theft,$819.00,4
2023-03-01,Victoria,Internet,45 - 54,Male,Attempts to gain your personal information,Identity theft,$3726.00,3
2023-01-01,Victoria,Internet,45 - 54,Female,Attempts to gain your personal information,Identity theft,$1000.00,2
2023-01-01,Victoria,Internet,35 - 44,Female,Attempts to gain your personal information,Identity theft,$545.00,3
2023-02-01,Victoria,Internet,35 - 44,Female,Attempts to gain your personal information,Identity theft,$550.00,3
2023-03-01,Victoria,Internet,35 - 44,Female,Attempts to gain your personal information,Identity theft,$163.00,4
2023-03-01,Victoria,Internet,55 - 64,Female,Attempts to gain your personal information,Identity theft,$3473.00,3
2023-04-01,Victoria,Internet,Unspecified,Female,Attempts to gain your personal information,Identity theft,$900000.00,2
2023-05-01,Victoria,Internet,45 - 54,Female,Attempts to gain your personal information,Identity theft,$49.00,4
2023-01-01,Victoria,Internet,25 - 34,Female,Attempts to gain your personal information,Identity theft,$5000.00,3
2023-03-01,Victoria,Internet,25 - 34,Female,Attempts to gain your personal information,Identity theft,$1064.00,3
2023-04-01,Queensland,Internet,65 and over,Male,Attempts to gain your personal information,Identity theft,$300.00,3
2023-02-01,Queensland,Internet,25 - 34,Female,Attempts to gain your personal information,Identity theft,$14400.00,3
2023-05-01,Queensland,Internet,65 and over,Female,Attempts to gain your personal information,Identity theft,$189.00,2
2023-03-01,Queensland,Internet,55 - 64,Female,Attempts to gain your personal information,Identity theft,$225.00,25
2023-04-01,South Australia,Internet,65 and over,Female,Attempts to gain your personal information,Identity theft,$5000.00,2
2023-01-01,Western Australia,Internet,Unspecified,Female,Attempts to gain your personal information,Identity theft,$4850.00,3
2023-02-01,South Australia,Internet,18 - 24,Male,Attempts to gain your personal information,Identity theft,$350.00,2
2023-04-01,Western Australia,Internet,65 and over,Male,Attempts to gain your personal information,Identity theft,$124.00,2
2023-04-01,New South Wales,Internet,65 and over,Male,Attempts to gain your personal information,Identity theft,$1199.00,2
2023-04-01,New South Wales,Internet,25 - 34,Male,Attempts to gain your personal information,Identity theft,$1000.00,4
2023-05-01,New South Wales,Internet,25 - 34,Male,Attempts to gain your personal information,Identity theft,$41.00,3
2023-03-01,New South Wales,Internet,35 - 44,Male,Attempts to gain your personal information,Identity theft,$800.00,2
2023-05-01,New South Wales,Internet,55 - 64,Male,Attempts to gain your personal information,Identity theft,$99.00,2
2023-05-01,New South Wales,Internet,18 - 24,Male,Attempts to gain your personal information,Identity theft,$35.00,5
2023-01-01,New South Wales,Internet,65 and over,Female,Attempts to gain your personal information,Identity theft,$1500.00,3
2023-01-01,New South Wales,Internet,35 - 44,Female,Attempts to gain your personal information,Identity theft,$19000.00,3
2023-03-01,New South Wales,Internet,35 - 44,Female,Attempts to gain your personal information,Identity theft,$10000.00,2
2023-02-01,New South Wales,Internet,Unspecified,Female,Attempts to gain your personal information,Identity theft,$2800.00,4
2023-05-01,New South Wales,Internet,25 - 34,Female,Attempts to gain your personal information,Identity theft,$207.00,2
2023-04-01,South Australia,Email,55 - 64,Female,Attempts to gain your personal information,Identity theft,$82.00,5
2023-01-01,South Australia,Email,25 - 34,Female,Attempts to gain your personal information,Identity theft,$15000.00,4
2023-03-01,Western Australia,Email,35 - 44,Male,Attempts to gain your personal information,Identity theft,$7875.00,2
2023-02-01,Western Australia,Email,35 - 44,Female,Attempts to gain your personal information,Identity theft,$753.00,5
2023-03-01,Queensland,Email,35 - 44,Male,Attempts to gain your personal information,Identity theft,$580.00,2
2023-04-01,Queensland,Email,25 - 34,Male,Attempts to gain your personal information,Identity theft,$916000.00,2
2023-02-01,Queensland,Email,25 - 34,Female,Attempts to gain your personal information,Identity theft,$40000.00,4
2023-04-01,Queensland,Email,25 - 34,Female,Attempts to gain your personal information,Identity theft,$700.00,3
2023-04-01,Victoria,Email,18 - 24,Female,Attempts to gain your personal information,Identity theft,$1000.00,2
2023-02-01,New South Wales,Email,18 - 24,Male,Attempts to gain your personal information,Identity theft,$133.00,3
2023-02-01,Victoria,Text message,18 - 24,Male,Attempts to gain your personal information,Identity theft,$250.00,4
2023-05-01,Victoria,Text message,18 - 24,Male,Attempts to gain your personal information,Identity theft,$4440.00,3
2023-01-01,Queensland,Text message,18 - 24,Female,Attempts to gain your personal information,Identity theft,$1.00,3
2023-03-01,Queensland,Text message,18 - 24,Male,Attempts to gain your personal information,Identity theft,$350.00,4
2023-02-01,Queensland,Text message,25 - 34,Male,Attempts to gain your personal information,Identity theft,$250.00,9
2023-04-01,Queensland,Text message,25 - 34,Male,Attempts to gain your personal information,Identity theft,$850.00,5
2023-05-01,Western Australia,Text message,35 - 44,Male,Attempts to gain your personal information,Identity theft,$645.00,4
2023-03-01,Western Australia,Text message,35 - 44,Female,Attempts to gain your personal information,Identity theft,$1388.00,4
2023-03-01,Western Australia,Text message,25 - 34,Female,Attempts to gain your personal information,Identity theft,$350.00,2
2023-02-01,Australian Capital Territory,Text message,35 - 44,Male,Attempts to gain your personal information,Identity theft,$500.00,3
2023-02-01,Australian Capital Territory,Text message,18 - 24,Male,Attempts to gain your personal information,Identity theft,$150.00,2
2023-01-01,Australian Capital Territory,Text message,45 - 54,Female,Attempts to gain your personal information,Identity theft,$400.00,3
2023-01-01,New South Wales,Text message,18 - 24,Male,Attempts to gain your personal information,Identity theft,$195.00,5
2023-02-01,New South Wales,Text message,18 - 24,Male,Attempts to gain your personal information,Identity theft,$500.00,5
2023-05-01,New South Wales,Text message,18 - 24,Female,Attempts to gain your personal information,Identity theft,$855.00,3
2023-05-01,Australian Capital Territory,Phone call,55 - 64,Male,Attempts to gain your personal information,Identity theft,$230000.00,3
2023-05-01,Tasmania,Phone call,35 - 44,Female,Attempts to gain your personal information,Identity theft,$50.00,2
2023-02-01,Victoria,Text message,18 - 24,Female,Attempts to gain your personal information,Hacking,$500.00,3
2023-01-01,Victoria,Internet,35 - 44,Female,Attempts to gain your personal information,Hacking,$60.00,2
2023-02-01,Victoria,Internet,35 - 44,Female,Attempts to gain your personal information,Hacking,$325.00,6
2023-04-01,Victoria,Internet,25 - 34,Female,Attempts to gain your personal information,Hacking,$300.00,2
2023-02-01,Victoria,Internet,55 - 64,Male,Attempts to gain your personal information,Hacking,$950.00,2
2023-04-01,Victoria,Internet,45 - 54,Male,Attempts to gain your personal information,Hacking,$230.00,4
2023-03-01,Victoria,Social media/Online forums,25 - 34,Female,Attempts to gain your personal information,Hacking,$700.00,3
2023-04-01,Victoria,Social media/Online forums,25 - 34,Female,Attempts to gain your personal information,Hacking,$4000.00,3
2023-04-01,Victoria,Social media/Online forums,35 - 44,Female,Attempts to gain your personal information,Hacking,$700.00,2
2023-04-01,Victoria,Mobile apps,35 - 44,Male,Attempts to gain your personal information,Hacking,$472.00,2
2023-03-01,Victoria,Mobile apps,35 - 44,Female,Attempts to gain your personal information,Hacking,$999.00,2
2023-02-01,Queensland,Social media/Online forums,25 - 34,Female,Attempts to gain your personal information,Hacking,$486.00,3
2023-05-01,Queensland,Social media/Online forums,25 - 34,Female,Attempts to gain your personal information,Hacking,$852.00,3
2023-03-01,Queensland,Mobile apps,25 - 34,Male,Attempts to gain your personal information,Hacking,$150.00,2
2023-01-01,Queensland,Internet,65 and over,Male,Attempts to gain your personal information,Hacking,$44.00,4
2023-04-01,Queensland,Internet,25 - 34,Female,Attempts to gain your personal information,Hacking,$157.00,5
2023-04-01,Queensland,Internet,45 - 54,Female,Attempts to gain your personal information,Hacking,$250.00,2
2023-05-01,Queensland,Text message,45 - 54,Male,Attempts to gain your personal information,Hacking,$911.00,5
2023-01-01,Western Australia,Email,45 - 54,Female,Attempts to gain your personal information,Hacking,$650.00,2
2023-03-01,Western Australia,Phone call,65 and over,Male,Attempts to gain your personal information,Hacking,$480.00,3
2023-05-01,Western Australia,Phone call,Unspecified,Male,Attempts to gain your personal information,Hacking,$104.00,2
2023-01-01,Western Australia,Text message,25 - 34,Female,Attempts to gain your personal information,Hacking,$7.00,4
2023-03-01,Western Australia,Text message,35 - 44,Female,Attempts to gain your personal information,Hacking,$390.00,3
2023-02-01,Western Australia,Internet,55 - 64,Female,Attempts to gain your personal information,Hacking,$895.00,2
2023-01-01,Western Australia,Social media/Online forums,25 - 34,Female,Attempts to gain your personal information,Hacking,$747.00,2
2023-02-01,South Australia,Text message,65 and over,Male,Attempts to gain your personal information,Hacking,$1.00,3
2023-05-01,South Australia,Phone call,65 and over,Male,Attempts to gain your personal information,Hacking,$150.00,2
2023-05-01,South Australia,Phone call,25 - 34,Female,Attempts to gain your personal information,Hacking,$150.00,5
2023-04-01,South Australia,Phone call,45 - 54,Female,Attempts to gain your personal information,Hacking,$350.00,3
2023-04-01,New South Wales,In person,25 - 34,Female,Attempts to gain your personal information,Hacking,$23.00,3
2023-04-01,New South Wales,Mobile apps,18 - 24,Male,Attempts to gain your personal information,Hacking,$500.00,6
2023-02-01,New South Wales,Mobile apps,65 and over,Female,Attempts to gain your personal information,Hacking,$149.00,2
2023-03-01,New South Wales,Mobile apps,45 - 54,Female,Attempts to gain your personal information,Hacking,$105.00,2
2023-05-01,New South Wales,Mobile apps,18 - 24,Female,Attempts to gain your personal information,Hacking,$500.00,2
2023-05-01,New South Wales,Mobile apps,45 - 54,Female,Attempts to gain your personal information,Hacking,$500.00,3
2023-01-01,New South Wales,Social media/Online forums,18 - 24,Male,Attempts to gain your personal information,Hacking,$400.00,3
2023-05-01,New South Wales,Social media/Online forums,35 - 44,Male,Attempts to gain your personal information,Hacking,$200.00,2
2023-02-01,New South Wales,Social media/Online forums,45 - 54,Female,Attempts to gain your personal information,Hacking,$500.00,2
2023-04-01,New South Wales,Social media/Online forums,45 - 54,Female,Attempts to gain your personal information,Hacking,$210.00,2
2023-03-01,New South Wales,Social media/Online forums,18 - 24,Female,Attempts to gain your personal information,Hacking,$20.00,3
