StartOfMonth,Address_State,Scam___Contact_Mode,Complainant_Age,Complainant_Gender,Category_Level_2,Category_Level_3,Amount_lost,Number_of_reports
2022-02-01,New South Wales,Internet,25 - 34,Female,Attempts to gain your personal information,Phishing,$38.00,2
2022-03-01,New South Wales,Internet,65 and over,Female,Attempts to gain your personal information,Phishing,$1700.00,2
2022-04-01,New South Wales,Internet,25 - 34,Female,Attempts to gain your personal information,Phishing,$11900.00,2
2022-05-01,New South Wales,Internet,35 - 44,Female,Attempts to gain your personal information,Phishing,$750.00,3
2022-05-01,New South Wales,Internet,45 - 54,Female,Attempts to gain your personal information,Phishing,$500.00,2
2022-03-01,New South Wales,Internet,35 - 44,Male,Attempts to gain your personal information,Phishing,$50000.00,3
2022-04-01,New South Wales,Internet,25 - 34,Male,Attempts to gain your personal information,Phishing,$1309.00,3
2022-05-01,New South Wales,Internet,35 - 44,Male,Attempts to gain your personal information,Phishing,$400.00,3
2022-05-01,New South Wales,Internet,55 - 64,Male,Attempts to gain your personal information,Phishing,$110.00,2
2022-06-01,New South Wales,Internet,55 - 64,Male,Attempts to gain your personal information,Phishing,$14181.00,2
2022-06-01,New South Wales,Internet,35 - 44,Male,Attempts to gain your personal information,Phishing,$2000.00,3
2022-05-01,New South Wales,Internet,65 and over,Male,Attempts to gain your personal information,Phishing,$2908.00,2
2022-02-01,New South Wales,Social media/Online forums,25 - 34,Female,Attempts to gain your personal information,Phishing,$800.00,4
2022-04-01,New South Wales,Social media/Online forums,45 - 54,Female,Attempts to gain your personal information,Phishing,$50.00,4
2022-05-01,New South Wales,Social media/Online forums,25 - 34,Female,Attempts to gain your personal information,Phishing,$1000.00,2
2022-02-01,New South Wales,Social media/Online forums,35 - 44,Male,Attempts to gain your personal information,Phishing,$30.00,2
2022-01-01,Victoria,Social media/Online forums,35 - 44,Male,Attempts to gain your personal information,Phishing,$450.00,2
2022-03-01,Victoria,Social media/Online forums,55 - 64,Male,Attempts to gain your personal information,Phishing,$2100.00,2
2022-04-01,Victoria,Social media/Online forums,18 - 24,Male,Attempts to gain your personal information,Phishing,$10700.00,3
2022-05-01,Victoria,Social media/Online forums,25 - 34,Male,Attempts to gain your personal information,Phishing,$4649.00,2
2022-06-01,Victoria,Social media/Online forums,65 and over,Male,Attempts to gain your personal information,Phishing,$7891.00,2
2022-06-01,Victoria,Social media/Online forums,18 - 24,Male,Attempts to gain your personal information,Phishing,$900.00,2
2022-01-01,Victoria,Social media/Online forums,45 - 54,Female,Attempts to gain your personal information,Phishing,$3000.00,3
2022-03-01,Victoria,Social media/Online forums,25 - 34,Female,Attempts to gain your personal information,Phishing,$59500.00,3
2022-03-01,Victoria,Social media/Online forums,18 - 24,Female,Attempts to gain your personal information,Phishing,$700.00,2
2022-04-01,Victoria,Social media/Online forums,45 - 54,Female,Attempts to gain your personal information,Phishing,$150.00,3
2022-06-01,Victoria,Social media/Online forums,55 - 64,Female,Attempts to gain your personal information,Phishing,$4790.00,3
2022-06-01,Victoria,Social media/Online forums,45 - 54,Female,Attempts to gain your personal information,Phishing,$9127.00,4
2022-03-01,Victoria,Internet,Unspecified,Female,Attempts to gain your personal information,Phishing,$35.00,2
2022-05-01,Victoria,Internet,65 and over,Female,Attempts to gain your personal information,Phishing,$5000.00,2
2022-06-01,Victoria,Internet,65 and over,Female,Attempts to gain your personal information,Phishing,$998.00,3
2022-01-01,Victoria,Internet,45 - 54,Male,Attempts to gain your personal information,Phishing,$971.00,2
2022-02-01,Victoria,Internet,65 and over,Male,Attempts to gain your personal information,Phishing,$4050.00,3
2022-04-01,Victoria,Internet,25 - 34,Male,Attempts to gain your personal information,Phishing,$1000.00,3
2022-02-01,Victoria,Internet,Unspecified,Male,Attempts to gain your personal information,Phishing,$5500.00,2
2022-05-01,Victoria,Mobile apps,25 - 34,Male,Attempts to gain your personal information,Phishing,$1000.00,4
2022-03-01,Victoria,Mobile apps,25 - 34,Female,Attempts to gain your personal information,Phishing,$950.00,3
2022-04-01,Victoria,Mobile apps,55 - 64,Female,Attempts to gain your personal information,Phishing,$2459.00,4
2022-04-01,Victoria,Mobile apps,Unspecified,Female,Attempts to gain your personal information,Phishing,$1500.00,3
2022-06-01,Victoria,Mobile apps,55 - 64,Female,Attempts to gain your personal information,Phishing,$4789.00,3
2022-05-01,Victoria,Mobile apps,65 and over,Female,Attempts to gain your personal information,Phishing,$9459.00,8
2022-06-01,Victoria,Mobile apps,65 and over,Female,Attempts to gain your personal information,Phishing,$8849.00,10
2022-02-01,Queensland,Internet,65 and over,Female,Attempts to gain your personal information,Phishing,$14000.00,2
2022-02-01,Queensland,Internet,45 - 54,Male,Attempts to gain your personal information,Phishing,$10295.00,3
2022-03-01,Queensland,Internet,45 - 54,Female,Attempts to gain your personal information,Phishing,$3621.00,2
2022-04-01,Queensland,Internet,35 - 44,Male,Attempts to gain your personal information,Phishing,$100.00,2
2022-05-01,Queensland,Internet,Unspecified,Female,Attempts to gain your personal information,Phishing,$386.00,2
2022-06-01,Queensland,Internet,55 - 64,Female,Attempts to gain your personal information,Phishing,$4822.00,2
2022-04-01,Queensland,Mobile apps,65 and over,Male,Attempts to gain your personal information,Phishing,$12000.00,5
2022-05-01,Queensland,Mobile apps,65 and over,Male,Attempts to gain your personal information,Phishing,$980.00,6
2022-03-01,Queensland,Mobile apps,55 - 64,Female,Attempts to gain your personal information,Phishing,$1700.00,2
2022-06-01,Queensland,Mobile apps,65 and over,Female,Attempts to gain your personal information,Phishing,$9069.00,7
2022-05-01,Western Australia,Internet,25 - 34,Male,Attempts to gain your personal information,Phishing,$5000.00,3
2022-04-01,Western Australia,Mobile apps,65 and over,Female,Attempts to gain your personal information,Phishing,$16000.00,5
2022-05-01,Western Australia,Mobile apps,65 and over,Female,Attempts to gain your personal information,Phishing,$3203.00,3
2022-05-01,Western Australia,Mobile apps,55 - 64,Female,Attempts to gain your personal information,Phishing,$1000.00,4
2022-06-01,Western Australia,Mobile apps,25 - 34,Female,Attempts to gain your personal information,Phishing,$300.00,5
2022-06-01,Western Australia,Mobile apps,65 and over,Female,Attempts to gain your personal information,Phishing,$4500.00,4
2022-05-01,South Australia,Mobile apps,65 and over,Female,Attempts to gain your personal information,Phishing,$2500.00,2
2022-05-01,South Australia,Mobile apps,55 - 64,Female,Attempts to gain your personal information,Phishing,$5000.00,2
2022-06-01,South Australia,Mobile apps,65 and over,Female,Attempts to gain your personal information,Phishing,$4981.00,4
2022-03-01,South Australia,Internet,65 and over,Female,Attempts to gain your personal information,Phishing,$1.00,2
2022-04-01,Tasmania,Internet,65 and over,Female,Attempts to gain your personal information,Phishing,$5000.00,2
2022-06-01,Tasmania,Mobile apps,35 - 44,Female,Attempts to gain your personal information,Phishing,$7466.00,2
2022-01-01,New South Wales,unspecified,Unspecified,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Identity theft,$26000.00,2
2022-01-01,Victoria,In person,25 - 34,Male,Attempts to gain your personal information,Identity theft,$10000.00,3
2022-01-01,New South Wales,In person,35 - 44,Male,Attempts to gain your personal information,Identity theft,$180.00,2
2022-06-01,New South Wales,In person,65 and over,Male,Attempts to gain your personal information,Identity theft,$1400.00,2
2022-05-01,Victoria,Mail,45 - 54,Female,Attempts to gain your personal information,Identity theft,$100000.00,2
2022-01-01,Victoria,Mobile apps,Unspecified,Female,Attempts to gain your personal information,Identity theft,$1000.00,3
2022-03-01,Victoria,Mobile apps,65 and over,Female,Attempts to gain your personal information,Identity theft,$2552.00,2
2022-05-01,Victoria,Mobile apps,65 and over,Female,Attempts to gain your personal information,Identity theft,$4000.00,2
2022-06-01,Victoria,Mobile apps,45 - 54,Male,Attempts to gain your personal information,Identity theft,$240.00,2
2022-03-01,Queensland,Mobile apps,45 - 54,Male,Attempts to gain your personal information,Identity theft,$200.00,2
2022-05-01,Queensland,Mobile apps,65 and over,Female,Attempts to gain your personal information,Identity theft,$1950.00,3
2022-06-01,Queensland,Mobile apps,65 and over,Female,Attempts to gain your personal information,Identity theft,$11717.00,8
2022-06-01,Western Australia,Mobile apps,65 and over,Female,Attempts to gain your personal information,Identity theft,$4500.00,3
2022-06-01,Western Australia,Mobile apps,55 - 64,Male,Attempts to gain your personal information,Identity theft,$5980.00,3
2022-06-01,South Australia,Mobile apps,65 and over,Female,Attempts to gain your personal information,Identity theft,$1321.00,2
2022-01-01,Australian Capital Territory,Mobile apps,55 - 64,Male,Attempts to gain your personal information,Identity theft,$2482.00,2
2022-02-01,New South Wales,Mobile apps,35 - 44,Male,Attempts to gain your personal information,Identity theft,$1709.00,8
2022-03-01,New South Wales,Mobile apps,55 - 64,Male,Attempts to gain your personal information,Identity theft,$15000.00,2
2022-02-01,New South Wales,Mobile apps,65 and over,Female,Attempts to gain your personal information,Identity theft,$2618.00,2
2022-02-01,New South Wales,Mobile apps,55 - 64,Female,Attempts to gain your personal information,Identity theft,$195.00,2
2022-03-01,New South Wales,Mobile apps,18 - 24,Female,Attempts to gain your personal information,Identity theft,$2500.00,2
2022-05-01,New South Wales,Mobile apps,65 and over,Female,Attempts to gain your personal information,Identity theft,$3156.00,3
2022-06-01,New South Wales,Mobile apps,55 - 64,Female,Attempts to gain your personal information,Identity theft,$11794.00,4
2022-02-01,Queensland,Social media/Online forums,35 - 44,Female,Attempts to gain your personal information,Identity theft,$5000.00,2
2022-05-01,Queensland,Social media/Online forums,Unspecified,Female,Attempts to gain your personal information,Identity theft,$500.00,2
2022-06-01,Queensland,Social media/Online forums,65 and over,Female,Attempts to gain your personal information,Identity theft,$8625.00,3
2022-02-01,Queensland,Social media/Online forums,55 - 64,Male,Attempts to gain your personal information,Identity theft,$1400.00,16
2022-06-01,Northern Territory,Social media/Online forums,35 - 44,Male,Attempts to gain your personal information,Identity theft,$150.00,2
2022-03-01,Victoria,Social media/Online forums,45 - 54,Male,Attempts to gain your personal information,Identity theft,$400.00,5
2022-05-01,Victoria,Social media/Online forums,35 - 44,Male,Attempts to gain your personal information,Identity theft,$700.00,2
2022-01-01,Victoria,Social media/Online forums,35 - 44,Female,Attempts to gain your personal information,Identity theft,$1640.00,3
2022-06-01,Victoria,Social media/Online forums,35 - 44,Female,Attempts to gain your personal information,Identity theft,$500.00,2
2022-03-01,New South Wales,Social media/Online forums,25 - 34,Male,Attempts to gain your personal information,Identity theft,$333.00,2
2022-04-01,New South Wales,Social media/Online forums,65 and over,Female,Attempts to gain your personal information,Identity theft,$50.00,2
2022-06-01,New South Wales,Social media/Online forums,65 and over,Female,Attempts to gain your personal information,Identity theft,$1000.00,3
2022-01-01,New South Wales,Social media/Online forums,25 - 34,Female,Attempts to gain your personal information,Identity theft,$100.00,5
2022-04-01,New South Wales,Social media/Online forums,45 - 54,Female,Attempts to gain your personal information,Identity theft,$5000.00,2
2022-06-01,New South Wales,Social media/Online forums,45 - 54,Female,Attempts to gain your personal information,Identity theft,$9600.00,4
2022-01-01,New South Wales,Social media/Online forums,Unspecified,Female,Attempts to gain your personal information,Identity theft,$1000.00,2
2022-01-01,New South Wales,Social media/Online forums,35 - 44,Female,Attempts to gain your personal information,Identity theft,$80.00,4
2022-03-01,New South Wales,Social media/Online forums,35 - 44,Female,Attempts to gain your personal information,Identity theft,$1000.00,2
2022-01-01,Victoria,Internet,18 - 24,Male,Attempts to gain your personal information,Identity theft,$14103.00,4
2022-06-01,Victoria,Internet,65 and over,Male,Attempts to gain your personal information,Identity theft,$9730.00,3
2022-01-01,Victoria,Internet,25 - 34,Female,Attempts to gain your personal information,Identity theft,$8120.00,3
2022-03-01,Victoria,Internet,25 - 34,Female,Attempts to gain your personal information,Identity theft,$89.00,2
2022-06-01,Victoria,Internet,25 - 34,Female,Attempts to gain your personal information,Identity theft,$113.00,3
2022-01-01,Queensland,Internet,55 - 64,Male,Attempts to gain your personal information,Identity theft,$4000.00,2
2022-03-01,Queensland,Internet,Unspecified,Female,Attempts to gain your personal information,Identity theft,$5000.00,2
2022-05-01,Queensland,Internet,55 - 64,Female,Attempts to gain your personal information,Identity theft,$1000.00,2
2022-02-01,Queensland,Internet,45 - 54,Female,Attempts to gain your personal information,Identity theft,$58.00,2
2022-06-01,South Australia,Internet,35 - 44,Female,Attempts to gain your personal information,Identity theft,$121.00,2
2022-01-01,Western Australia,Internet,55 - 64,Female,Attempts to gain your personal information,Identity theft,$500.00,2
2022-06-01,Western Australia,Internet,Unspecified,Female,Attempts to gain your personal information,Identity theft,$40.00,2
2022-06-01,Western Australia,Internet,65 and over,Female,Attempts to gain your personal information,Identity theft,$51598.00,3
2022-04-01,Western Australia,Internet,65 and over,Male,Attempts to gain your personal information,Identity theft,$49.00,2
2022-02-01,New South Wales,Internet,25 - 34,Male,Attempts to gain your personal information,Identity theft,$300.00,2
2022-02-01,New South Wales,Internet,Unspecified,Male,Attempts to gain your personal information,Identity theft,$85.00,2
2022-01-01,New South Wales,Internet,35 - 44,Male,Attempts to gain your personal information,Identity theft,$10000.00,3
2022-02-01,New South Wales,Internet,35 - 44,Male,Attempts to gain your personal information,Identity theft,$10000.00,5
2022-03-01,New South Wales,Internet,35 - 44,Male,Attempts to gain your personal information,Identity theft,$15.00,2
2022-04-01,New South Wales,Internet,35 - 44,Male,Attempts to gain your personal information,Identity theft,$13929.00,4
2022-03-01,New South Wales,Internet,45 - 54,Male,Attempts to gain your personal information,Identity theft,$153.00,2
2022-05-01,New South Wales,Internet,45 - 54,Male,Attempts to gain your personal information,Identity theft,$224.00,2
2022-03-01,New South Wales,Internet,35 - 44,Female,Attempts to gain your personal information,Identity theft,$1000.00,4
2022-05-01,New South Wales,Internet,35 - 44,Female,Attempts to gain your personal information,Identity theft,$114.00,2
2022-06-01,New South Wales,Internet,Unspecified,Female,Attempts to gain your personal information,Identity theft,$202.00,3
2022-05-01,New South Wales,Internet,45 - 54,Female,Attempts to gain your personal information,Identity theft,$364.00,4
2022-03-01,South Australia,Email,Unspecified,Female,Attempts to gain your personal information,Identity theft,$719.00,4
2022-01-01,South Australia,Email,35 - 44,Male,Attempts to gain your personal information,Identity theft,$1200.00,2
2022-03-01,Outside of Australia,Email,25 - 34,Female,Attempts to gain your personal information,Identity theft,$1000.00,2
2022-06-01,Western Australia,Email,25 - 34,Female,Attempts to gain your personal information,Identity theft,$400.00,3
2022-03-01,Queensland,Email,25 - 34,Male,Attempts to gain your personal information,Identity theft,$1480.00,4
2022-06-01,Queensland,Email,25 - 34,Male,Attempts to gain your personal information,Identity theft,$19700.00,2
2022-04-01,Queensland,Email,18 - 24,Female,Attempts to gain your personal information,Identity theft,$250.00,2
2022-03-01,Victoria,Email,18 - 24,Female,Attempts to gain your personal information,Identity theft,$7600.00,2
2022-03-01,Victoria,Email,25 - 34,Male,Attempts to gain your personal information,Identity theft,$9000.00,5
2022-03-01,New South Wales,Email,18 - 24,Male,Attempts to gain your personal information,Identity theft,$1750.00,2
2022-06-01,New South Wales,Email,18 - 24,Male,Attempts to gain your personal information,Identity theft,$7500.00,3
2022-02-01,New South Wales,Email,18 - 24,Female,Attempts to gain your personal information,Identity theft,$10000.00,3
2022-03-01,New South Wales,Email,18 - 24,Female,Attempts to gain your personal information,Identity theft,$500.00,2
2022-04-01,Queensland,Text message,18 - 24,Male,Attempts to gain your personal information,Identity theft,$1336.00,2
2022-01-01,Queensland,Text message,25 - 34,Male,Attempts to gain your personal information,Identity theft,$230.00,3
2022-03-01,South Australia,Phone call,18 - 24,Male,Attempts to gain your personal information,Identity theft,$1854.00,2
2022-06-01,Australian Capital Territory,Phone call,25 - 34,Male,Attempts to gain your personal information,Identity theft,$2200.00,3
2022-01-01,Tasmania,Phone call,65 and over,Male,Attempts to gain your personal information,Identity theft,$700.00,2
2022-01-01,Tasmania,Phone call,45 - 54,Female,Attempts to gain your personal information,Identity theft,$813.00,2
2022-03-01,Victoria,Text message,45 - 54,Male,Attempts to gain your personal information,Hacking,$150.00,4
2022-03-01,Victoria,Text message,18 - 24,Female,Attempts to gain your personal information,Hacking,$600.00,2
2022-06-01,Victoria,Internet,35 - 44,Female,Attempts to gain your personal information,Hacking,$400.00,3
2022-06-01,Victoria,Internet,25 - 34,Female,Attempts to gain your personal information,Hacking,$210.00,3
2022-05-01,Victoria,Internet,65 and over,Male,Attempts to gain your personal information,Hacking,$10000.00,3
2022-03-01,Victoria,Internet,Unspecified,Male,Attempts to gain your personal information,Hacking,$850.00,2
2022-01-01,Victoria,Social media/Online forums,18 - 24,Female,Attempts to gain your personal information,Hacking,$17000.00,3
2022-01-01,Victoria,Social media/Online forums,Unspecified,Female,Attempts to gain your personal information,Hacking,$2000.00,2
2022-05-01,Victoria,Social media/Online forums,25 - 34,Female,Attempts to gain your personal information,Hacking,$147.00,2
2022-01-01,Victoria,Social media/Online forums,25 - 34,Male,Attempts to gain your personal information,Hacking,$300.00,3
2022-01-01,Victoria,Mobile apps,25 - 34,Female,Attempts to gain your personal information,Hacking,$540.00,3
2022-01-01,Victoria,Mobile apps,35 - 44,Female,Attempts to gain your personal information,Hacking,$300.00,3
2022-02-01,Queensland,Social media/Online forums,25 - 34,Male,Attempts to gain your personal information,Hacking,$3000.00,2
2022-01-01,Queensland,Social media/Online forums,25 - 34,Female,Attempts to gain your personal information,Hacking,$80.00,2
2022-02-01,Queensland,Social media/Online forums,25 - 34,Female,Attempts to gain your personal information,Hacking,$180.00,2
2022-03-01,Queensland,Social media/Online forums,45 - 54,Female,Attempts to gain your personal information,Hacking,$890.00,2
2022-01-01,Queensland,Mobile apps,25 - 34,Female,Attempts to gain your personal information,Hacking,$5050.00,2
2022-03-01,Queensland,Mobile apps,25 - 34,Female,Attempts to gain your personal information,Hacking,$133.00,2
2022-04-01,Queensland,Mobile apps,45 - 54,Male,Attempts to gain your personal information,Hacking,$1016.00,2
2022-01-01,Queensland,Internet,65 and over,Male,Attempts to gain your personal information,Hacking,$4.00,3
2022-03-01,Queensland,Internet,65 and over,Male,Attempts to gain your personal information,Hacking,$15.00,2
2022-01-01,Queensland,Internet,18 - 24,Male,Attempts to gain your personal information,Hacking,$200.00,2
2022-03-01,Queensland,Internet,35 - 44,Male,Attempts to gain your personal information,Hacking,$1000.00,2
2022-01-01,Queensland,Internet,18 - 24,Female,Attempts to gain your personal information,Hacking,$1000.00,2
2022-04-01,Queensland,Internet,25 - 34,Female,Attempts to gain your personal information,Hacking,$25000.00,2
2022-06-01,Queensland,Internet,45 - 54,Female,Attempts to gain your personal information,Hacking,$74.00,2
2022-06-01,Queensland,Internet,65 and over,Female,Attempts to gain your personal information,Hacking,$14.00,3
2022-01-01,Queensland,Email,35 - 44,Female,Attempts to gain your personal information,Hacking,$3750.00,3
2022-04-01,Queensland,Phone call,25 - 34,Male,Attempts to gain your personal information,Hacking,$200.00,2
2022-02-01,Western Australia,Email,45 - 54,Female,Attempts to gain your personal information,Hacking,$250.00,2
2022-03-01,Western Australia,Email,25 - 34,Male,Attempts to gain your personal information,Hacking,$150.00,2
2022-05-01,Western Australia,Email,45 - 54,Male,Attempts to gain your personal information,Hacking,$3775.00,3
2022-06-01,Western Australia,Email,45 - 54,Male,Attempts to gain your personal information,Hacking,$1000.00,2
2022-04-01,Western Australia,Email,55 - 64,Male,Attempts to gain your personal information,Hacking,$1500.00,3
2022-06-01,Western Australia,Phone call,18 - 24,Male,Attempts to gain your personal information,Hacking,$1500.00,3
2022-02-01,Western Australia,Phone call,45 - 54,Male,Attempts to gain your personal information,Hacking,$36000.00,2
2022-01-01,Western Australia,Phone call,35 - 44,Male,Attempts to gain your personal information,Hacking,$584.00,7
2022-05-01,Western Australia,Phone call,65 and over,Male,Attempts to gain your personal information,Hacking,$9500.00,3
2022-02-01,Western Australia,Phone call,45 - 54,Female,Attempts to gain your personal information,Hacking,$850.00,4
2022-05-01,Western Australia,Phone call,45 - 54,Female,Attempts to gain your personal information,Hacking,$4000.00,2
2022-05-01,Western Australia,Text message,25 - 34,Female,Attempts to gain your personal information,Hacking,$3978.00,3
2022-02-01,Western Australia,Internet,65 and over,Female,Attempts to gain your personal information,Hacking,$2600.00,2
2022-06-01,Western Australia,Social media/Online forums,25 - 34,Female,Attempts to gain your personal information,Hacking,$1000.00,2
2022-06-01,Western Australia,Mobile apps,25 - 34,Male,Attempts to gain your personal information,Hacking,$6250.00,2
2022-01-01,Western Australia,Mobile apps,Unspecified,Female,Attempts to gain your personal information,Hacking,$90000.00,2
2022-02-01,South Australia,Internet,Unspecified,Female,Attempts to gain your personal information,Hacking,$9490.00,2
2022-05-01,South Australia,Text message,55 - 64,Female,Attempts to gain your personal information,Hacking,$5000.00,6
2022-03-01,South Australia,Phone call,65 and over,Male,Attempts to gain your personal information,Hacking,$9800.00,2
2022-06-01,South Australia,Phone call,25 - 34,Male,Attempts to gain your personal information,Hacking,$1000.00,3
2022-04-01,South Australia,Phone call,35 - 44,Female,Attempts to gain your personal information,Hacking,$2813.00,3
2022-01-01,South Australia,Phone call,55 - 64,Female,Attempts to gain your personal information,Hacking,$6998.00,8
2022-03-01,South Australia,Phone call,45 - 54,Female,Attempts to gain your personal information,Hacking,$500.00,5
2022-02-01,Tasmania,Phone call,55 - 64,Female,Attempts to gain your personal information,Hacking,$4856.00,2
2022-03-01,Tasmania,Email,45 - 54,Female,Attempts to gain your personal information,Hacking,$1600.00,3
2022-03-01,New South Wales,unspecified,Unspecified,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Hacking,$1400.00,2
2022-01-01,New South Wales,Mobile apps,25 - 34,Male,Attempts to gain your personal information,Hacking,$50.00,2
2022-03-01,New South Wales,Mobile apps,25 - 34,Male,Attempts to gain your personal information,Hacking,$500.00,2
2022-03-01,New South Wales,Mobile apps,65 and over,Male,Attempts to gain your personal information,Hacking,$40.00,3
2022-05-01,New South Wales,Mobile apps,35 - 44,Male,Attempts to gain your personal information,Hacking,$7830.00,4
2022-06-01,New South Wales,Mobile apps,45 - 54,Male,Attempts to gain your personal information,Hacking,$15000.00,2
2022-06-01,New South Wales,Mobile apps,35 - 44,Male,Attempts to gain your personal information,Hacking,$265.00,2
2022-01-01,New South Wales,Mobile apps,25 - 34,Female,Attempts to gain your personal information,Hacking,$100.00,2
2022-02-01,New South Wales,Mobile apps,35 - 44,Female,Attempts to gain your personal information,Hacking,$1000.00,2
2022-03-01,New South Wales,Mobile apps,35 - 44,Female,Attempts to gain your personal information,Hacking,$1000.00,3
2022-04-01,New South Wales,Mobile apps,25 - 34,Female,Attempts to gain your personal information,Hacking,$2990.00,5
2022-05-01,New South Wales,Mobile apps,45 - 54,Female,Attempts to gain your personal information,Hacking,$130.00,4
2022-01-01,New South Wales,Social media/Online forums,35 - 44,Male,Attempts to gain your personal information,Hacking,$200.00,3
2022-01-01,New South Wales,Social media/Online forums,45 - 54,Male,Attempts to gain your personal information,Hacking,$1200.00,2
2022-02-01,New South Wales,Social media/Online forums,25 - 34,Male,Attempts to gain your personal information,Hacking,$750.00,3
2022-02-01,New South Wales,Social media/Online forums,45 - 54,Male,Attempts to gain your personal information,Hacking,$6000.00,3
2022-01-01,New South Wales,Social media/Online forums,35 - 44,Female,Attempts to gain your personal information,Hacking,$1350.00,3
2022-04-01,New South Wales,Social media/Online forums,65 and over,Female,Attempts to gain your personal information,Hacking,$295.00,4
2022-04-01,New South Wales,Social media/Online forums,55 - 64,Female,Attempts to gain your personal information,Hacking,$300.00,4
2022-06-01,New South Wales,Social media/Online forums,35 - 44,Female,Attempts to gain your personal information,Hacking,$5000.00,3
2022-04-01,New South Wales,Social media/Online forums,18 - 24,Female,Attempts to gain your personal information,Hacking,$1000.00,2
2022-01-01,New South Wales,Social media/Online forums,25 - 34,Female,Attempts to gain your personal information,Hacking,$900.00,6
2022-02-01,New South Wales,Social media/Online forums,25 - 34,Female,Attempts to gain your personal information,Hacking,$23250.00,5
2022-02-01,New South Wales,Internet,65 and over,Male,Attempts to gain your personal information,Hacking,$695.00,3
2022-05-01,New South Wales,Internet,65 and over,Male,Attempts to gain your personal information,Hacking,$1948.00,7
2022-01-01,New South Wales,Internet,35 - 44,Male,Attempts to gain your personal information,Hacking,$4090.00,2
2022-03-01,New South Wales,Internet,35 - 44,Male,Attempts to gain your personal information,Hacking,$7500.00,2
2022-04-01,New South Wales,Internet,35 - 44,Male,Attempts to gain your personal information,Hacking,$1000.00,2
2022-06-01,New South Wales,Internet,35 - 44,Male,Attempts to gain your personal information,Hacking,$500.00,4
2022-01-01,New South Wales,Internet,45 - 54,Female,Attempts to gain your personal information,Hacking,$33769.00,3
2022-02-01,New South Wales,Internet,25 - 34,Female,Attempts to gain your personal information,Hacking,$3000.00,3
2022-03-01,New South Wales,Internet,25 - 34,Female,Attempts to gain your personal information,Hacking,$2000.00,3
