StartOfMonth,Address_State,Scam___Contact_Mode,Complainant_Age,Complainant_Gender,Category_Level_2,Category_Level_3,Amount_lost,Number_of_reports
2023-11-01,South Australia,Email,35 - 44,Female,Attempts to gain your personal information,Remote access scams,$34000.00,2
2023-10-01,Queensland,Email,25 - 34,Male,Attempts to gain your personal information,Remote access scams,$35.00,2
2023-10-01,Queensland,Email,55 - 64,Female,Attempts to gain your personal information,Remote access scams,$3000.00,4
2023-12-01,Victoria,Email,Unspecified,Female,Attempts to gain your personal information,Remote access scams,$6444.00,4
2023-10-01,New South Wales,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$68233.00,4
2023-11-01,New South Wales,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$5000.00,6
2023-12-01,New South Wales,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$19500.00,9
2023-10-01,New South Wales,Internet,65 and over,Female,Attempts to gain your personal information,Remote access scams,$20000.00,3
2023-11-01,New South Wales,Internet,65 and over,Female,Attempts to gain your personal information,Remote access scams,$5000.00,7
2023-10-01,New South Wales,Internet,Unspecified,Male,Attempts to gain your personal information,Remote access scams,$18600.00,2
2023-11-01,Victoria,Internet,65 and over,Female,Attempts to gain your personal information,Remote access scams,$11339.00,4
2023-11-01,Victoria,Internet,18 - 24,Male,Attempts to gain your personal information,Remote access scams,$100.00,2
2023-11-01,Victoria,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$29750.00,4
2023-12-01,Victoria,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$9000.00,2
2023-11-01,Queensland,Internet,25 - 34,Male,Attempts to gain your personal information,Remote access scams,$170.00,2
2023-10-01,Queensland,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$2509.00,2
2023-10-01,South Australia,Internet,65 and over,Female,Attempts to gain your personal information,Remote access scams,$40710.00,4
2023-12-01,Victoria,Social media/Online forums,45 - 54,Male,Attempts to gain your personal information,Remote access scams,$2669.00,3
2023-10-01,Australian Capital Territory,Phone call,55 - 64,Male,Attempts to gain your personal information,Remote access scams,$64436.00,2
2023-10-01,New South Wales,Phone call,Unspecified,Male,Buying or selling,Overpayment scams,$300.00,4
2023-11-01,New South Wales,Text message,18 - 24,Male,Buying or selling,Overpayment scams,$100.00,2
2023-12-01,New South Wales,Internet,18 - 24,Male,Buying or selling,Overpayment scams,$165.00,2
2023-11-01,New South Wales,Mobile apps,25 - 34,Female,Buying or selling,Overpayment scams,$900.00,2
2023-10-01,Victoria,Email,45 - 54,Female,Buying or selling,Overpayment scams,$500.00,2
2023-11-01,Queensland,Email,45 - 54,Female,Buying or selling,Overpayment scams,$1750.00,5
2023-10-01,Queensland,Social media/Online forums,25 - 34,Female,Buying or selling,Overpayment scams,$700.00,2
2023-12-01,Queensland,Social media/Online forums,18 - 24,Female,Buying or selling,Overpayment scams,$10.00,3
2023-12-01,Queensland,Internet,35 - 44,Male,Buying or selling,Overpayment scams,$200.00,3
2023-12-01,Queensland,Internet,25 - 34,Female,Buying or selling,Overpayment scams,$500.00,2
2023-10-01,Western Australia,Internet,18 - 24,Female,Buying or selling,Overpayment scams,$500.00,2
2023-11-01,Western Australia,Internet,55 - 64,Female,Buying or selling,Health and medical products,$112.00,2
2023-10-01,Victoria,Internet,45 - 54,Female,Buying or selling,Health and medical products,$800.00,3
2023-11-01,Victoria,Internet,45 - 54,Female,Buying or selling,Health and medical products,$92.00,2
2023-12-01,Victoria,Internet,35 - 44,Female,Buying or selling,Health and medical products,$389.00,2
2023-10-01,Queensland,Internet,65 and over,Female,Buying or selling,Health and medical products,$339.00,2
2023-10-01,New South Wales,Internet,55 - 64,Male,Buying or selling,Health and medical products,$400.00,2
2023-11-01,New South Wales,Internet,35 - 44,Male,Buying or selling,Health and medical products,$1090.00,2
2023-10-01,New South Wales,Internet,35 - 44,Female,Buying or selling,Health and medical products,$500.00,2
2023-10-01,New South Wales,Internet,65 and over,Female,Buying or selling,Health and medical products,$339.00,2
2023-12-01,New South Wales,Internet,45 - 54,Female,Buying or selling,Health and medical products,$69.00,2
2023-12-01,New South Wales,Internet,Unspecified,Female,Buying or selling,Health and medical products,$239.00,2
2023-11-01,New South Wales,Social media/Online forums,25 - 34,Female,Buying or selling,Health and medical products,$215.00,2
2023-10-01,New South Wales,Mobile apps,45 - 54,Female,Buying or selling,Health and medical products,$816.00,2
2023-10-01,Northern Territory,Social media/Online forums,Unspecified,Female,Buying or selling,Classified scams,$600.00,2
2023-10-01,Northern Territory,Social media/Online forums,35 - 44,Female,Buying or selling,Classified scams,$1600.00,2
2023-10-01,Tasmania,Social media/Online forums,45 - 54,Male,Buying or selling,Classified scams,$575.00,3
2023-10-01,Tasmania,Social media/Online forums,35 - 44,Male,Buying or selling,Classified scams,$500.00,2
2023-12-01,Tasmania,Social media/Online forums,35 - 44,Female,Buying or selling,Classified scams,$300.00,2
2023-12-01,Australian Capital Territory,Internet,55 - 64,Male,Buying or selling,Classified scams,$310.00,2
2023-12-01,Australian Capital Territory,Social media/Online forums,25 - 34,Male,Buying or selling,Classified scams,$3500.00,3
2023-11-01,Australian Capital Territory,Social media/Online forums,35 - 44,Female,Buying or selling,Classified scams,$1959.00,4
2023-11-01,Australian Capital Territory,Social media/Online forums,25 - 34,Female,Buying or selling,Classified scams,$1236.00,2
2023-10-01,South Australia,Phone call,65 and over,Male,Buying or selling,Classified scams,$200.00,2
2023-10-01,South Australia,Mobile apps,65 and over,Male,Buying or selling,Classified scams,$1.00,2
2023-12-01,South Australia,Mobile apps,25 - 34,Male,Buying or selling,Classified scams,$300.00,2
2023-10-01,South Australia,Internet,45 - 54,Female,Buying or selling,Classified scams,$500.00,2
2023-10-01,South Australia,Text message,65 and over,Female,Buying or selling,Classified scams,$1000.00,2
2023-11-01,South Australia,Social media/Online forums,35 - 44,Female,Buying or selling,Classified scams,$2260.00,4
2023-11-01,South Australia,Social media/Online forums,25 - 34,Female,Buying or selling,Classified scams,$3390.00,2
2023-12-01,South Australia,Social media/Online forums,Unspecified,Female,Buying or selling,Classified scams,$400.00,2
2023-10-01,South Australia,Social media/Online forums,Unspecified,Male,Buying or selling,Classified scams,$300.00,2
2023-11-01,South Australia,Social media/Online forums,Unspecified,Male,Buying or selling,Classified scams,$100.00,3
2023-12-01,South Australia,Social media/Online forums,45 - 54,Male,Buying or selling,Classified scams,$1065.00,2
2023-12-01,South Australia,Social media/Online forums,55 - 64,Male,Buying or selling,Classified scams,$230.00,3
2023-10-01,Western Australia,Internet,35 - 44,Male,Buying or selling,Classified scams,$350.00,4
2023-11-01,Western Australia,Internet,65 and over,Male,Buying or selling,Classified scams,$218.00,2
2023-10-01,Western Australia,Internet,45 - 54,Female,Buying or selling,Classified scams,$2250.00,2
2023-12-01,Western Australia,Internet,45 - 54,Female,Buying or selling,Classified scams,$338.00,3
2023-11-01,Western Australia,Mobile apps,45 - 54,Male,Buying or selling,Classified scams,$1900.00,2
2023-10-01,Western Australia,Social media/Online forums,25 - 34,Male,Buying or selling,Classified scams,$1800.00,6
2023-10-01,Western Australia,Social media/Online forums,35 - 44,Male,Buying or selling,Classified scams,$500.00,3
2023-10-01,Western Australia,Social media/Online forums,45 - 54,Male,Buying or selling,Classified scams,$125.00,3
2023-10-01,Western Australia,Social media/Online forums,55 - 64,Male,Buying or selling,Classified scams,$125.00,2
2023-11-01,Western Australia,Social media/Online forums,55 - 64,Male,Buying or selling,Classified scams,$750.00,4
2023-11-01,Western Australia,Social media/Online forums,45 - 54,Male,Buying or selling,Classified scams,$185.00,2
2023-11-01,Western Australia,Social media/Online forums,35 - 44,Male,Buying or selling,Classified scams,$500.00,6
2023-12-01,Western Australia,Social media/Online forums,45 - 54,Male,Buying or selling,Classified scams,$325.00,5
2023-12-01,Western Australia,Social media/Online forums,55 - 64,Male,Buying or selling,Classified scams,$1500.00,3
2023-10-01,Western Australia,Social media/Online forums,65 and over,Female,Buying or selling,Classified scams,$400.00,2
2023-10-01,Western Australia,Social media/Online forums,25 - 34,Female,Buying or selling,Classified scams,$850.00,3
2023-11-01,Western Australia,Social media/Online forums,55 - 64,Female,Buying or selling,Classified scams,$200.00,3
2023-12-01,Western Australia,Social media/Online forums,55 - 64,Female,Buying or selling,Classified scams,$10507.00,4
2023-12-01,Western Australia,Social media/Online forums,25 - 34,Female,Buying or selling,Classified scams,$800.00,2
2023-10-01,Western Australia,Social media/Online forums,35 - 44,Female,Buying or selling,Classified scams,$2070.00,8
2023-11-01,Western Australia,Social media/Online forums,35 - 44,Female,Buying or selling,Classified scams,$800.00,4
2023-12-01,Western Australia,Social media/Online forums,35 - 44,Female,Buying or selling,Classified scams,$350.00,6
2023-10-01,Western Australia,Social media/Online forums,Unspecified,Female,Buying or selling,Classified scams,$50.00,2
2023-12-01,Western Australia,Social media/Online forums,Unspecified,Female,Buying or selling,Classified scams,$3167.00,3
2023-10-01,Western Australia,Social media/Online forums,45 - 54,Female,Buying or selling,Classified scams,$1570.00,3
2023-10-01,Queensland,Internet,35 - 44,Female,Buying or selling,Classified scams,$360.00,2
2023-10-01,Queensland,Internet,55 - 64,Female,Buying or selling,Classified scams,$700.00,2
2023-10-01,Queensland,Internet,25 - 34,Female,Buying or selling,Classified scams,$1770.00,3
2023-11-01,Queensland,Internet,35 - 44,Female,Buying or selling,Classified scams,$3134.00,4
2023-11-01,Queensland,Internet,55 - 64,Female,Buying or selling,Classified scams,$700.00,3
2023-12-01,Queensland,Internet,45 - 54,Female,Buying or selling,Classified scams,$200.00,3
2023-12-01,Queensland,Internet,Unspecified,Female,Buying or selling,Classified scams,$319.00,4
2023-10-01,Queensland,Internet,45 - 54,Male,Buying or selling,Classified scams,$197.00,3
2023-10-01,Queensland,Internet,18 - 24,Male,Buying or selling,Classified scams,$1100.00,2
2023-11-01,Queensland,Internet,35 - 44,Male,Buying or selling,Classified scams,$6129.00,4
2023-11-01,Queensland,Internet,45 - 54,Male,Buying or selling,Classified scams,$1400.00,3
2023-12-01,Queensland,Internet,35 - 44,Male,Buying or selling,Classified scams,$100.00,3
2023-11-01,Queensland,Internet,65 and over,Male,Buying or selling,Classified scams,$365.00,5
2023-10-01,Queensland,Internet,55 - 64,Male,Buying or selling,Classified scams,$2185.00,3
2023-11-01,Queensland,Internet,55 - 64,Male,Buying or selling,Classified scams,$1540.00,3
2023-12-01,Queensland,Internet,55 - 64,Male,Buying or selling,Classified scams,$200.00,3
2023-11-01,Queensland,Phone call,35 - 44,Male,Buying or selling,Classified scams,$5380.00,2
2023-11-01,Queensland,Mobile apps,25 - 34,Female,Buying or selling,Classified scams,$955.00,4
2023-11-01,Queensland,Mobile apps,35 - 44,Female,Buying or selling,Classified scams,$1236.00,3
2023-11-01,Queensland,Mobile apps,45 - 54,Female,Buying or selling,Classified scams,$75.00,2
2023-10-01,Queensland,Mobile apps,25 - 34,Male,Buying or selling,Classified scams,$2100.00,3
2023-10-01,Queensland,Mobile apps,18 - 24,Male,Buying or selling,Classified scams,$2600.00,3
2023-11-01,Queensland,Mobile apps,45 - 54,Male,Buying or selling,Classified scams,$200.00,2
2023-11-01,Queensland,Mail,45 - 54,Female,Buying or selling,Classified scams,$200.00,2
2023-10-01,Queensland,Text message,65 and over,Female,Buying or selling,Classified scams,$15000.00,2
2023-10-01,Queensland,Text message,45 - 54,Female,Buying or selling,Classified scams,$300.00,2
2023-11-01,Queensland,Text message,45 - 54,Female,Buying or selling,Classified scams,$480.00,2
2023-10-01,Queensland,Social media/Online forums,45 - 54,Male,Buying or selling,Classified scams,$1850.00,8
2023-11-01,Queensland,Social media/Online forums,45 - 54,Male,Buying or selling,Classified scams,$6300.00,8
2023-10-01,Queensland,Social media/Online forums,55 - 64,Male,Buying or selling,Classified scams,$750.00,4
2023-11-01,Queensland,Social media/Online forums,55 - 64,Male,Buying or selling,Classified scams,$3285.00,3
2023-10-01,Queensland,Social media/Online forums,Unspecified,Male,Buying or selling,Classified scams,$50.00,4
2023-11-01,Queensland,Social media/Online forums,Unspecified,Male,Buying or selling,Classified scams,$66.00,2
2023-12-01,Queensland,Social media/Online forums,Unspecified,Male,Buying or selling,Classified scams,$270.00,5
2023-10-01,Queensland,Social media/Online forums,25 - 34,Male,Buying or selling,Classified scams,$3200.00,8
2023-11-01,Queensland,Social media/Online forums,25 - 34,Male,Buying or selling,Classified scams,$2200.00,4
2023-11-01,Queensland,Social media/Online forums,18 - 24,Male,Buying or selling,Classified scams,$700.00,2
2023-12-01,Queensland,Social media/Online forums,65 and over,Male,Buying or selling,Classified scams,$65.00,2
2023-10-01,Queensland,Social media/Online forums,35 - 44,Male,Buying or selling,Classified scams,$2390.00,7
2023-11-01,Queensland,Social media/Online forums,35 - 44,Male,Buying or selling,Classified scams,$3080.00,9
2023-12-01,Queensland,Social media/Online forums,Under 18,Female,Buying or selling,Classified scams,$1767.00,3
2023-12-01,Queensland,Social media/Online forums,65 and over,Female,Buying or selling,Classified scams,$1500.00,3
2023-10-01,Queensland,Social media/Online forums,55 - 64,Female,Buying or selling,Classified scams,$1580.00,5
2023-11-01,Queensland,Social media/Online forums,55 - 64,Female,Buying or selling,Classified scams,$2135.00,7
2023-12-01,Queensland,Social media/Online forums,55 - 64,Female,Buying or selling,Classified scams,$200.00,2
2023-10-01,Queensland,Social media/Online forums,25 - 34,Female,Buying or selling,Classified scams,$300.00,2
2023-12-01,Queensland,Social media/Online forums,25 - 34,Female,Buying or selling,Classified scams,$16460.00,9
2023-10-01,Queensland,Social media/Online forums,35 - 44,Female,Buying or selling,Classified scams,$1530.00,5
2023-11-01,Queensland,Social media/Online forums,35 - 44,Female,Buying or selling,Classified scams,$1560.00,4
2023-12-01,Queensland,Social media/Online forums,35 - 44,Female,Buying or selling,Classified scams,$3200.00,12
2023-10-01,Queensland,Social media/Online forums,45 - 54,Female,Buying or selling,Classified scams,$1549.00,4
2023-11-01,Queensland,Social media/Online forums,45 - 54,Female,Buying or selling,Classified scams,$2220.00,10
2023-12-01,Queensland,Social media/Online forums,45 - 54,Female,Buying or selling,Classified scams,$600.00,4
2023-10-01,Queensland,Social media/Online forums,Unspecified,Female,Buying or selling,Classified scams,$600.00,3
2023-11-01,Queensland,Social media/Online forums,Unspecified,Female,Buying or selling,Classified scams,$950.00,3
2023-12-01,Victoria,Text message,65 and over,Male,Buying or selling,Classified scams,$50.00,4
2023-12-01,Victoria,Text message,25 - 34,Male,Buying or selling,Classified scams,$200.00,2
2023-11-01,Victoria,Text message,45 - 54,Female,Buying or selling,Classified scams,$2350.00,4
2023-10-01,Victoria,Phone call,25 - 34,Male,Buying or selling,Classified scams,$3530.00,3
2023-11-01,Victoria,Phone call,45 - 54,Male,Buying or selling,Classified scams,$1600.00,4
2023-12-01,Victoria,Phone call,35 - 44,Male,Buying or selling,Classified scams,$395.00,2
2023-12-01,Victoria,Phone call,Unspecified,Female,Buying or selling,Classified scams,$500.00,4
2023-10-01,Victoria,Internet,45 - 54,Male,Buying or selling,Classified scams,$6100.00,4
2023-12-01,Victoria,Internet,45 - 54,Male,Buying or selling,Classified scams,$220.00,2
2023-11-01,Victoria,Internet,55 - 64,Male,Buying or selling,Classified scams,$4020.00,3
2023-10-01,Victoria,Internet,35 - 44,Male,Buying or selling,Classified scams,$21686.00,8
2023-10-01,Victoria,Internet,25 - 34,Male,Buying or selling,Classified scams,$2049.00,5
2023-10-01,Victoria,Internet,55 - 64,Female,Buying or selling,Classified scams,$1400.00,5
2023-10-01,Victoria,Internet,35 - 44,Female,Buying or selling,Classified scams,$170.00,2
2023-11-01,Victoria,Internet,55 - 64,Female,Buying or selling,Classified scams,$5369.00,4
2023-11-01,Victoria,Internet,25 - 34,Female,Buying or selling,Classified scams,$1900.00,3
2023-11-01,Victoria,Internet,Unspecified,Female,Buying or selling,Classified scams,$300.00,2
2023-11-01,Victoria,Internet,45 - 54,Female,Buying or selling,Classified scams,$50.00,3
2023-10-01,Victoria,Mobile apps,45 - 54,Female,Buying or selling,Classified scams,$9168.00,5
