StartOfMonth,Address_State,Scam___Contact_Mode,Complainant_Age,Complainant_Gender,Category_Level_2,Category_Level_3,Amount_lost,Number_of_reports
2024-02-01,Queensland,Internet,Unspecified,Female,Attempts to gain your personal information,Phishing,$61.00,3
2024-04-01,Queensland,Internet,55 - 64,Female,Attempts to gain your personal information,Phishing,$4802.00,2
2024-04-01,Queensland,Mobile apps,65 and over,Male,Attempts to gain your personal information,Phishing,$14700.00,3
2024-01-01,Queensland,Mobile apps,65 and over,Female,Attempts to gain your personal information,Phishing,$3635.00,2
2024-05-01,Queensland,Mobile apps,55 - 64,Female,Attempts to gain your personal information,Phishing,$1010.88,2
2024-03-01,Queensland,Social media/Online forums,35 - 44,Female,Attempts to gain your personal information,Phishing,$3.08,2
2024-06-01,Queensland,Social media/Online forums,25 - 34,Female,Attempts to gain your personal information,Phishing,$2070.94,2
2024-01-01,Queensland,Social media/Online forums,Unspecified,Male,Attempts to gain your personal information,Phishing,$200.00,3
2024-01-01,Queensland,Social media/Online forums,45 - 54,Male,Attempts to gain your personal information,Phishing,$2.00,2
2024-06-01,Western Australia,Social media/Online forums,45 - 54,Male,Attempts to gain your personal information,Phishing,$2000.00,2
2024-02-01,Western Australia,Internet,65 and over,Male,Attempts to gain your personal information,Phishing,$10000.00,2
2024-06-01,Western Australia,Internet,45 - 54,Male,Attempts to gain your personal information,Phishing,$3.01,2
2024-04-01,South Australia,Social media/Online forums,35 - 44,Male,Attempts to gain your personal information,Phishing,$400.00,2
2024-01-01,South Australia,Internet,18 - 24,Male,Attempts to gain your personal information,Phishing,$85.00,2
2024-06-01,South Australia,Internet,45 - 54,Female,Attempts to gain your personal information,Phishing,$85.00,2
2024-01-01,Outside of Australia,Internet,Unspecified,Female,Attempts to gain your personal information,Phishing,$145.00,2
2024-03-01,Unspecified,Internet,Unspecified,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Phishing,$1499.00,4
2024-04-01,Unspecified,Internet,Unspecified,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Phishing,$85.00,8
2024-04-01,Unspecified,Social media/Online forums,Unspecified,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Phishing,$1900.00,5
2024-05-01,Unspecified,Social media/Online forums,Unspecified,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Phishing,$3650.00,16
2024-05-01,Unspecified,Mobile apps,Unspecified,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Phishing,$17000.00,5
2024-06-01,Unspecified,Social media/Online forums,Unspecified,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Phishing,$1000.00,11
2024-04-01,Victoria,In person,65 and over,Female,Attempts to gain your personal information,Identity theft,$300.00,3
2024-04-01,Victoria,In person,25 - 34,Male,Attempts to gain your personal information,Identity theft,$10500.00,2
2024-05-01,Unspecified,Mail,Unspecified,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Identity theft,$94.00,2
2024-03-01,Victoria,Mail,65 and over,Female,Attempts to gain your personal information,Identity theft,$1523.43,2
2024-06-01,Victoria,Mail,Unspecified,Female,Attempts to gain your personal information,Identity theft,$297.00,3
2024-01-01,New South Wales,Mail,35 - 44,Female,Attempts to gain your personal information,Identity theft,$3000.00,2
2024-04-01,Outside of Australia,Mobile apps,Unspecified,Female,Attempts to gain your personal information,Identity theft,$120.00,2
2024-01-01,New South Wales,Mobile apps,35 - 44,Male,Attempts to gain your personal information,Identity theft,$19000.00,2
2024-05-01,New South Wales,Mobile apps,35 - 44,Male,Attempts to gain your personal information,Identity theft,$6200.00,3
2024-02-01,New South Wales,Mobile apps,Unspecified,Female,Attempts to gain your personal information,Identity theft,$6629.08,3
2024-05-01,New South Wales,Mobile apps,25 - 34,Female,Attempts to gain your personal information,Identity theft,$2000.00,2
2024-02-01,Queensland,Social media/Online forums,18 - 24,Female,Attempts to gain your personal information,Identity theft,$100.00,2
2024-04-01,Queensland,Social media/Online forums,35 - 44,Female,Attempts to gain your personal information,Identity theft,$240.00,2
2024-05-01,Queensland,Social media/Online forums,Unspecified,Female,Attempts to gain your personal information,Identity theft,$500.00,4
2024-05-01,Queensland,Social media/Online forums,55 - 64,Female,Attempts to gain your personal information,Identity theft,$100.00,5
2024-04-01,Queensland,Social media/Online forums,Unspecified,Male,Attempts to gain your personal information,Identity theft,$161.00,2
2024-01-01,Western Australia,Social media/Online forums,Unspecified,Female,Attempts to gain your personal information,Identity theft,$250.00,2
2024-02-01,Western Australia,Social media/Online forums,Unspecified,Female,Attempts to gain your personal information,Identity theft,$11000.00,2
2024-05-01,South Australia,Social media/Online forums,Unspecified,Female,Attempts to gain your personal information,Identity theft,$300.00,2
2024-04-01,Unspecified,Social media/Online forums,Unspecified,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Identity theft,$1500.00,6
2024-06-01,Unspecified,Social media/Online forums,Unspecified,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Identity theft,$100.00,6
2024-01-01,Victoria,Social media/Online forums,35 - 44,Male,Attempts to gain your personal information,Identity theft,$500.00,3
2024-02-01,Victoria,Social media/Online forums,25 - 34,Male,Attempts to gain your personal information,Identity theft,$650.00,2
2024-02-01,Victoria,Social media/Online forums,45 - 54,Male,Attempts to gain your personal information,Identity theft,$100.00,2
2024-05-01,Victoria,Social media/Online forums,25 - 34,Male,Attempts to gain your personal information,Identity theft,$500.00,2
2024-03-01,Victoria,Social media/Online forums,65 and over,Female,Attempts to gain your personal information,Identity theft,$600.00,2
2024-01-01,Victoria,Social media/Online forums,25 - 34,Female,Attempts to gain your personal information,Identity theft,$400.00,6
2024-06-01,Victoria,Social media/Online forums,25 - 34,Female,Attempts to gain your personal information,Identity theft,$500.00,2
2024-01-01,New South Wales,Social media/Online forums,25 - 34,Male,Attempts to gain your personal information,Identity theft,$100.00,2
2024-03-01,New South Wales,Social media/Online forums,65 and over,Male,Attempts to gain your personal information,Identity theft,$1050.00,3
2024-06-01,New South Wales,Social media/Online forums,65 and over,Female,Attempts to gain your personal information,Identity theft,$196.90,2
2024-03-01,New South Wales,Social media/Online forums,25 - 34,Female,Attempts to gain your personal information,Identity theft,$100.00,3
2024-06-01,Victoria,Internet,Unspecified,Male,Attempts to gain your personal information,Identity theft,$1576.12,5
2024-03-01,Victoria,Internet,35 - 44,Male,Attempts to gain your personal information,Identity theft,$12211.27,2
2024-04-01,Victoria,Internet,55 - 64,Male,Attempts to gain your personal information,Identity theft,$25000.00,3
2024-05-01,Victoria,Internet,55 - 64,Male,Attempts to gain your personal information,Identity theft,$350.00,2
2024-04-01,Victoria,Internet,Unspecified,Female,Attempts to gain your personal information,Identity theft,$1945.40,2
2024-05-01,Victoria,Internet,65 and over,Female,Attempts to gain your personal information,Identity theft,$147.65,2
2024-03-01,Victoria,Internet,25 - 34,Female,Attempts to gain your personal information,Identity theft,$85.00,2
2024-03-01,Queensland,Internet,65 and over,Male,Attempts to gain your personal information,Identity theft,$127.55,3
2024-02-01,Queensland,Internet,35 - 44,Female,Attempts to gain your personal information,Identity theft,$3.75,2
2024-06-01,Queensland,Internet,Under 18,Female,Attempts to gain your personal information,Identity theft,$85.01,2
2024-02-01,South Australia,Internet,Unspecified,Female,Attempts to gain your personal information,Identity theft,$122.00,2
2024-05-01,Western Australia,Internet,45 - 54,Female,Attempts to gain your personal information,Identity theft,$16030.00,2
2024-01-01,Tasmania,Internet,Unspecified,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Identity theft,$1600.00,2
2024-05-01,South Australia,Internet,45 - 54,Male,Attempts to gain your personal information,Identity theft,$148.00,2
2024-01-01,New South Wales,Internet,25 - 34,Male,Attempts to gain your personal information,Identity theft,$1875.00,2
2024-01-01,New South Wales,Internet,Unspecified,Male,Attempts to gain your personal information,Identity theft,$50.00,2
2024-02-01,New South Wales,Internet,Unspecified,Male,Attempts to gain your personal information,Identity theft,$10000.00,5
2024-05-01,New South Wales,Internet,35 - 44,Male,Attempts to gain your personal information,Identity theft,$1603.68,5
2024-06-01,New South Wales,Internet,35 - 44,Male,Attempts to gain your personal information,Identity theft,$293337.32,5
2024-01-01,New South Wales,Internet,55 - 64,Male,Attempts to gain your personal information,Identity theft,$150.73,4
2024-01-01,New South Wales,Internet,45 - 54,Male,Attempts to gain your personal information,Identity theft,$1989.00,2
2024-03-01,New South Wales,Internet,55 - 64,Male,Attempts to gain your personal information,Identity theft,$430.00,2
2024-05-01,New South Wales,Internet,45 - 54,Male,Attempts to gain your personal information,Identity theft,$300.00,2
2024-01-01,New South Wales,Internet,65 and over,Female,Attempts to gain your personal information,Identity theft,$137.00,2
2024-01-01,New South Wales,Internet,35 - 44,Female,Attempts to gain your personal information,Identity theft,$450.00,3
2024-01-01,New South Wales,Internet,Unspecified,Female,Attempts to gain your personal information,Identity theft,$85.00,4
2024-03-01,New South Wales,Internet,Unspecified,Female,Attempts to gain your personal information,Identity theft,$16.13,2
2024-05-01,New South Wales,Internet,Unspecified,Female,Attempts to gain your personal information,Identity theft,$79.00,2
2024-03-01,New South Wales,Internet,45 - 54,Female,Attempts to gain your personal information,Identity theft,$1500.00,3
2024-03-01,Tasmania,Email,65 and over,Female,Attempts to gain your personal information,Identity theft,$683.79,5
2024-01-01,Australian Capital Territory,Email,Unspecified,Female,Attempts to gain your personal information,Identity theft,$1656.00,2
2024-03-01,Australian Capital Territory,Email,65 and over,Female,Attempts to gain your personal information,Identity theft,$2500.00,2
2024-06-01,Australian Capital Territory,Email,65 and over,Female,Attempts to gain your personal information,Identity theft,$400.00,2
2024-06-01,Australian Capital Territory,Email,65 and over,Male,Attempts to gain your personal information,Identity theft,$500.00,6
2024-04-01,Outside of Australia,Email,Unspecified,Female,Attempts to gain your personal information,Identity theft,$50.08,3
2024-03-01,Unspecified,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Identity theft,$190.00,12
2024-04-01,Western Australia,Email,55 - 64,Male,Attempts to gain your personal information,Identity theft,$1000.00,6
2024-05-01,Western Australia,Email,35 - 44,Female,Attempts to gain your personal information,Identity theft,$3197.00,2
2024-06-01,Western Australia,Email,35 - 44,Female,Attempts to gain your personal information,Identity theft,$1587.99,3
2024-02-01,Queensland,Email,25 - 34,Male,Attempts to gain your personal information,Identity theft,$1400.00,4
2024-02-01,Queensland,Email,25 - 34,Female,Attempts to gain your personal information,Identity theft,$180.62,2
2024-06-01,Queensland,Email,25 - 34,Female,Attempts to gain your personal information,Identity theft,$1000.00,2
2024-02-01,Victoria,Email,18 - 24,Male,Attempts to gain your personal information,Identity theft,$2867.77,2
2024-04-01,New South Wales,Email,18 - 24,Female,Attempts to gain your personal information,Identity theft,$1500.00,2
2024-06-01,New South Wales,Email,18 - 24,Female,Attempts to gain your personal information,Identity theft,$1000.00,2
2024-01-01,Queensland,Text message,18 - 24,Female,Attempts to gain your personal information,Identity theft,$499.45,3
2024-03-01,Queensland,Text message,18 - 24,Male,Attempts to gain your personal information,Identity theft,$633.00,2
2024-01-01,Western Australia,Text message,25 - 34,Male,Attempts to gain your personal information,Identity theft,$3092.00,3
2024-05-01,Western Australia,Text message,35 - 44,Male,Attempts to gain your personal information,Identity theft,$479.00,4
2024-03-01,South Australia,Text message,55 - 64,Female,Attempts to gain your personal information,Identity theft,$700.00,2
2024-03-01,Tasmania,Text message,65 and over,Female,Attempts to gain your personal information,Identity theft,$964.85,2
2024-06-01,Tasmania,Text message,65 and over,Female,Attempts to gain your personal information,Identity theft,$23750.00,6
2024-04-01,New South Wales,Text message,18 - 24,Male,Attempts to gain your personal information,Identity theft,$2015.00,3
2024-06-01,Victoria,Email,18 - 24,Female,Attempts to gain your personal information,Hacking,$690.00,3
2024-03-01,Victoria,Email,25 - 34,Male,Attempts to gain your personal information,Hacking,$100.00,2
2024-05-01,Victoria,Email,25 - 34,Male,Attempts to gain your personal information,Hacking,$620.89,5
2024-04-01,Victoria,Internet,65 and over,Female,Attempts to gain your personal information,Hacking,$624.90,3
2024-03-01,Victoria,Internet,65 and over,Male,Attempts to gain your personal information,Hacking,$400.00,2
2024-01-01,Victoria,Social media/Online forums,45 - 54,Female,Attempts to gain your personal information,Hacking,$900.00,3
2024-06-01,Victoria,Social media/Online forums,18 - 24,Male,Attempts to gain your personal information,Hacking,$18.93,2
2024-05-01,Victoria,Mobile apps,45 - 54,Female,Attempts to gain your personal information,Hacking,$996.40,2
2024-05-01,Queensland,Mail,65 and over,Female,Attempts to gain your personal information,Hacking,$79.60,2
2024-05-01,Queensland,Social media/Online forums,25 - 34,Male,Attempts to gain your personal information,Hacking,$391.54,4
2024-02-01,Queensland,Mobile apps,Unspecified,Female,Attempts to gain your personal information,Hacking,$97.00,3
2024-06-01,Queensland,Mobile apps,35 - 44,Female,Attempts to gain your personal information,Hacking,$606.48,2
2024-02-01,Queensland,Internet,65 and over,Male,Attempts to gain your personal information,Hacking,$102.99,3
2024-05-01,Queensland,Internet,35 - 44,Male,Attempts to gain your personal information,Hacking,$738.25,2
2024-06-01,Queensland,Email,35 - 44,Male,Attempts to gain your personal information,Hacking,$33.17,3
2024-06-01,Western Australia,Email,45 - 54,Female,Attempts to gain your personal information,Hacking,$200.00,3
2024-03-01,Western Australia,Email,35 - 44,Female,Attempts to gain your personal information,Hacking,$161.00,2
2024-01-01,Western Australia,Phone call,45 - 54,Female,Attempts to gain your personal information,Hacking,$800.00,2
2024-04-01,Western Australia,Text message,35 - 44,Male,Attempts to gain your personal information,Hacking,$850.00,2
2024-02-01,Western Australia,Internet,65 and over,Female,Attempts to gain your personal information,Hacking,$600.00,2
2024-03-01,Western Australia,Social media/Online forums,25 - 34,Female,Attempts to gain your personal information,Hacking,$249.00,2
2024-03-01,Western Australia,Social media/Online forums,65 and over,Male,Attempts to gain your personal information,Hacking,$500.00,2
2024-05-01,Australian Capital Territory,Email,Unspecified,Female,Attempts to gain your personal information,Hacking,$311.00,2
2024-04-01,New South Wales,Mobile apps,Unspecified,Female,Attempts to gain your personal information,Hacking,$170.00,2
2024-06-01,New South Wales,Social media/Online forums,25 - 34,Male,Attempts to gain your personal information,Hacking,$600.00,2
2024-03-01,New South Wales,Social media/Online forums,Unspecified,Female,Attempts to gain your personal information,Hacking,$900.00,3
2024-04-01,New South Wales,Social media/Online forums,Unspecified,Female,Attempts to gain your personal information,Hacking,$55.00,2
2024-06-01,New South Wales,Social media/Online forums,Unspecified,Female,Attempts to gain your personal information,Hacking,$750.29,3
2024-06-01,New South Wales,Social media/Online forums,55 - 64,Female,Attempts to gain your personal information,Hacking,$20.00,2
2024-05-01,New South Wales,Internet,65 and over,Male,Attempts to gain your personal information,Hacking,$950.00,3
2024-01-01,New South Wales,Internet,45 - 54,Male,Attempts to gain your personal information,Hacking,$749.00,2
2024-05-01,New South Wales,Internet,Unspecified,Female,Attempts to gain your personal information,Hacking,$440.00,2
2024-03-01,New South Wales,Internet,65 and over,Female,Attempts to gain your personal information,Hacking,$300.00,4
2024-06-01,New South Wales,Internet,65 and over,Female,Attempts to gain your personal information,Hacking,$292.75,3
2024-06-01,Victoria,Text message,65 and over,Female,Attempts to gain your personal information,Remote access scams,$45000.00,3
2024-04-01,Queensland,Text message,35 - 44,Female,Attempts to gain your personal information,Remote access scams,$700.00,3
2024-04-01,Unspecified,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Remote access scams,$545.00,18
2024-02-01,Tasmania,Email,45 - 54,Female,Attempts to gain your personal information,Remote access scams,$13000.00,2
2024-04-01,Australian Capital Territory,Email,65 and over,Male,Attempts to gain your personal information,Remote access scams,$2031.97,2
2024-03-01,Western Australia,Email,Unspecified,Female,Attempts to gain your personal information,Remote access scams,$1000.00,3
2024-04-01,Western Australia,Email,55 - 64,Female,Attempts to gain your personal information,Remote access scams,$28355.00,4
2024-06-01,South Australia,Email,65 and over,Female,Attempts to gain your personal information,Remote access scams,$5000.00,2
2024-05-01,Queensland,Email,Unspecified,Female,Attempts to gain your personal information,Remote access scams,$375.00,4
2024-02-01,Victoria,Email,45 - 54,Female,Attempts to gain your personal information,Remote access scams,$300.00,4
2024-02-01,Victoria,Email,35 - 44,Female,Attempts to gain your personal information,Remote access scams,$735.00,2
2024-06-01,Victoria,Email,35 - 44,Female,Attempts to gain your personal information,Remote access scams,$1850.00,2
2024-02-01,Victoria,Email,55 - 64,Female,Attempts to gain your personal information,Remote access scams,$9500.00,3
2024-04-01,Victoria,Email,Unspecified,Female,Attempts to gain your personal information,Remote access scams,$2500.00,6
2024-01-01,New South Wales,Email,55 - 64,Female,Attempts to gain your personal information,Remote access scams,$1008.00,2
2024-04-01,New South Wales,Email,55 - 64,Female,Attempts to gain your personal information,Remote access scams,$1400.00,2
2024-04-01,New South Wales,Email,45 - 54,Female,Attempts to gain your personal information,Remote access scams,$5261.14,3
2024-02-01,New South Wales,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$120399.99,5
2024-06-01,New South Wales,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$70000.00,10
2024-03-01,New South Wales,Internet,65 and over,Female,Attempts to gain your personal information,Remote access scams,$30860.00,6
2024-04-01,New South Wales,Internet,65 and over,Female,Attempts to gain your personal information,Remote access scams,$78500.00,2
2024-05-01,New South Wales,Internet,65 and over,Female,Attempts to gain your personal information,Remote access scams,$20046.00,6
2024-06-01,New South Wales,Internet,65 and over,Female,Attempts to gain your personal information,Remote access scams,$9800.00,5
2024-04-01,New South Wales,Internet,55 - 64,Male,Attempts to gain your personal information,Remote access scams,$25876.86,2
2024-05-01,New South Wales,Internet,Unspecified,Male,Attempts to gain your personal information,Remote access scams,$29980.00,7
2024-04-01,New South Wales,Internet,Unspecified,Female,Attempts to gain your personal information,Remote access scams,$70.00,2
2024-01-01,Victoria,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$15000.00,2
2024-02-01,Victoria,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$90000.00,3
2024-04-01,Victoria,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$6400.00,2
2024-06-01,Victoria,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$197000.00,5
2024-04-01,Queensland,Internet,Unspecified,Male,Attempts to gain your personal information,Remote access scams,$328.90,3
2024-03-01,Queensland,Internet,Unspecified,Female,Attempts to gain your personal information,Remote access scams,$39902.00,2
2024-03-01,Queensland,Internet,65 and over,Female,Attempts to gain your personal information,Remote access scams,$35400.10,3
2024-06-01,Queensland,Internet,65 and over,Female,Attempts to gain your personal information,Remote access scams,$20797.00,3
2024-01-01,Queensland,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$25000.00,2
2024-02-01,Queensland,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$31200.00,2
2024-03-01,Queensland,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$155249.99,6
2024-04-01,Queensland,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$23652.31,5
2024-06-01,Queensland,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$99994.00,6
2024-04-01,South Australia,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$46.00,2
2024-05-01,South Australia,Internet,65 and over,Female,Attempts to gain your personal information,Remote access scams,$69400.00,3
2024-01-01,Western Australia,Internet,65 and over,Female,Attempts to gain your personal information,Remote access scams,$3500.00,2
2024-02-01,Western Australia,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$6000.00,3
2024-02-01,Unspecified,Internet,Unspecified,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Remote access scams,$85.01,3
2024-04-01,Unspecified,Mobile apps,Unspecified,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Remote access scams,$400.00,3
2024-03-01,Unspecified,Social media/Online forums,Unspecified,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Remote access scams,$660.00,3
2024-04-01,Tasmania,Phone call,55 - 64,Male,Attempts to gain your personal information,Remote access scams,$900.00,2
2024-04-01,Australian Capital Territory,Phone call,35 - 44,Female,Attempts to gain your personal information,Remote access scams,$6000.00,3
2024-02-01,Australian Capital Territory,Phone call,55 - 64,Female,Attempts to gain your personal information,Remote access scams,$1800.00,2
2024-05-01,Australian Capital Territory,Phone call,65 and over,Female,Attempts to gain your personal information,Remote access scams,$7449.00,3
2024-01-01,Australian Capital Territory,Phone call,65 and over,Male,Attempts to gain your personal information,Remote access scams,$5500.00,3
2024-05-01,Australian Capital Territory,Phone call,65 and over,Male,Attempts to gain your personal information,Remote access scams,$81000.00,3
2024-03-01,Western Australia,Phone call,25 - 34,Female,Attempts to gain your personal information,Remote access scams,$1600.00,2
2024-05-01,Queensland,Phone call,18 - 24,Male,Attempts to gain your personal information,Remote access scams,$4453.99,2
2024-02-01,Victoria,Phone call,Unspecified,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Remote access scams,$1000.00,2
2024-05-01,New South Wales,Phone call,25 - 34,Male,Buying or selling,Overpayment scams,$700.00,2
2024-04-01,New South Wales,Phone call,Unspecified,Female,Buying or selling,Overpayment scams,$180.90,3
2024-03-01,New South Wales,Email,45 - 54,Female,Buying or selling,Overpayment scams,$434.02,3
2024-05-01,New South Wales,Email,55 - 64,Male,Buying or selling,Overpayment scams,$652.05,4
2024-05-01,New South Wales,Email,Unspecified,Male,Buying or selling,Overpayment scams,$697.89,2
2024-04-01,New South Wales,Social media/Online forums,25 - 34,Male,Buying or selling,Overpayment scams,$142.64,2
2024-03-01,Victoria,Mobile apps,Unspecified,Female,Buying or selling,Overpayment scams,$200.00,2
2024-02-01,Victoria,Social media/Online forums,55 - 64,Female,Buying or selling,Overpayment scams,$500.00,2
2024-02-01,Victoria,Phone call,45 - 54,Male,Buying or selling,Overpayment scams,$100.00,2
2024-02-01,Queensland,Email,65 and over,Female,Buying or selling,Overpayment scams,$25.00,2
2024-06-01,Queensland,Text message,Unspecified,Female,Buying or selling,Overpayment scams,$109.00,2
2024-03-01,South Australia,Email,45 - 54,Female,Buying or selling,Health and medical products,$1000.00,2
2024-06-01,Unspecified,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,Health and medical products,$1000.00,2
2024-04-01,Victoria,Email,Unspecified,Male,Buying or selling,Health and medical products,$203.00,4
2024-01-01,South Australia,Text message,55 - 64,Male,Buying or selling,Health and medical products,$3544.00,2
2024-05-01,New South Wales,Phone call,65 and over,Male,Buying or selling,Health and medical products,$155.00,2
2024-04-01,Victoria,Phone call,Unspecified,Male,Buying or selling,Health and medical products,$300.00,6
2024-01-01,Queensland,Internet,Unspecified,Female,Buying or selling,Health and medical products,$41.20,2
2024-04-01,Queensland,Internet,65 and over,Male,Buying or selling,Health and medical products,$200.00,2
