StartOfMonth,Address_State,Scam___Contact_Mode,Complainant_Age,Complainant_Gender,Category_Level_2,Category_Level_3,Amount_lost,Number_of_reports
2021-10-01,Queensland,Social media/Online forums,25 - 34,Female,Attempts to gain your personal information,Phishing,$104.00,3
2021-12-01,Western Australia,Mobile apps,25 - 34,Male,Attempts to gain your personal information,Phishing,$68234.00,2
2021-10-01,Outside of Australia,Internet,35 - 44,Male,Attempts to gain your personal information,Phishing,$100.00,2
2021-12-01,Australian Capital Territory,Social media/Online forums,25 - 34,Female,Attempts to gain your personal information,Phishing,$4000.00,3
2021-10-01,Victoria,In person,25 - 34,Male,Attempts to gain your personal information,Identity theft,$35706.00,3
2021-11-01,Victoria,In person,35 - 44,Male,Attempts to gain your personal information,Identity theft,$3500.00,3
2021-10-01,New South Wales,In person,55 - 64,Male,Attempts to gain your personal information,Identity theft,$35000.00,3
2021-12-01,Victoria,Mail,25 - 34,Male,Attempts to gain your personal information,Identity theft,$14622.00,3
2021-10-01,Victoria,Mail,18 - 24,Female,Attempts to gain your personal information,Identity theft,$1035.00,2
2021-10-01,New South Wales,Mail,45 - 54,Male,Attempts to gain your personal information,Identity theft,$516.00,2
2021-12-01,Queensland,Mobile apps,55 - 64,Female,Attempts to gain your personal information,Identity theft,$1975.00,2
2021-12-01,South Australia,Mobile apps,25 - 34,Female,Attempts to gain your personal information,Identity theft,$1000.00,2
2021-10-01,New South Wales,Mobile apps,25 - 34,Female,Attempts to gain your personal information,Identity theft,$300.00,3
2021-12-01,New South Wales,Mobile apps,35 - 44,Female,Attempts to gain your personal information,Identity theft,$10000.00,2
2021-12-01,Queensland,Social media/Online forums,25 - 34,Female,Attempts to gain your personal information,Identity theft,$20000.00,2
2021-10-01,Victoria,Social media/Online forums,18 - 24,Male,Attempts to gain your personal information,Identity theft,$350.00,2
2021-11-01,Victoria,Social media/Online forums,55 - 64,Male,Attempts to gain your personal information,Identity theft,$524.00,2
2021-11-01,Victoria,Social media/Online forums,25 - 34,Male,Attempts to gain your personal information,Identity theft,$1150.00,2
2021-12-01,Victoria,Social media/Online forums,35 - 44,Male,Attempts to gain your personal information,Identity theft,$1000.00,2
2021-10-01,New South Wales,Social media/Online forums,35 - 44,Male,Attempts to gain your personal information,Identity theft,$500.00,4
2021-10-01,New South Wales,Social media/Online forums,45 - 54,Male,Attempts to gain your personal information,Identity theft,$15000.00,2
2021-11-01,New South Wales,Social media/Online forums,Unspecified,Male,Attempts to gain your personal information,Identity theft,$3500.00,2
2021-11-01,New South Wales,Social media/Online forums,18 - 24,Female,Attempts to gain your personal information,Identity theft,$700.00,3
2021-12-01,New South Wales,Social media/Online forums,25 - 34,Female,Attempts to gain your personal information,Identity theft,$1400.00,6
2021-12-01,Victoria,Internet,45 - 54,Male,Attempts to gain your personal information,Identity theft,$5000.00,2
2021-11-01,Victoria,Internet,35 - 44,Female,Attempts to gain your personal information,Identity theft,$30077.00,5
2021-12-01,Victoria,Internet,35 - 44,Female,Attempts to gain your personal information,Identity theft,$85.00,3
2021-10-01,Queensland,Internet,35 - 44,Male,Attempts to gain your personal information,Identity theft,$500.00,3
2021-10-01,Queensland,Internet,45 - 54,Male,Attempts to gain your personal information,Identity theft,$68.00,3
2021-11-01,Queensland,Internet,45 - 54,Female,Attempts to gain your personal information,Identity theft,$1000.00,2
2021-12-01,Queensland,Internet,45 - 54,Female,Attempts to gain your personal information,Identity theft,$85.00,2
2021-10-01,Western Australia,Internet,25 - 34,Male,Attempts to gain your personal information,Identity theft,$77000.00,2
2021-11-01,Western Australia,Internet,65 and over,Male,Attempts to gain your personal information,Identity theft,$600.00,2
2021-11-01,New South Wales,Internet,65 and over,Male,Attempts to gain your personal information,Identity theft,$1000.00,2
2021-12-01,New South Wales,Internet,25 - 34,Male,Attempts to gain your personal information,Identity theft,$800.00,2
2021-11-01,New South Wales,Internet,35 - 44,Male,Attempts to gain your personal information,Identity theft,$147.00,2
2021-11-01,New South Wales,Internet,45 - 54,Male,Attempts to gain your personal information,Identity theft,$92000.00,2
2021-10-01,South Australia,Email,45 - 54,Female,Attempts to gain your personal information,Identity theft,$550.00,2
2021-11-01,South Australia,Email,35 - 44,Female,Attempts to gain your personal information,Identity theft,$2020.00,2
2021-12-01,South Australia,Email,25 - 34,Female,Attempts to gain your personal information,Identity theft,$500.00,2
2021-11-01,Tasmania,Email,Unspecified,Male,Attempts to gain your personal information,Identity theft,$64.00,3
2021-10-01,Western Australia,Email,25 - 34,Female,Attempts to gain your personal information,Identity theft,$6150.00,3
2021-10-01,New South Wales,Email,Under 18,Male,Attempts to gain your personal information,Identity theft,$8500.00,2
2021-10-01,New South Wales,Email,18 - 24,Female,Attempts to gain your personal information,Identity theft,$6000.00,3
2021-12-01,South Australia,Text message,35 - 44,Female,Attempts to gain your personal information,Identity theft,$15000.00,2
2021-11-01,Victoria,Phone call,18 - 24,Female,Attempts to gain your personal information,Hacking,$430.00,5
2021-12-01,Victoria,Text message,18 - 24,Male,Attempts to gain your personal information,Hacking,$250.00,3
2021-12-01,Victoria,Email,35 - 44,Male,Attempts to gain your personal information,Hacking,$1500.00,2
2021-11-01,Victoria,Internet,65 and over,Female,Attempts to gain your personal information,Hacking,$350.00,3
2021-10-01,Victoria,Social media/Online forums,Unspecified,Female,Attempts to gain your personal information,Hacking,$1500.00,2
2021-12-01,Victoria,Social media/Online forums,25 - 34,Female,Attempts to gain your personal information,Hacking,$4428.00,2
2021-10-01,Victoria,Mobile apps,45 - 54,Male,Attempts to gain your personal information,Hacking,$5926.00,3
2021-10-01,Victoria,Mobile apps,25 - 34,Male,Attempts to gain your personal information,Hacking,$4000.00,2
2021-12-01,Queensland,Social media/Online forums,18 - 24,Female,Attempts to gain your personal information,Hacking,$1400.00,2
2021-11-01,Queensland,Mobile apps,45 - 54,Female,Attempts to gain your personal information,Hacking,$200.00,2
2021-12-01,Queensland,Email,18 - 24,Female,Attempts to gain your personal information,Hacking,$3000.00,2
2021-11-01,Queensland,Email,25 - 34,Male,Attempts to gain your personal information,Hacking,$5500.00,2
2021-12-01,Queensland,Email,35 - 44,Male,Attempts to gain your personal information,Hacking,$350.00,3
2021-10-01,Western Australia,Email,45 - 54,Male,Attempts to gain your personal information,Hacking,$5000.00,4
2021-11-01,Western Australia,Phone call,55 - 64,Female,Attempts to gain your personal information,Hacking,$1300.00,4
2021-11-01,Western Australia,Phone call,25 - 34,Female,Attempts to gain your personal information,Hacking,$1626.00,6
2021-12-01,Western Australia,Phone call,25 - 34,Female,Attempts to gain your personal information,Hacking,$100.00,3
2021-11-01,South Australia,Internet,55 - 64,Male,Attempts to gain your personal information,Hacking,$400.00,3
2021-12-01,South Australia,Phone call,35 - 44,Male,Attempts to gain your personal information,Hacking,$4986.00,3
2021-10-01,South Australia,Phone call,45 - 54,Male,Attempts to gain your personal information,Hacking,$6000.00,2
2021-11-01,South Australia,Phone call,45 - 54,Male,Attempts to gain your personal information,Hacking,$800.00,3
2021-11-01,South Australia,Phone call,45 - 54,Female,Attempts to gain your personal information,Hacking,$7600.00,2
2021-11-01,Australian Capital Territory,Phone call,25 - 34,Female,Attempts to gain your personal information,Hacking,$575.00,2
2021-11-01,Northern Territory,Phone call,35 - 44,Male,Attempts to gain your personal information,Hacking,$56.00,3
2021-10-01,New South Wales,Mobile apps,25 - 34,Female,Attempts to gain your personal information,Hacking,$1500.00,2
2021-12-01,New South Wales,Mobile apps,45 - 54,Female,Attempts to gain your personal information,Hacking,$1800.00,4
2021-12-01,New South Wales,Social media/Online forums,35 - 44,Female,Attempts to gain your personal information,Hacking,$10.00,2
2021-11-01,New South Wales,Social media/Online forums,18 - 24,Female,Attempts to gain your personal information,Hacking,$5700.00,4
2021-10-01,New South Wales,Internet,65 and over,Male,Attempts to gain your personal information,Hacking,$11000.00,2
2021-11-01,New South Wales,Internet,35 - 44,Male,Attempts to gain your personal information,Hacking,$12082.00,3
2021-10-01,New South Wales,Internet,35 - 44,Female,Attempts to gain your personal information,Hacking,$3000.00,2
2021-11-01,New South Wales,Internet,35 - 44,Female,Attempts to gain your personal information,Hacking,$4000.00,2
2021-12-01,New South Wales,Internet,45 - 54,Female,Attempts to gain your personal information,Hacking,$250.00,3
2021-12-01,New South Wales,Internet,25 - 34,Female,Attempts to gain your personal information,Hacking,$300.00,4
2021-11-01,New South Wales,Internet,65 and over,Female,Attempts to gain your personal information,Hacking,$1037.00,5
2021-11-01,New South Wales,Email,25 - 34,Male,Attempts to gain your personal information,Hacking,$2500.00,2
2021-10-01,New South Wales,Phone call,18 - 24,Female,Attempts to gain your personal information,Hacking,$1200.00,4
2021-12-01,New South Wales,Text message,25 - 34,Male,Attempts to gain your personal information,Remote access scams,$1100.00,2
2021-10-01,South Australia,Text message,55 - 64,Female,Attempts to gain your personal information,Remote access scams,$400.00,3
2021-10-01,Queensland,Email,45 - 54,Female,Attempts to gain your personal information,Remote access scams,$1500.00,2
2021-11-01,Queensland,Email,55 - 64,Female,Attempts to gain your personal information,Remote access scams,$100.00,2
2021-12-01,Victoria,Email,25 - 34,Female,Attempts to gain your personal information,Remote access scams,$800.00,2
2021-10-01,Victoria,Email,55 - 64,Female,Attempts to gain your personal information,Remote access scams,$1600.00,6
2021-12-01,Victoria,Email,45 - 54,Male,Attempts to gain your personal information,Remote access scams,$500.00,2
2021-10-01,New South Wales,Email,35 - 44,Female,Attempts to gain your personal information,Remote access scams,$1.00,2
2021-10-01,New South Wales,Email,35 - 44,Male,Attempts to gain your personal information,Remote access scams,$4000.00,3
2021-10-01,New South Wales,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$300.00,2
2021-10-01,New South Wales,Internet,65 and over,Female,Attempts to gain your personal information,Remote access scams,$19180.00,4
2021-12-01,New South Wales,Internet,65 and over,Female,Attempts to gain your personal information,Remote access scams,$19000.00,3
2021-11-01,New South Wales,Internet,45 - 54,Female,Attempts to gain your personal information,Remote access scams,$3328.00,3
2021-12-01,New South Wales,Internet,55 - 64,Female,Attempts to gain your personal information,Remote access scams,$308.00,2
2021-10-01,South Australia,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$15000.00,3
2021-11-01,South Australia,Internet,65 and over,Female,Attempts to gain your personal information,Remote access scams,$40000.00,2
2021-12-01,South Australia,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$250.00,2
2021-12-01,Western Australia,Internet,55 - 64,Female,Attempts to gain your personal information,Remote access scams,$440.00,2
2021-11-01,Tasmania,Internet,65 and over,Female,Attempts to gain your personal information,Remote access scams,$500.00,2
2021-10-01,New South Wales,Social media/Online forums,65 and over,Female,Attempts to gain your personal information,Remote access scams,$5000.00,2
2021-11-01,Victoria,Social media/Online forums,65 and over,Female,Attempts to gain your personal information,Remote access scams,$23000.00,2
2021-11-01,Northern Territory,Phone call,65 and over,Female,Attempts to gain your personal information,Remote access scams,$19500.00,2
2021-12-01,Tasmania,Phone call,45 - 54,Male,Attempts to gain your personal information,Remote access scams,$500.00,2
2021-10-01,Tasmania,Phone call,45 - 54,Female,Attempts to gain your personal information,Remote access scams,$6400.00,3
2021-11-01,Tasmania,Phone call,55 - 64,Female,Attempts to gain your personal information,Remote access scams,$31000.00,4
2021-12-01,Tasmania,Phone call,55 - 64,Female,Attempts to gain your personal information,Remote access scams,$125.00,3
2021-10-01,Australian Capital Territory,Phone call,45 - 54,Female,Attempts to gain your personal information,Remote access scams,$14000.00,6
2021-11-01,Australian Capital Territory,Phone call,45 - 54,Female,Attempts to gain your personal information,Remote access scams,$9600.00,2
2021-11-01,Australian Capital Territory,Phone call,55 - 64,Female,Attempts to gain your personal information,Remote access scams,$20.00,2
2021-12-01,Australian Capital Territory,Phone call,45 - 54,Female,Attempts to gain your personal information,Remote access scams,$18800.00,2
2021-10-01,Australian Capital Territory,Phone call,65 and over,Female,Attempts to gain your personal information,Remote access scams,$11000.00,3
2021-12-01,Australian Capital Territory,Phone call,65 and over,Female,Attempts to gain your personal information,Remote access scams,$43122.00,4
2021-10-01,Australian Capital Territory,Phone call,25 - 34,Male,Attempts to gain your personal information,Remote access scams,$19900.00,3
2021-10-01,Australian Capital Territory,Phone call,45 - 54,Male,Attempts to gain your personal information,Remote access scams,$1000.00,5
2021-11-01,South Australia,Phone call,25 - 34,Male,Attempts to gain your personal information,Remote access scams,$13000.00,4
2021-11-01,South Australia,Phone call,18 - 24,Male,Attempts to gain your personal information,Remote access scams,$13000.00,3
2021-10-01,Western Australia,Phone call,25 - 34,Female,Attempts to gain your personal information,Remote access scams,$2500.00,6
2021-10-01,Victoria,Phone call,18 - 24,Female,Attempts to gain your personal information,Remote access scams,$46000.00,6
2021-11-01,Victoria,Phone call,18 - 24,Female,Attempts to gain your personal information,Remote access scams,$37000.00,4
2021-12-01,New South Wales,Phone call,45 - 54,Male,Buying or selling,Overpayment scams,$84.00,2
2021-10-01,New South Wales,Email,55 - 64,Female,Buying or selling,Overpayment scams,$1014.00,3
2021-10-01,New South Wales,Social media/Online forums,45 - 54,Female,Buying or selling,Overpayment scams,$300.00,3
2021-12-01,Queensland,Email,65 and over,Female,Buying or selling,Overpayment scams,$18800.00,2
2021-10-01,Queensland,Email,25 - 34,Female,Buying or selling,Overpayment scams,$1500.00,2
2021-12-01,Western Australia,Email,45 - 54,Female,Buying or selling,Overpayment scams,$6000.00,2
2021-10-01,Outside of Australia,Mobile apps,25 - 34,Male,Buying or selling,Overpayment scams,$13.00,2
2021-12-01,Tasmania,Phone call,55 - 64,Female,Buying or selling,Overpayment scams,$800.00,2
2021-10-01,Victoria,In person,18 - 24,Male,Buying or selling,Mobile premium services,$4000.00,2
2021-11-01,Queensland,Phone call,18 - 24,Male,Buying or selling,Mobile premium services,$3000.00,2
2021-10-01,Queensland,Phone call,25 - 34,Female,Buying or selling,Mobile premium services,$6.00,2
2021-11-01,Queensland,Phone call,25 - 34,Female,Buying or selling,Mobile premium services,$6000.00,6
2021-11-01,Victoria,Phone call,25 - 34,Male,Buying or selling,Mobile premium services,$1400.00,4
2021-10-01,Victoria,Phone call,55 - 64,Male,Buying or selling,Mobile premium services,$1000.00,2
2021-10-01,Victoria,Phone call,65 and over,Male,Buying or selling,Mobile premium services,$4601.00,4
2021-10-01,New South Wales,Phone call,45 - 54,Male,Buying or selling,Mobile premium services,$500.00,8
2021-11-01,Victoria,Phone call,65 and over,Female,Buying or selling,Health and medical products,$200.00,2
2021-11-01,South Australia,Internet,35 - 44,Female,Buying or selling,Health and medical products,$80.00,2
2021-12-01,Victoria,Internet,55 - 64,Female,Buying or selling,Health and medical products,$977.00,4
2021-12-01,New South Wales,Internet,65 and over,Female,Buying or selling,Health and medical products,$346.00,2
2021-10-01,New South Wales,Social media/Online forums,55 - 64,Female,Buying or selling,Health and medical products,$550.00,2
2021-11-01,New South Wales,Social media/Online forums,25 - 34,Female,Buying or selling,Health and medical products,$280.00,2
2021-11-01,Victoria,Social media/Online forums,35 - 44,Male,Buying or selling,Health and medical products,$200.00,2
2021-11-01,Northern Territory,Internet,35 - 44,Male,Buying or selling,Classified scams,$300.00,3
2021-10-01,Outside of Australia,Social media/Online forums,25 - 34,Female,Buying or selling,Classified scams,$187.00,3
2021-10-01,Tasmania,Phone call,25 - 34,Male,Buying or selling,Classified scams,$3500.00,2
2021-11-01,Australian Capital Territory,Internet,35 - 44,Male,Buying or selling,Classified scams,$100.00,2
2021-12-01,Australian Capital Territory,Mobile apps,55 - 64,Female,Buying or selling,Classified scams,$20000.00,2
2021-10-01,Australian Capital Territory,Social media/Online forums,25 - 34,Male,Buying or selling,Classified scams,$300.00,2
2021-10-01,Australian Capital Territory,Social media/Online forums,45 - 54,Female,Buying or selling,Classified scams,$2150.00,3
2021-10-01,South Australia,Phone call,25 - 34,Male,Buying or selling,Classified scams,$10500.00,3
2021-11-01,South Australia,Mobile apps,35 - 44,Male,Buying or selling,Classified scams,$120.00,2
2021-12-01,South Australia,Internet,25 - 34,Female,Buying or selling,Classified scams,$4486.00,3
2021-11-01,South Australia,Text message,65 and over,Female,Buying or selling,Classified scams,$39.00,2
2021-10-01,South Australia,Text message,35 - 44,Male,Buying or selling,Classified scams,$5000.00,2
2021-11-01,South Australia,Social media/Online forums,35 - 44,Female,Buying or selling,Classified scams,$1940.00,2
2021-12-01,South Australia,Social media/Online forums,45 - 54,Male,Buying or selling,Classified scams,$550.00,3
2021-12-01,South Australia,Social media/Online forums,55 - 64,Male,Buying or selling,Classified scams,$5000.00,2
2021-10-01,Western Australia,Internet,45 - 54,Male,Buying or selling,Classified scams,$13000.00,2
2021-10-01,Western Australia,Internet,65 and over,Female,Buying or selling,Classified scams,$19400.00,2
2021-12-01,Western Australia,Internet,55 - 64,Female,Buying or selling,Classified scams,$1925.00,2
2021-10-01,Western Australia,Phone call,Unspecified,Male,Buying or selling,Classified scams,$5610.00,2
2021-11-01,Western Australia,Phone call,25 - 34,Male,Buying or selling,Classified scams,$32500.00,3
2021-12-01,Western Australia,Phone call,Unspecified,Male,Buying or selling,Classified scams,$500.00,2
2021-10-01,Western Australia,Text message,18 - 24,Female,Buying or selling,Classified scams,$220.00,2
2021-11-01,Western Australia,Text message,45 - 54,Female,Buying or selling,Classified scams,$10.00,2
2021-10-01,Western Australia,Text message,55 - 64,Male,Buying or selling,Classified scams,$455.00,3
2021-10-01,Western Australia,Social media/Online forums,45 - 54,Male,Buying or selling,Classified scams,$780.00,2
2021-12-01,Western Australia,Social media/Online forums,Unspecified,Male,Buying or selling,Classified scams,$2300.00,2
2021-12-01,Western Australia,Social media/Online forums,25 - 34,Female,Buying or selling,Classified scams,$40.00,2
2021-10-01,Western Australia,Social media/Online forums,35 - 44,Female,Buying or selling,Classified scams,$350.00,2
2021-11-01,Western Australia,Social media/Online forums,35 - 44,Female,Buying or selling,Classified scams,$15.00,2
2021-10-01,Western Australia,Social media/Online forums,Unspecified,Female,Buying or selling,Classified scams,$150.00,2
2021-10-01,Queensland,Internet,Unspecified,Female,Buying or selling,Classified scams,$2369.00,2
2021-10-01,Queensland,Internet,45 - 54,Female,Buying or selling,Classified scams,$6540.00,4
2021-12-01,Queensland,Internet,45 - 54,Female,Buying or selling,Classified scams,$446.00,3
2021-12-01,Queensland,Internet,55 - 64,Female,Buying or selling,Classified scams,$24.00,2
2021-12-01,Queensland,Internet,Unspecified,Male,Buying or selling,Classified scams,$790.00,3
2021-11-01,Queensland,Internet,55 - 64,Male,Buying or selling,Classified scams,$1640.00,2
2021-11-01,Queensland,Phone call,35 - 44,Male,Buying or selling,Classified scams,$7500.00,3
2021-10-01,Queensland,Mobile apps,35 - 44,Female,Buying or selling,Classified scams,$2000.00,3
2021-10-01,Queensland,Mobile apps,Unspecified,Female,Buying or selling,Classified scams,$1860.00,4
2021-10-01,Queensland,Mobile apps,55 - 64,Female,Buying or selling,Classified scams,$1525.00,6
2021-10-01,Queensland,Mobile apps,35 - 44,Male,Buying or selling,Classified scams,$20.00,2
2021-12-01,Queensland,Mobile apps,25 - 34,Male,Buying or selling,Classified scams,$50.00,2
2021-12-01,Queensland,Mobile apps,45 - 54,Male,Buying or selling,Classified scams,$4000.00,2
2021-12-01,Queensland,Mobile apps,35 - 44,Male,Buying or selling,Classified scams,$650.00,3
2021-11-01,Queensland,Text message,35 - 44,Female,Buying or selling,Classified scams,$322.00,4
2021-10-01,Queensland,Text message,65 and over,Female,Buying or selling,Classified scams,$2305.00,6
2021-12-01,Queensland,Text message,65 and over,Female,Buying or selling,Classified scams,$13100.00,2
2021-10-01,Queensland,Text message,55 - 64,Male,Buying or selling,Classified scams,$1116.00,4
2021-10-01,Queensland,Text message,45 - 54,Male,Buying or selling,Classified scams,$2750.00,3
2021-10-01,Queensland,Text message,25 - 34,Male,Buying or selling,Classified scams,$320.00,2
2021-12-01,Queensland,Social media/Online forums,45 - 54,Male,Buying or selling,Classified scams,$43.00,2
2021-10-01,Queensland,Social media/Online forums,55 - 64,Male,Buying or selling,Classified scams,$790.00,4
2021-10-01,Queensland,Social media/Online forums,Unspecified,Male,Buying or selling,Classified scams,$50.00,2
2021-11-01,Queensland,Social media/Online forums,Unspecified,Male,Buying or selling,Classified scams,$450.00,2
2021-12-01,Queensland,Social media/Online forums,Unspecified,Male,Buying or selling,Classified scams,$1300.00,2
2021-10-01,Queensland,Social media/Online forums,35 - 44,Male,Buying or selling,Classified scams,$2000.00,2
2021-11-01,Queensland,Social media/Online forums,35 - 44,Male,Buying or selling,Classified scams,$795.00,4
2021-12-01,Queensland,Social media/Online forums,35 - 44,Male,Buying or selling,Classified scams,$82500.00,2
2021-12-01,Queensland,Social media/Online forums,18 - 24,Female,Buying or selling,Classified scams,$1600.00,3
2021-11-01,Queensland,Social media/Online forums,55 - 64,Female,Buying or selling,Classified scams,$200.00,3
2021-12-01,Queensland,Social media/Online forums,25 - 34,Female,Buying or selling,Classified scams,$2370.00,4
2021-11-01,Queensland,Social media/Online forums,35 - 44,Female,Buying or selling,Classified scams,$200.00,4
2021-12-01,Queensland,Social media/Online forums,35 - 44,Female,Buying or selling,Classified scams,$4265.00,6
2021-10-01,Queensland,Social media/Online forums,45 - 54,Female,Buying or selling,Classified scams,$750.00,3
2021-11-01,Queensland,Social media/Online forums,45 - 54,Female,Buying or selling,Classified scams,$2522.00,6
2021-12-01,Queensland,Social media/Online forums,45 - 54,Female,Buying or selling,Classified scams,$500.00,2
2021-10-01,Queensland,Social media/Online forums,Unspecified,Female,Buying or selling,Classified scams,$550.00,3
2021-12-01,Queensland,Social media/Online forums,Unspecified,Female,Buying or selling,Classified scams,$158.00,4
2021-11-01,Victoria,Text message,45 - 54,Male,Buying or selling,Classified scams,$280.00,2
2021-12-01,Victoria,Text message,45 - 54,Male,Buying or selling,Classified scams,$1.00,2
2021-10-01,Victoria,Text message,55 - 64,Male,Buying or selling,Classified scams,$50.00,2
2021-10-01,Victoria,Text message,35 - 44,Male,Buying or selling,Classified scams,$100.00,3
2021-11-01,Victoria,Text message,35 - 44,Male,Buying or selling,Classified scams,$2000.00,2
2021-11-01,Victoria,Text message,25 - 34,Male,Buying or selling,Classified scams,$100.00,3
2021-12-01,Victoria,Text message,25 - 34,Male,Buying or selling,Classified scams,$80.00,2
2021-10-01,Victoria,Text message,25 - 34,Female,Buying or selling,Classified scams,$500.00,2
2021-11-01,Victoria,Text message,25 - 34,Female,Buying or selling,Classified scams,$4610.00,3
2021-10-01,Victoria,Text message,Unspecified,Female,Buying or selling,Classified scams,$130.00,4
2021-10-01,Victoria,Phone call,45 - 54,Male,Buying or selling,Classified scams,$300.00,2
2021-10-01,Victoria,Phone call,25 - 34,Male,Buying or selling,Classified scams,$9000.00,3
2021-11-01,Victoria,Phone call,45 - 54,Male,Buying or selling,Classified scams,$2200.00,4
2021-11-01,Victoria,Phone call,35 - 44,Male,Buying or selling,Classified scams,$4000.00,6
2021-10-01,Victoria,Phone call,Unspecified,Male,Buying or selling,Classified scams,$6490.00,3
2021-10-01,Victoria,Phone call,65 and over,Female,Buying or selling,Classified scams,$1000.00,3
2021-10-01,Victoria,Phone call,55 - 64,Female,Buying or selling,Classified scams,$800.00,3
2021-11-01,Victoria,Internet,45 - 54,Male,Buying or selling,Classified scams,$1835.00,3
2021-10-01,Victoria,Internet,55 - 64,Male,Buying or selling,Classified scams,$400.00,3
2021-11-01,Victoria,Internet,55 - 64,Male,Buying or selling,Classified scams,$15150.00,6
2021-11-01,Victoria,Internet,Unspecified,Male,Buying or selling,Classified scams,$83.00,4
2021-10-01,Victoria,Internet,35 - 44,Male,Buying or selling,Classified scams,$2139.00,7
2021-11-01,Victoria,Internet,35 - 44,Male,Buying or selling,Classified scams,$2300.00,2
2021-12-01,Victoria,Internet,35 - 44,Male,Buying or selling,Classified scams,$100.00,5
2021-10-01,Victoria,Internet,25 - 34,Male,Buying or selling,Classified scams,$3000.00,3
2021-10-01,Victoria,Internet,18 - 24,Male,Buying or selling,Classified scams,$1350.00,3
2021-11-01,Victoria,Internet,25 - 34,Male,Buying or selling,Classified scams,$1900.00,4
2021-10-01,Victoria,Internet,35 - 44,Female,Buying or selling,Classified scams,$2596.00,4
2021-10-01,Victoria,Internet,18 - 24,Female,Buying or selling,Classified scams,$3800.00,3
2021-10-01,Victoria,Internet,Unspecified,Female,Buying or selling,Classified scams,$2475.00,3
2021-12-01,Victoria,Internet,Unspecified,Female,Buying or selling,Classified scams,$103.00,2
2021-10-01,Victoria,Internet,45 - 54,Female,Buying or selling,Classified scams,$2000.00,4
2021-10-01,Victoria,Mobile apps,18 - 24,Female,Buying or selling,Classified scams,$580.00,2
2021-10-01,Victoria,Mobile apps,35 - 44,Female,Buying or selling,Classified scams,$2340.00,3
2021-11-01,Victoria,Mobile apps,25 - 34,Female,Buying or selling,Classified scams,$25000.00,2
2021-12-01,Victoria,Mobile apps,45 - 54,Female,Buying or selling,Classified scams,$900.00,2
2021-12-01,Victoria,Mobile apps,35 - 44,Female,Buying or selling,Classified scams,$499.00,2
2021-10-01,Victoria,Mobile apps,25 - 34,Male,Buying or selling,Classified scams,$7990.00,4
2021-10-01,Victoria,Mobile apps,18 - 24,Male,Buying or selling,Classified scams,$4800.00,2
