StartOfMonth,Address_State,Scam___Contact_Mode,Complainant_Age,Complainant_Gender,Category_Level_2,Category_Level_3,Amount_lost,Number_of_reports
2021-08-01,Victoria,Internet,45 - 54,Female,Attempts to gain your personal information,Identity theft,$3200.00,2
2021-08-01,Victoria,Internet,18 - 24,Female,Attempts to gain your personal information,Identity theft,$5000.00,2
2021-09-01,Victoria,Internet,45 - 54,Female,Attempts to gain your personal information,Identity theft,$400.00,2
2021-09-01,Victoria,Internet,35 - 44,Female,Attempts to gain your personal information,Identity theft,$821.00,4
2021-09-01,Victoria,Internet,25 - 34,Female,Attempts to gain your personal information,Identity theft,$5500.00,4
2021-09-01,Queensland,Internet,25 - 34,Male,Attempts to gain your personal information,Identity theft,$19049.00,3
2021-09-01,South Australia,Internet,25 - 34,Female,Attempts to gain your personal information,Identity theft,$186.00,2
2021-07-01,Western Australia,Internet,18 - 24,Female,Attempts to gain your personal information,Identity theft,$3453.00,2
2021-08-01,Outside of Australia,Internet,Unspecified,Female,Attempts to gain your personal information,Identity theft,$2349.00,2
2021-09-01,New South Wales,Internet,65 and over,Male,Attempts to gain your personal information,Identity theft,$600.00,3
2021-09-01,New South Wales,Internet,25 - 34,Male,Attempts to gain your personal information,Identity theft,$2000.00,2
2021-07-01,New South Wales,Internet,35 - 44,Male,Attempts to gain your personal information,Identity theft,$200.00,2
2021-09-01,New South Wales,Internet,18 - 24,Male,Attempts to gain your personal information,Identity theft,$57.00,2
2021-09-01,New South Wales,Internet,45 - 54,Male,Attempts to gain your personal information,Identity theft,$220.00,2
2021-09-01,New South Wales,Internet,Unspecified,Female,Attempts to gain your personal information,Identity theft,$320.00,4
2021-08-01,New South Wales,Internet,45 - 54,Female,Attempts to gain your personal information,Identity theft,$350.00,3
2021-07-01,South Australia,Email,55 - 64,Male,Attempts to gain your personal information,Identity theft,$2906.00,5
2021-07-01,Tasmania,Email,65 and over,Male,Attempts to gain your personal information,Identity theft,$4500.00,2
2021-07-01,Western Australia,Email,45 - 54,Male,Attempts to gain your personal information,Identity theft,$5000.00,4
2021-08-01,Queensland,Email,25 - 34,Male,Attempts to gain your personal information,Identity theft,$1400.00,3
2021-08-01,Queensland,Email,25 - 34,Female,Attempts to gain your personal information,Identity theft,$1200.00,4
2021-07-01,Victoria,Email,25 - 34,Male,Attempts to gain your personal information,Identity theft,$8000.00,2
2021-09-01,Victoria,Email,25 - 34,Male,Attempts to gain your personal information,Identity theft,$1700.00,4
2021-08-01,New South Wales,Email,18 - 24,Female,Attempts to gain your personal information,Identity theft,$1600.00,6
2021-09-01,Victoria,Text message,18 - 24,Male,Attempts to gain your personal information,Identity theft,$3.00,5
2021-08-01,Victoria,Text message,18 - 24,Female,Attempts to gain your personal information,Identity theft,$2000.00,4
2021-08-01,Western Australia,Phone call,18 - 24,Female,Attempts to gain your personal information,Identity theft,$3265.00,3
2021-07-01,Western Australia,Phone call,18 - 24,Male,Attempts to gain your personal information,Identity theft,$2000.00,6
2021-08-01,South Australia,Phone call,18 - 24,Male,Attempts to gain your personal information,Identity theft,$1126.00,4
2021-09-01,Australian Capital Territory,Phone call,25 - 34,Female,Attempts to gain your personal information,Identity theft,$500.00,6
2021-09-01,Australian Capital Territory,Phone call,55 - 64,Female,Attempts to gain your personal information,Identity theft,$500.00,2
2021-08-01,Australian Capital Territory,Phone call,45 - 54,Male,Attempts to gain your personal information,Identity theft,$7000.00,8
2021-07-01,Tasmania,Phone call,35 - 44,Male,Attempts to gain your personal information,Identity theft,$2000.00,3
2021-07-01,Tasmania,Phone call,65 and over,Female,Attempts to gain your personal information,Identity theft,$3000.00,7
2021-07-01,Tasmania,Phone call,35 - 44,Female,Attempts to gain your personal information,Identity theft,$100.00,2
2021-08-01,Outside of Australia,Phone call,Unspecified,Female,Attempts to gain your personal information,Identity theft,$2700.00,2
2021-08-01,New South Wales,Phone call,Under 18,Female,Attempts to gain your personal information,Identity theft,$500.00,4
2021-08-01,Victoria,Text message,18 - 24,Male,Attempts to gain your personal information,Hacking,$15.00,8
2021-09-01,Victoria,Email,18 - 24,Female,Attempts to gain your personal information,Hacking,$5.00,2
2021-08-01,Victoria,Email,35 - 44,Male,Attempts to gain your personal information,Hacking,$3000.00,4
2021-07-01,Victoria,Email,45 - 54,Male,Attempts to gain your personal information,Hacking,$800.00,3
2021-07-01,Victoria,Internet,45 - 54,Female,Attempts to gain your personal information,Hacking,$251.00,4
2021-08-01,Victoria,Internet,18 - 24,Female,Attempts to gain your personal information,Hacking,$1500.00,2
2021-09-01,Victoria,Internet,65 and over,Female,Attempts to gain your personal information,Hacking,$200.00,4
2021-09-01,Victoria,Internet,18 - 24,Female,Attempts to gain your personal information,Hacking,$120.00,2
2021-08-01,Victoria,Internet,18 - 24,Male,Attempts to gain your personal information,Hacking,$160.00,2
2021-09-01,Victoria,Mobile apps,25 - 34,Male,Attempts to gain your personal information,Hacking,$1200.00,2
2021-07-01,Victoria,Mobile apps,55 - 64,Female,Attempts to gain your personal information,Hacking,$6981.00,2
2021-09-01,Victoria,Mail,55 - 64,Male,Attempts to gain your personal information,Hacking,$200.00,2
2021-07-01,Queensland,Internet,55 - 64,Male,Attempts to gain your personal information,Hacking,$8500.00,2
2021-08-01,Queensland,Internet,55 - 64,Female,Attempts to gain your personal information,Hacking,$8110.00,3
2021-09-01,Queensland,Internet,18 - 24,Female,Attempts to gain your personal information,Hacking,$900.00,2
2021-09-01,Queensland,Internet,55 - 64,Female,Attempts to gain your personal information,Hacking,$644.00,2
2021-08-01,Queensland,Text message,25 - 34,Male,Attempts to gain your personal information,Hacking,$10000.00,7
2021-07-01,Queensland,Email,25 - 34,Female,Attempts to gain your personal information,Hacking,$84.00,7
2021-07-01,Queensland,Phone call,25 - 34,Male,Attempts to gain your personal information,Hacking,$500.00,5
2021-08-01,Western Australia,Email,45 - 54,Female,Attempts to gain your personal information,Hacking,$200.00,4
2021-09-01,Western Australia,Text message,35 - 44,Male,Attempts to gain your personal information,Hacking,$424.00,3
2021-07-01,South Australia,Text message,65 and over,Female,Attempts to gain your personal information,Hacking,$3498.00,2
2021-09-01,South Australia,Text message,65 and over,Female,Attempts to gain your personal information,Hacking,$1000.00,4
2021-08-01,South Australia,Text message,55 - 64,Female,Attempts to gain your personal information,Hacking,$360.00,6
2021-08-01,South Australia,Text message,45 - 54,Female,Attempts to gain your personal information,Hacking,$87.00,9
2021-07-01,South Australia,Phone call,55 - 64,Male,Attempts to gain your personal information,Hacking,$1.00,7
2021-09-01,Australian Capital Territory,Social media/Online forums,25 - 34,Female,Attempts to gain your personal information,Hacking,$200.00,2
2021-07-01,Tasmania,Email,65 and over,Female,Attempts to gain your personal information,Hacking,$200.00,4
2021-09-01,New South Wales,Mobile apps,25 - 34,Male,Attempts to gain your personal information,Hacking,$11000.00,2
2021-08-01,New South Wales,Mobile apps,Unspecified,Female,Attempts to gain your personal information,Hacking,$9.00,3
2021-09-01,New South Wales,Social media/Online forums,Unspecified,Female,Attempts to gain your personal information,Hacking,$6.00,2
2021-09-01,New South Wales,Social media/Online forums,25 - 34,Female,Attempts to gain your personal information,Hacking,$500.00,2
2021-08-01,New South Wales,Internet,35 - 44,Male,Attempts to gain your personal information,Hacking,$1570000.00,3
2021-09-01,New South Wales,Internet,45 - 54,Male,Attempts to gain your personal information,Hacking,$300.00,3
2021-09-01,New South Wales,Internet,25 - 34,Female,Attempts to gain your personal information,Hacking,$2250.00,4
2021-09-01,New South Wales,Internet,55 - 64,Female,Attempts to gain your personal information,Hacking,$1400.00,2
2021-09-01,New South Wales,Internet,65 and over,Female,Attempts to gain your personal information,Hacking,$3600.00,3
2021-07-01,New South Wales,Text message,25 - 34,Female,Attempts to gain your personal information,Remote access scams,$2000.00,4
2021-09-01,Victoria,Text message,45 - 54,Male,Attempts to gain your personal information,Remote access scams,$18002.00,2
2021-08-01,Victoria,Text message,55 - 64,Female,Attempts to gain your personal information,Remote access scams,$400.00,6
2021-09-01,Victoria,Text message,55 - 64,Female,Attempts to gain your personal information,Remote access scams,$57.00,6
2021-08-01,Victoria,Text message,35 - 44,Female,Attempts to gain your personal information,Remote access scams,$5500.00,15
2021-08-01,Western Australia,Text message,Unspecified,Male,Attempts to gain your personal information,Remote access scams,$1400.00,6
2021-08-01,South Australia,Text message,65 and over,Male,Attempts to gain your personal information,Remote access scams,$30.00,3
2021-09-01,Australian Capital Territory,Text message,65 and over,Male,Attempts to gain your personal information,Remote access scams,$5985.00,3
2021-09-01,Queensland,Email,55 - 64,Male,Attempts to gain your personal information,Remote access scams,$549.00,4
2021-09-01,Victoria,Email,25 - 34,Female,Attempts to gain your personal information,Remote access scams,$80.00,2
2021-08-01,Victoria,Email,45 - 54,Male,Attempts to gain your personal information,Remote access scams,$1.00,3
2021-08-01,Victoria,Email,55 - 64,Male,Attempts to gain your personal information,Remote access scams,$505.00,3
2021-07-01,New South Wales,Email,55 - 64,Female,Attempts to gain your personal information,Remote access scams,$9890.00,4
2021-08-01,New South Wales,Email,35 - 44,Female,Attempts to gain your personal information,Remote access scams,$2000.00,3
2021-09-01,New South Wales,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$35000.00,5
2021-07-01,New South Wales,Internet,55 - 64,Male,Attempts to gain your personal information,Remote access scams,$19985.00,2
2021-07-01,Queensland,Internet,55 - 64,Male,Attempts to gain your personal information,Remote access scams,$910.00,3
2021-07-01,Queensland,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$146917.00,4
2021-08-01,South Australia,Internet,35 - 44,Female,Attempts to gain your personal information,Remote access scams,$3000.00,2
2021-09-01,South Australia,Mobile apps,45 - 54,Male,Attempts to gain your personal information,Remote access scams,$11000.00,2
2021-09-01,Victoria,Social media/Online forums,65 and over,Female,Attempts to gain your personal information,Remote access scams,$2900.00,2
2021-07-01,Northern Territory,Phone call,25 - 34,Male,Attempts to gain your personal information,Remote access scams,$70000.00,2
2021-09-01,Tasmania,Phone call,65 and over,Male,Attempts to gain your personal information,Remote access scams,$50000.00,6
2021-07-01,Tasmania,Phone call,45 - 54,Female,Attempts to gain your personal information,Remote access scams,$500.00,4
2021-07-01,Tasmania,Phone call,55 - 64,Female,Attempts to gain your personal information,Remote access scams,$3500.00,2
2021-07-01,Tasmania,Phone call,65 and over,Female,Attempts to gain your personal information,Remote access scams,$9989.00,2
2021-07-01,Australian Capital Territory,Phone call,Unspecified,Female,Attempts to gain your personal information,Remote access scams,$20000.00,4
2021-07-01,Australian Capital Territory,Phone call,35 - 44,Male,Attempts to gain your personal information,Remote access scams,$2200.00,3
2021-09-01,Australian Capital Territory,Phone call,35 - 44,Male,Attempts to gain your personal information,Remote access scams,$2829.00,3
2021-08-01,Australian Capital Territory,Phone call,65 and over,Male,Attempts to gain your personal information,Remote access scams,$4100.00,3
2021-09-01,South Australia,Phone call,25 - 34,Female,Attempts to gain your personal information,Remote access scams,$200.00,7
2021-07-01,South Australia,Phone call,18 - 24,Male,Attempts to gain your personal information,Remote access scams,$9000.00,4
2021-07-01,Queensland,Phone call,18 - 24,Female,Attempts to gain your personal information,Remote access scams,$25000.00,5
2021-09-01,Queensland,Phone call,18 - 24,Female,Attempts to gain your personal information,Remote access scams,$9000.00,3
2021-08-01,Queensland,Phone call,18 - 24,Male,Attempts to gain your personal information,Remote access scams,$500.00,4
2021-07-01,Victoria,Phone call,18 - 24,Female,Attempts to gain your personal information,Remote access scams,$5900.00,5
2021-09-01,Victoria,Phone call,18 - 24,Female,Attempts to gain your personal information,Remote access scams,$20845.00,8
2021-09-01,New South Wales,Phone call,25 - 34,Male,Buying or selling,Overpayment scams,$3348.00,3
2021-09-01,New South Wales,Phone call,55 - 64,Male,Buying or selling,Overpayment scams,$4840.00,4
2021-08-01,New South Wales,Phone call,55 - 64,Female,Buying or selling,Overpayment scams,$500.00,6
2021-09-01,New South Wales,Phone call,65 and over,Female,Buying or selling,Overpayment scams,$503.00,2
2021-08-01,New South Wales,Email,45 - 54,Male,Buying or selling,Overpayment scams,$259.00,3
2021-09-01,Victoria,Social media/Online forums,18 - 24,Female,Buying or selling,Overpayment scams,$300.00,2
2021-07-01,Victoria,Email,35 - 44,Male,Buying or selling,Overpayment scams,$1.00,3
2021-08-01,Victoria,Email,Unspecified,Male,Buying or selling,Overpayment scams,$125.00,2
2021-09-01,Victoria,Email,25 - 34,Male,Buying or selling,Overpayment scams,$300.00,2
2021-07-01,Victoria,Phone call,65 and over,Female,Buying or selling,Overpayment scams,$1986.00,2
2021-08-01,Victoria,Phone call,25 - 34,Female,Buying or selling,Overpayment scams,$200.00,5
2021-08-01,Victoria,Phone call,55 - 64,Female,Buying or selling,Overpayment scams,$600.00,2
2021-07-01,Queensland,Phone call,65 and over,Female,Buying or selling,Overpayment scams,$892.00,4
2021-08-01,Queensland,Phone call,65 and over,Female,Buying or selling,Overpayment scams,$480.00,2
2021-07-01,Western Australia,Phone call,35 - 44,Female,Buying or selling,Overpayment scams,$700.00,3
2021-09-01,Western Australia,Phone call,65 and over,Male,Buying or selling,Overpayment scams,$5000.00,2
2021-07-01,New South Wales,In person,Under 18,Female,Buying or selling,Mobile premium services,$20000.00,2
2021-09-01,Queensland,Phone call,25 - 34,Male,Buying or selling,Mobile premium services,$4000.00,4
2021-09-01,Queensland,Phone call,35 - 44,Female,Buying or selling,Mobile premium services,$1093.00,10
2021-09-01,Victoria,Phone call,55 - 64,Female,Buying or selling,Mobile premium services,$2500.00,4
2021-07-01,New South Wales,Phone call,65 and over,Male,Buying or selling,Mobile premium services,$3000.00,11
2021-08-01,New South Wales,Phone call,65 and over,Female,Buying or selling,Mobile premium services,$67.00,5
2021-08-01,New South Wales,Email,65 and over,Female,Buying or selling,Health and medical products,$431.00,3
2021-08-01,New South Wales,Email,45 - 54,Male,Buying or selling,Health and medical products,$1120.00,2
2021-09-01,New South Wales,Email,55 - 64,Female,Buying or selling,Health and medical products,$279.00,3
2021-09-01,Victoria,Email,55 - 64,Female,Buying or selling,Health and medical products,$551.00,4
2021-08-01,Victoria,Text message,55 - 64,Female,Buying or selling,Health and medical products,$412.00,2
2021-09-01,New South Wales,Phone call,35 - 44,Male,Buying or selling,Health and medical products,$500.00,2
2021-09-01,Victoria,Internet,35 - 44,Female,Buying or selling,Health and medical products,$61.00,2
2021-09-01,Victoria,Internet,18 - 24,Female,Buying or selling,Health and medical products,$110.00,2
2021-09-01,Victoria,Internet,55 - 64,Female,Buying or selling,Health and medical products,$618.00,3
2021-09-01,Queensland,Internet,65 and over,Female,Buying or selling,Health and medical products,$430.00,3
2021-09-01,Queensland,Internet,25 - 34,Male,Buying or selling,Health and medical products,$70.00,2
2021-09-01,New South Wales,Internet,65 and over,Male,Buying or selling,Health and medical products,$450.00,2
2021-07-01,New South Wales,Internet,35 - 44,Female,Buying or selling,Health and medical products,$95.00,2
2021-08-01,New South Wales,Internet,25 - 34,Female,Buying or selling,Health and medical products,$5000.00,3
2021-09-01,New South Wales,Internet,65 and over,Female,Buying or selling,Health and medical products,$1189.00,4
2021-08-01,New South Wales,Social media/Online forums,65 and over,Female,Buying or selling,Health and medical products,$431.00,3
2021-08-01,New South Wales,Social media/Online forums,65 and over,Male,Buying or selling,Health and medical products,$318.00,2
2021-08-01,Queensland,Social media/Online forums,65 and over,Female,Buying or selling,Health and medical products,$431.00,2
2021-08-01,Queensland,Social media/Online forums,55 - 64,Female,Buying or selling,Health and medical products,$500.00,2
2021-07-01,Tasmania,Internet,18 - 24,Male,Buying or selling,Classified scams,$320.00,2
2021-07-01,Tasmania,Social media/Online forums,65 and over,Female,Buying or selling,Classified scams,$13.00,2
2021-08-01,Tasmania,Social media/Online forums,35 - 44,Female,Buying or selling,Classified scams,$850.00,2
2021-08-01,Australian Capital Territory,Text message,25 - 34,Male,Buying or selling,Classified scams,$200.00,2
2021-07-01,South Australia,Phone call,35 - 44,Male,Buying or selling,Classified scams,$25630.00,2
2021-08-01,South Australia,Phone call,25 - 34,Male,Buying or selling,Classified scams,$2000.00,2
2021-09-01,South Australia,Phone call,25 - 34,Male,Buying or selling,Classified scams,$4620.00,2
2021-09-01,South Australia,Mobile apps,18 - 24,Male,Buying or selling,Classified scams,$215.00,2
2021-08-01,South Australia,Mobile apps,35 - 44,Female,Buying or selling,Classified scams,$10.00,2
2021-07-01,South Australia,Internet,55 - 64,Female,Buying or selling,Classified scams,$850.00,2
2021-07-01,South Australia,Internet,35 - 44,Female,Buying or selling,Classified scams,$1800.00,2
2021-08-01,South Australia,Internet,55 - 64,Female,Buying or selling,Classified scams,$1700.00,2
2021-07-01,South Australia,Social media/Online forums,25 - 34,Male,Buying or selling,Classified scams,$850.00,3
2021-09-01,South Australia,Social media/Online forums,55 - 64,Male,Buying or selling,Classified scams,$50.00,2
2021-07-01,Western Australia,Internet,45 - 54,Male,Buying or selling,Classified scams,$14779.00,3
2021-08-01,Western Australia,Internet,65 and over,Male,Buying or selling,Classified scams,$1200.00,2
2021-08-01,Western Australia,Internet,Unspecified,Male,Buying or selling,Classified scams,$70.00,2
2021-07-01,Western Australia,Phone call,18 - 24,Female,Buying or selling,Classified scams,$7900.00,2
2021-08-01,Western Australia,Phone call,55 - 64,Female,Buying or selling,Classified scams,$1660.00,2
2021-07-01,Western Australia,Phone call,18 - 24,Male,Buying or selling,Classified scams,$3800.00,3
2021-08-01,Western Australia,Phone call,25 - 34,Male,Buying or selling,Classified scams,$4620.00,2
2021-09-01,Western Australia,Phone call,Unspecified,Male,Buying or selling,Classified scams,$1800.00,2
2021-08-01,Western Australia,Mobile apps,25 - 34,Male,Buying or selling,Classified scams,$100.00,2
2021-08-01,Western Australia,Mobile apps,18 - 24,Female,Buying or selling,Classified scams,$40.00,2
2021-09-01,Western Australia,Mobile apps,45 - 54,Female,Buying or selling,Classified scams,$2700.00,2
2021-08-01,Western Australia,Text message,35 - 44,Female,Buying or selling,Classified scams,$3500.00,2
2021-09-01,Western Australia,Text message,45 - 54,Male,Buying or selling,Classified scams,$1500.00,2
2021-07-01,Western Australia,Social media/Online forums,65 and over,Male,Buying or selling,Classified scams,$8100.00,3
2021-07-01,Western Australia,Social media/Online forums,Unspecified,Male,Buying or selling,Classified scams,$3630.00,2
2021-08-01,Western Australia,Social media/Online forums,55 - 64,Male,Buying or selling,Classified scams,$4800.00,2
2021-08-01,Western Australia,Social media/Online forums,35 - 44,Male,Buying or selling,Classified scams,$550.00,2
2021-08-01,Western Australia,Social media/Online forums,25 - 34,Female,Buying or selling,Classified scams,$155.00,2
2021-07-01,Western Australia,Social media/Online forums,35 - 44,Female,Buying or selling,Classified scams,$300.00,2
2021-07-01,Queensland,Internet,65 and over,Female,Buying or selling,Classified scams,$185.00,2
2021-07-01,Queensland,Internet,25 - 34,Female,Buying or selling,Classified scams,$3000.00,2
2021-08-01,Queensland,Internet,65 and over,Female,Buying or selling,Classified scams,$150.00,4
2021-08-01,Queensland,Internet,35 - 44,Female,Buying or selling,Classified scams,$1790.00,2
2021-08-01,Queensland,Internet,45 - 54,Female,Buying or selling,Classified scams,$1275.00,3
2021-09-01,Queensland,Internet,18 - 24,Female,Buying or selling,Classified scams,$3000.00,2
2021-09-01,Queensland,Internet,35 - 44,Female,Buying or selling,Classified scams,$350.00,2
2021-09-01,Queensland,Internet,55 - 64,Female,Buying or selling,Classified scams,$2000.00,2
2021-07-01,Queensland,Internet,45 - 54,Male,Buying or selling,Classified scams,$3520.00,2
2021-07-01,Queensland,Internet,35 - 44,Male,Buying or selling,Classified scams,$50.00,2
2021-08-01,Queensland,Internet,Unspecified,Male,Buying or selling,Classified scams,$1710.00,4
2021-08-01,Queensland,Internet,45 - 54,Male,Buying or selling,Classified scams,$65.00,2
2021-07-01,Queensland,Internet,65 and over,Male,Buying or selling,Classified scams,$588.00,3
2021-08-01,Queensland,Internet,55 - 64,Male,Buying or selling,Classified scams,$3100.00,5
2021-09-01,Queensland,Phone call,35 - 44,Male,Buying or selling,Classified scams,$5280.00,2
2021-07-01,Queensland,Mobile apps,25 - 34,Female,Buying or selling,Classified scams,$720.00,4
2021-07-01,Queensland,Mobile apps,Unspecified,Female,Buying or selling,Classified scams,$400.00,2
2021-08-01,Queensland,Mobile apps,Unspecified,Female,Buying or selling,Classified scams,$394.00,3
2021-08-01,Queensland,Mobile apps,25 - 34,Female,Buying or selling,Classified scams,$589.00,2
2021-08-01,Queensland,Mobile apps,18 - 24,Female,Buying or selling,Classified scams,$650.00,2
2021-07-01,Queensland,Mobile apps,35 - 44,Male,Buying or selling,Classified scams,$350.00,3
2021-08-01,Queensland,Mobile apps,25 - 34,Male,Buying or selling,Classified scams,$640.00,4
2021-09-01,Queensland,Mobile apps,35 - 44,Male,Buying or selling,Classified scams,$1750.00,3
2021-09-01,Queensland,Text message,55 - 64,Female,Buying or selling,Classified scams,$13000.00,3
2021-08-01,Queensland,Text message,55 - 64,Male,Buying or selling,Classified scams,$300.00,6
