StartOfMonth,Address_State,Scam___Contact_Mode,Complainant_Age,Complainant_Gender,Category_Level_2,Category_Level_3,Amount_lost,Number_of_reports
2020-09-01,Victoria,Internet,35 - 44,Female,Attempts to gain your personal information,Identity theft,$10000.00,2
2020-11-01,Victoria,Internet,Unspecified,Female,Attempts to gain your personal information,Identity theft,$63.00,2
2020-12-01,Victoria,Internet,65 and over,Female,Attempts to gain your personal information,Identity theft,$3000.00,2
2020-08-01,Victoria,Internet,25 - 34,Female,Attempts to gain your personal information,Identity theft,$3200.00,3
2020-11-01,Victoria,Internet,25 - 34,Female,Attempts to gain your personal information,Identity theft,$99.00,3
2020-07-01,Queensland,Internet,65 and over,Male,Attempts to gain your personal information,Identity theft,$1200.00,2
2020-09-01,Queensland,Internet,35 - 44,Male,Attempts to gain your personal information,Identity theft,$21.00,3
2020-10-01,Queensland,Internet,35 - 44,Male,Attempts to gain your personal information,Identity theft,$605.00,2
2020-11-01,Queensland,Internet,35 - 44,Male,Attempts to gain your personal information,Identity theft,$303.00,2
2020-09-01,South Australia,Internet,45 - 54,Male,Attempts to gain your personal information,Identity theft,$150.00,2
2020-10-01,South Australia,Internet,25 - 34,Male,Attempts to gain your personal information,Identity theft,$230.00,2
2020-08-01,New South Wales,Internet,65 and over,Male,Attempts to gain your personal information,Identity theft,$18.00,4
2020-09-01,New South Wales,Internet,25 - 34,Male,Attempts to gain your personal information,Identity theft,$350.00,4
2020-09-01,New South Wales,Internet,Unspecified,Male,Attempts to gain your personal information,Identity theft,$19900.00,2
2020-10-01,New South Wales,Internet,Unspecified,Male,Attempts to gain your personal information,Identity theft,$20000.00,2
2020-12-01,New South Wales,Internet,Unspecified,Male,Attempts to gain your personal information,Identity theft,$2000.00,2
2020-08-01,New South Wales,Internet,35 - 44,Male,Attempts to gain your personal information,Identity theft,$1100.00,2
2020-09-01,New South Wales,Internet,35 - 44,Male,Attempts to gain your personal information,Identity theft,$1000.00,3
2020-11-01,New South Wales,Internet,35 - 44,Male,Attempts to gain your personal information,Identity theft,$1000.00,4
2020-10-01,New South Wales,Internet,55 - 64,Male,Attempts to gain your personal information,Identity theft,$118.00,2
2020-11-01,New South Wales,Internet,55 - 64,Male,Attempts to gain your personal information,Identity theft,$500.00,3
2020-08-01,New South Wales,Internet,65 and over,Female,Attempts to gain your personal information,Identity theft,$1000.00,2
2020-12-01,New South Wales,Internet,65 and over,Female,Attempts to gain your personal information,Identity theft,$5000.00,2
2020-09-01,New South Wales,Internet,35 - 44,Female,Attempts to gain your personal information,Identity theft,$332.00,5
2020-07-01,New South Wales,Internet,25 - 34,Female,Attempts to gain your personal information,Identity theft,$26000.00,4
2020-08-01,South Australia,Email,Unspecified,Female,Attempts to gain your personal information,Identity theft,$160.00,3
2020-07-01,South Australia,Email,25 - 34,Male,Attempts to gain your personal information,Identity theft,$600.00,2
2020-11-01,South Australia,Email,35 - 44,Male,Attempts to gain your personal information,Identity theft,$651.00,2
2020-07-01,South Australia,Email,55 - 64,Male,Attempts to gain your personal information,Identity theft,$400.00,3
2020-09-01,Outside of Australia,Email,25 - 34,Male,Attempts to gain your personal information,Identity theft,$498.00,2
2020-07-01,Western Australia,Email,45 - 54,Male,Attempts to gain your personal information,Identity theft,$6000.00,2
2020-09-01,Western Australia,Email,25 - 34,Female,Attempts to gain your personal information,Identity theft,$3000.00,2
2020-09-01,Queensland,Email,25 - 34,Male,Attempts to gain your personal information,Identity theft,$8600.00,3
2020-07-01,Queensland,Email,25 - 34,Female,Attempts to gain your personal information,Identity theft,$1035.00,3
2020-09-01,Queensland,Email,25 - 34,Female,Attempts to gain your personal information,Identity theft,$1000.00,4
2020-07-01,Victoria,Email,18 - 24,Female,Attempts to gain your personal information,Identity theft,$6000.00,2
2020-09-01,Victoria,Email,25 - 34,Male,Attempts to gain your personal information,Identity theft,$435.00,5
2020-07-01,Victoria,Text message,18 - 24,Female,Attempts to gain your personal information,Identity theft,$8659.00,4
2020-08-01,Queensland,Text message,25 - 34,Male,Attempts to gain your personal information,Identity theft,$4600.00,4
2020-12-01,Western Australia,Text message,35 - 44,Male,Attempts to gain your personal information,Identity theft,$2.00,2
2020-09-01,South Australia,Text message,55 - 64,Female,Attempts to gain your personal information,Identity theft,$88.00,2
2020-11-01,New South Wales,Text message,18 - 24,Female,Attempts to gain your personal information,Identity theft,$150.00,4
2020-07-01,Western Australia,Phone call,18 - 24,Female,Attempts to gain your personal information,Identity theft,$1000.00,6
2020-11-01,Western Australia,Phone call,18 - 24,Female,Attempts to gain your personal information,Identity theft,$200.00,10
2020-12-01,Western Australia,Phone call,18 - 24,Male,Attempts to gain your personal information,Identity theft,$500.00,2
2020-07-01,South Australia,Phone call,18 - 24,Female,Attempts to gain your personal information,Identity theft,$17000.00,3
2020-11-01,South Australia,Phone call,18 - 24,Female,Attempts to gain your personal information,Identity theft,$9900.00,7
2020-08-01,Australian Capital Territory,Phone call,25 - 34,Female,Attempts to gain your personal information,Identity theft,$10000.00,9
2020-09-01,Australian Capital Territory,Phone call,18 - 24,Female,Attempts to gain your personal information,Identity theft,$2000.00,4
2020-12-01,Australian Capital Territory,Phone call,65 and over,Male,Attempts to gain your personal information,Identity theft,$339.00,3
2020-07-01,Tasmania,Phone call,Unspecified,Female,Attempts to gain your personal information,Identity theft,$45.00,5
2020-08-01,Northern Territory,Phone call,35 - 44,Male,Attempts to gain your personal information,Identity theft,$2200.00,2
2020-12-01,Northern Territory,Phone call,25 - 34,Male,Attempts to gain your personal information,Identity theft,$700.00,3
2020-08-01,Victoria,Text message,18 - 24,Female,Attempts to gain your personal information,Hacking,$206.00,3
2020-10-01,Victoria,Email,18 - 24,Male,Attempts to gain your personal information,Hacking,$300.00,2
2020-08-01,Victoria,Email,45 - 54,Male,Attempts to gain your personal information,Hacking,$1000.00,4
2020-10-01,Victoria,Internet,18 - 24,Female,Attempts to gain your personal information,Hacking,$1000.00,2
2020-10-01,Victoria,Internet,55 - 64,Female,Attempts to gain your personal information,Hacking,$150.00,3
2020-09-01,Victoria,Internet,35 - 44,Male,Attempts to gain your personal information,Hacking,$2700.00,3
2020-12-01,Victoria,Internet,65 and over,Male,Attempts to gain your personal information,Hacking,$639.00,2
2020-07-01,Victoria,Social media/Online forums,25 - 34,Male,Attempts to gain your personal information,Hacking,$4000.00,2
2020-08-01,Victoria,Mobile apps,18 - 24,Female,Attempts to gain your personal information,Hacking,$55.00,2
2020-10-01,Victoria,Mobile apps,25 - 34,Female,Attempts to gain your personal information,Hacking,$84.00,2
2020-10-01,Victoria,Mobile apps,55 - 64,Female,Attempts to gain your personal information,Hacking,$8000.00,3
2020-11-01,Victoria,In person,Unspecified,Male,Attempts to gain your personal information,Hacking,$5000.00,2
2020-07-01,Queensland,In person,35 - 44,Female,Attempts to gain your personal information,Hacking,$3000.00,2
2020-08-01,Queensland,Internet,45 - 54,Female,Attempts to gain your personal information,Hacking,$530.00,3
2020-10-01,Queensland,Email,35 - 44,Male,Attempts to gain your personal information,Hacking,$1033.00,2
2020-09-01,Western Australia,Email,35 - 44,Female,Attempts to gain your personal information,Hacking,$150.00,2
2020-10-01,Western Australia,Email,35 - 44,Female,Attempts to gain your personal information,Hacking,$10635.00,2
2020-09-01,Western Australia,Email,55 - 64,Male,Attempts to gain your personal information,Hacking,$2000.00,2
2020-12-01,Western Australia,Phone call,65 and over,Male,Attempts to gain your personal information,Hacking,$9600.00,2
2020-11-01,Western Australia,Text message,25 - 34,Female,Attempts to gain your personal information,Hacking,$2000.00,2
2020-07-01,Western Australia,Mobile apps,55 - 64,Male,Attempts to gain your personal information,Hacking,$277.00,2
2020-07-01,South Australia,Phone call,65 and over,Male,Attempts to gain your personal information,Hacking,$7000.00,3
2020-12-01,South Australia,Phone call,65 and over,Male,Attempts to gain your personal information,Hacking,$405.00,5
2020-09-01,South Australia,Phone call,55 - 64,Female,Attempts to gain your personal information,Hacking,$13.00,4
2020-11-01,South Australia,Email,25 - 34,Female,Attempts to gain your personal information,Hacking,$759.00,2
2020-11-01,South Australia,Email,55 - 64,Male,Attempts to gain your personal information,Hacking,$500.00,2
2020-11-01,Tasmania,Phone call,65 and over,Female,Attempts to gain your personal information,Hacking,$10000.00,2
2020-12-01,Tasmania,Phone call,65 and over,Female,Attempts to gain your personal information,Hacking,$5000.00,3
2020-10-01,Outside of Australia,Phone call,25 - 34,Female,Attempts to gain your personal information,Hacking,$748.00,2
2020-11-01,Outside of Australia,Internet,25 - 34,Male,Attempts to gain your personal information,Hacking,$284.00,2
2020-08-01,New South Wales,Social media/Online forums,45 - 54,Female,Attempts to gain your personal information,Hacking,$127.00,2
2020-11-01,New South Wales,Social media/Online forums,25 - 34,Female,Attempts to gain your personal information,Hacking,$69.00,5
2020-12-01,New South Wales,Social media/Online forums,25 - 34,Female,Attempts to gain your personal information,Hacking,$700.00,2
2020-08-01,New South Wales,Internet,25 - 34,Male,Attempts to gain your personal information,Hacking,$965.00,2
2020-08-01,New South Wales,Internet,55 - 64,Female,Attempts to gain your personal information,Hacking,$4345.00,5
2020-11-01,New South Wales,Internet,25 - 34,Female,Attempts to gain your personal information,Hacking,$2500.00,3
2020-12-01,New South Wales,Internet,35 - 44,Female,Attempts to gain your personal information,Hacking,$606.00,2
2020-12-01,New South Wales,Internet,45 - 54,Female,Attempts to gain your personal information,Hacking,$128.00,2
2020-08-01,New South Wales,Internet,65 and over,Female,Attempts to gain your personal information,Hacking,$2212.00,3
2020-10-01,New South Wales,Internet,65 and over,Female,Attempts to gain your personal information,Hacking,$15.00,2
2020-11-01,New South Wales,Internet,65 and over,Female,Attempts to gain your personal information,Hacking,$197.00,8
2020-07-01,New South Wales,Email,25 - 34,Male,Attempts to gain your personal information,Hacking,$1320.00,4
2020-08-01,New South Wales,Email,25 - 34,Male,Attempts to gain your personal information,Hacking,$10993.00,2
2020-09-01,New South Wales,Text message,18 - 24,Male,Attempts to gain your personal information,Hacking,$501.00,2
2020-12-01,New South Wales,Text message,18 - 24,Female,Attempts to gain your personal information,Hacking,$144.00,3
2020-12-01,New South Wales,Phone call,18 - 24,Male,Attempts to gain your personal information,Hacking,$500.00,2
2020-08-01,Victoria,Text message,55 - 64,Male,Attempts to gain your personal information,Remote access scams,$66.00,2
2020-07-01,Victoria,Text message,65 and over,Female,Attempts to gain your personal information,Remote access scams,$600.00,3
2020-10-01,Queensland,Email,45 - 54,Female,Attempts to gain your personal information,Remote access scams,$1200.00,2
2020-10-01,Victoria,Email,35 - 44,Female,Attempts to gain your personal information,Remote access scams,$397.00,2
2020-09-01,Victoria,Email,Unspecified,Female,Attempts to gain your personal information,Remote access scams,$4900.00,5
2020-10-01,Victoria,Email,35 - 44,Male,Attempts to gain your personal information,Remote access scams,$700.00,2
2020-11-01,New South Wales,Email,35 - 44,Male,Attempts to gain your personal information,Remote access scams,$7300.00,2
2020-08-01,New South Wales,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$25500.00,4
2020-11-01,New South Wales,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$17500.00,5
2020-08-01,New South Wales,Internet,65 and over,Female,Attempts to gain your personal information,Remote access scams,$333.00,2
2020-10-01,New South Wales,Internet,65 and over,Female,Attempts to gain your personal information,Remote access scams,$803.00,2
2020-12-01,New South Wales,Internet,65 and over,Female,Attempts to gain your personal information,Remote access scams,$15000.00,2
2020-11-01,New South Wales,Internet,55 - 64,Female,Attempts to gain your personal information,Remote access scams,$55000.00,3
2020-08-01,Victoria,Internet,55 - 64,Female,Attempts to gain your personal information,Remote access scams,$24200.00,4
2020-08-01,Victoria,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$98167.00,4
2020-08-01,South Australia,Internet,65 and over,Female,Attempts to gain your personal information,Remote access scams,$275.00,2
2020-10-01,South Australia,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$22000.00,2
2020-12-01,South Australia,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$30167.00,3
2020-11-01,Western Australia,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$20000.00,2
2020-10-01,New South Wales,Mobile apps,65 and over,Male,Attempts to gain your personal information,Remote access scams,$5000.00,2
2020-12-01,New South Wales,Mobile apps,35 - 44,Female,Attempts to gain your personal information,Remote access scams,$611.00,2
2020-10-01,Victoria,In person,35 - 44,Male,Attempts to gain your personal information,Remote access scams,$43.00,2
2020-12-01,New South Wales,In person,45 - 54,Female,Attempts to gain your personal information,Remote access scams,$1340.00,2
2020-07-01,Tasmania,Phone call,65 and over,Male,Attempts to gain your personal information,Remote access scams,$9900.00,2
2020-07-01,Tasmania,Phone call,55 - 64,Male,Attempts to gain your personal information,Remote access scams,$350.00,4
2020-10-01,Tasmania,Phone call,65 and over,Male,Attempts to gain your personal information,Remote access scams,$8900.00,3
2020-11-01,Tasmania,Phone call,45 - 54,Male,Attempts to gain your personal information,Remote access scams,$1300.00,2
2020-11-01,Tasmania,Phone call,65 and over,Female,Attempts to gain your personal information,Remote access scams,$7000.00,3
2020-08-01,Australian Capital Territory,Phone call,65 and over,Female,Attempts to gain your personal information,Remote access scams,$2050.00,3
2020-09-01,Australian Capital Territory,Phone call,65 and over,Female,Attempts to gain your personal information,Remote access scams,$5000.00,2
2020-11-01,Australian Capital Territory,Phone call,65 and over,Female,Attempts to gain your personal information,Remote access scams,$128.00,4
2020-08-01,Australian Capital Territory,Phone call,65 and over,Male,Attempts to gain your personal information,Remote access scams,$11880.00,3
2020-12-01,Australian Capital Territory,Phone call,65 and over,Male,Attempts to gain your personal information,Remote access scams,$54000.00,3
2020-11-01,South Australia,Phone call,18 - 24,Female,Attempts to gain your personal information,Remote access scams,$2000.00,3
2020-07-01,South Australia,Phone call,25 - 34,Female,Attempts to gain your personal information,Remote access scams,$1100.00,3
2020-12-01,South Australia,Phone call,25 - 34,Male,Attempts to gain your personal information,Remote access scams,$450.00,3
2020-11-01,Queensland,Phone call,18 - 24,Female,Attempts to gain your personal information,Remote access scams,$500.00,3
2020-11-01,Victoria,Phone call,18 - 24,Female,Attempts to gain your personal information,Remote access scams,$14000.00,3
2020-09-01,New South Wales,Phone call,35 - 44,Male,Buying or selling,Overpayment scams,$2112.00,4
2020-07-01,New South Wales,Phone call,65 and over,Male,Buying or selling,Overpayment scams,$2000.00,2
2020-09-01,New South Wales,Phone call,65 and over,Male,Buying or selling,Overpayment scams,$19901.00,3
2020-10-01,New South Wales,Phone call,65 and over,Male,Buying or selling,Overpayment scams,$45000.00,3
2020-12-01,New South Wales,Phone call,18 - 24,Male,Buying or selling,Overpayment scams,$1050.00,2
2020-09-01,New South Wales,Phone call,45 - 54,Female,Buying or selling,Overpayment scams,$2000.00,2
2020-08-01,New South Wales,Email,45 - 54,Female,Buying or selling,Overpayment scams,$300.00,3
2020-11-01,New South Wales,Email,25 - 34,Female,Buying or selling,Overpayment scams,$1500.00,2
2020-11-01,New South Wales,Text message,25 - 34,Female,Buying or selling,Overpayment scams,$2000.00,2
2020-10-01,Victoria,Mobile apps,25 - 34,Female,Buying or selling,Overpayment scams,$2164.00,2
2020-08-01,Victoria,Internet,35 - 44,Male,Buying or selling,Overpayment scams,$486.00,2
2020-09-01,Victoria,Email,45 - 54,Female,Buying or selling,Overpayment scams,$90.00,2
2020-09-01,Victoria,Email,18 - 24,Male,Buying or selling,Overpayment scams,$600.00,2
2020-09-01,Victoria,Phone call,45 - 54,Female,Buying or selling,Overpayment scams,$9000.00,4
2020-10-01,Victoria,Phone call,45 - 54,Female,Buying or selling,Overpayment scams,$662.00,2
2020-09-01,Victoria,Phone call,25 - 34,Male,Buying or selling,Overpayment scams,$500.00,3
2020-12-01,Victoria,Phone call,25 - 34,Male,Buying or selling,Overpayment scams,$4.00,3
2020-12-01,Victoria,Phone call,35 - 44,Male,Buying or selling,Overpayment scams,$9000.00,2
2020-07-01,Queensland,Email,18 - 24,Female,Buying or selling,Overpayment scams,$200.00,2
2020-08-01,Queensland,Email,45 - 54,Female,Buying or selling,Overpayment scams,$731.00,4
2020-08-01,Queensland,Email,35 - 44,Female,Buying or selling,Overpayment scams,$6.00,2
2020-09-01,Queensland,Email,18 - 24,Female,Buying or selling,Overpayment scams,$320.00,2
2020-07-01,Queensland,Email,Unspecified,Male,Buying or selling,Overpayment scams,$300.00,2
2020-08-01,Queensland,Phone call,65 and over,Female,Buying or selling,Overpayment scams,$10000.00,2
2020-10-01,Western Australia,Phone call,35 - 44,Female,Buying or selling,Overpayment scams,$4000.00,2
2020-09-01,South Australia,Mobile apps,18 - 24,Male,Buying or selling,Overpayment scams,$200.00,2
2020-09-01,Outside of Australia,Email,25 - 34,Male,Buying or selling,Overpayment scams,$5.00,2
2020-11-01,New South Wales,Mobile apps,18 - 24,Female,Buying or selling,Mobile premium services,$170.00,2
2020-11-01,Outside of Australia,Text message,45 - 54,Female,Buying or selling,Mobile premium services,$300.00,2
2020-09-01,Western Australia,Phone call,35 - 44,Female,Buying or selling,Mobile premium services,$238.00,3
2020-11-01,Queensland,Phone call,25 - 34,Male,Buying or selling,Mobile premium services,$2.00,2
2020-11-01,Victoria,Phone call,25 - 34,Male,Buying or selling,Mobile premium services,$261.00,3
2020-07-01,Victoria,Phone call,45 - 54,Male,Buying or selling,Mobile premium services,$40.00,3
2020-10-01,Victoria,Phone call,18 - 24,Female,Buying or selling,Mobile premium services,$2000.00,3
2020-08-01,Victoria,Phone call,55 - 64,Female,Buying or selling,Mobile premium services,$93.00,3
2020-09-01,New South Wales,Phone call,55 - 64,Male,Buying or selling,Mobile premium services,$1800.00,3
2020-12-01,New South Wales,Phone call,65 and over,Male,Buying or selling,Mobile premium services,$300.00,3
2020-07-01,New South Wales,Phone call,65 and over,Female,Buying or selling,Mobile premium services,$73.00,4
2020-08-01,New South Wales,Email,65 and over,Male,Buying or selling,Health and medical products,$110.00,7
2020-12-01,New South Wales,Email,45 - 54,Female,Buying or selling,Health and medical products,$240.00,2
2020-09-01,New South Wales,Email,25 - 34,Female,Buying or selling,Health and medical products,$254.00,2
2020-10-01,New South Wales,Email,55 - 64,Female,Buying or selling,Health and medical products,$2254.00,2
2020-11-01,South Australia,Email,55 - 64,Female,Buying or selling,Health and medical products,$317.00,2
2020-07-01,Victoria,Email,Unspecified,Female,Buying or selling,Health and medical products,$27.00,2
2020-08-01,New South Wales,Phone call,65 and over,Female,Buying or selling,Health and medical products,$149.00,2
2020-09-01,Victoria,Phone call,65 and over,Female,Buying or selling,Health and medical products,$139.00,3
2020-07-01,Queensland,Internet,55 - 64,Female,Buying or selling,Health and medical products,$229.00,3
2020-11-01,Queensland,Internet,65 and over,Male,Buying or selling,Health and medical products,$391.00,3
2020-07-01,New South Wales,Internet,Unspecified,Male,Buying or selling,Health and medical products,$370.00,2
2020-09-01,New South Wales,Internet,25 - 34,Male,Buying or selling,Health and medical products,$100.00,2
2020-11-01,New South Wales,Internet,65 and over,Male,Buying or selling,Health and medical products,$682.00,3
2020-12-01,New South Wales,Internet,65 and over,Female,Buying or selling,Health and medical products,$338.00,2
2020-09-01,New South Wales,Social media/Online forums,55 - 64,Female,Buying or selling,Health and medical products,$680.00,2
2020-07-01,Western Australia,Social media/Online forums,55 - 64,Female,Buying or selling,Health and medical products,$500.00,2
2020-07-01,South Australia,Social media/Online forums,65 and over,Female,Buying or selling,Health and medical products,$338.00,3
2020-07-01,Queensland,Mobile apps,55 - 64,Female,Buying or selling,Health and medical products,$289.00,3
2020-10-01,Victoria,Social media/Online forums,35 - 44,Female,Buying or selling,Psychic and clairvoyant,$20.00,2
2020-07-01,Outside of Australia,Internet,18 - 24,Male,Buying or selling,Classified scams,$5.00,2
2020-08-01,Outside of Australia,Mobile apps,Under 18,Male,Buying or selling,Classified scams,$600.00,2
2020-07-01,Outside of Australia,Social media/Online forums,35 - 44,Male,Buying or selling,Classified scams,$67.00,3
2020-12-01,Tasmania,Phone call,55 - 64,Male,Buying or selling,Classified scams,$11500.00,2
2020-07-01,Tasmania,Text message,35 - 44,Female,Buying or selling,Classified scams,$270.00,2
2020-09-01,Tasmania,Social media/Online forums,35 - 44,Male,Buying or selling,Classified scams,$750.00,2
2020-10-01,South Australia,Phone call,Unspecified,Female,Buying or selling,Classified scams,$272.00,2
2020-10-01,South Australia,Phone call,55 - 64,Female,Buying or selling,Classified scams,$1000.00,2
2020-08-01,South Australia,Mobile apps,18 - 24,Male,Buying or selling,Classified scams,$174.00,2
2020-11-01,South Australia,Mobile apps,35 - 44,Male,Buying or selling,Classified scams,$100.00,2
2020-11-01,South Australia,In person,25 - 34,Male,Buying or selling,Classified scams,$400.00,2
