StartOfMonth,Address_State,Scam___Contact_Mode,Complainant_Age,Complainant_Gender,Category_Level_2,Category_Level_3,Amount_lost,Number_of_reports
2021-02-01,Outside of Australia,Internet,Unspecified,Male,Attempts to gain your personal information,Phishing,$453.00,39
2021-03-01,Northern Territory,Mobile apps,25 - 34,Male,Attempts to gain your personal information,Phishing,$5430.00,4
2021-06-01,Victoria,In person,25 - 34,Female,Attempts to gain your personal information,Identity theft,$50000.00,3
2021-06-01,Victoria,In person,Unspecified,Female,Attempts to gain your personal information,Identity theft,$686.00,3
2021-02-01,New South Wales,In person,55 - 64,Male,Attempts to gain your personal information,Identity theft,$560.00,2
2021-01-01,South Australia,Mail,55 - 64,Female,Attempts to gain your personal information,Identity theft,$99.00,3
2021-05-01,New South Wales,Mail,25 - 34,Male,Attempts to gain your personal information,Identity theft,$8000.00,4
2021-06-01,New South Wales,Mail,25 - 34,Male,Attempts to gain your personal information,Identity theft,$1100.00,2
2021-03-01,Victoria,Mobile apps,25 - 34,Female,Attempts to gain your personal information,Identity theft,$3600.00,4
2021-03-01,Victoria,Mobile apps,55 - 64,Female,Attempts to gain your personal information,Identity theft,$2000.00,2
2021-06-01,Victoria,Mobile apps,35 - 44,Female,Attempts to gain your personal information,Identity theft,$5000.00,2
2021-06-01,Victoria,Mobile apps,65 and over,Female,Attempts to gain your personal information,Identity theft,$1000.00,2
2021-01-01,Victoria,Mobile apps,25 - 34,Male,Attempts to gain your personal information,Identity theft,$450.00,2
2021-01-01,Victoria,Mobile apps,55 - 64,Male,Attempts to gain your personal information,Identity theft,$1460.00,2
2021-05-01,Victoria,Mobile apps,55 - 64,Male,Attempts to gain your personal information,Identity theft,$550.00,2
2021-05-01,Queensland,Mobile apps,Unspecified,Female,Attempts to gain your personal information,Identity theft,$1000.00,2
2021-05-01,New South Wales,Mobile apps,35 - 44,Female,Attempts to gain your personal information,Identity theft,$500.00,2
2021-06-01,Queensland,Social media/Online forums,45 - 54,Male,Attempts to gain your personal information,Identity theft,$480.00,2
2021-05-01,Victoria,Social media/Online forums,35 - 44,Female,Attempts to gain your personal information,Identity theft,$849.00,3
2021-01-01,New South Wales,Social media/Online forums,Unspecified,Male,Attempts to gain your personal information,Identity theft,$1200.00,2
2021-06-01,New South Wales,Social media/Online forums,45 - 54,Female,Attempts to gain your personal information,Identity theft,$60.00,3
2021-01-01,Victoria,Internet,Unspecified,Male,Attempts to gain your personal information,Identity theft,$49.00,2
2021-02-01,Victoria,Internet,25 - 34,Male,Attempts to gain your personal information,Identity theft,$276.00,3
2021-01-01,Victoria,Internet,Unspecified,Female,Attempts to gain your personal information,Identity theft,$1000.00,2
2021-04-01,Victoria,Internet,65 and over,Female,Attempts to gain your personal information,Identity theft,$115.00,2
2021-06-01,Victoria,Internet,35 - 44,Female,Attempts to gain your personal information,Identity theft,$2105.00,2
2021-06-01,Victoria,Internet,25 - 34,Female,Attempts to gain your personal information,Identity theft,$10906.00,3
2021-05-01,Victoria,Internet,Unspecified,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Identity theft,$150.00,3
2021-04-01,Queensland,Internet,18 - 24,Male,Attempts to gain your personal information,Identity theft,$100.00,2
2021-06-01,Queensland,Internet,65 and over,Male,Attempts to gain your personal information,Identity theft,$3575.00,2
2021-03-01,Queensland,Internet,35 - 44,Female,Attempts to gain your personal information,Identity theft,$110.00,2
2021-03-01,Queensland,Internet,25 - 34,Female,Attempts to gain your personal information,Identity theft,$10000.00,2
2021-06-01,Queensland,Internet,Unspecified,Female,Attempts to gain your personal information,Identity theft,$750.00,3
2021-04-01,South Australia,Internet,55 - 64,Female,Attempts to gain your personal information,Identity theft,$4591.00,2
2021-06-01,Western Australia,Internet,25 - 34,Female,Attempts to gain your personal information,Identity theft,$185.00,2
2021-04-01,New South Wales,Internet,35 - 44,Male,Attempts to gain your personal information,Identity theft,$59.00,3
2021-06-01,New South Wales,Internet,35 - 44,Male,Attempts to gain your personal information,Identity theft,$185.00,5
2021-01-01,New South Wales,Internet,45 - 54,Male,Attempts to gain your personal information,Identity theft,$250.00,3
2021-05-01,New South Wales,Internet,45 - 54,Male,Attempts to gain your personal information,Identity theft,$319.00,3
2021-01-01,New South Wales,Internet,65 and over,Female,Attempts to gain your personal information,Identity theft,$1.00,3
2021-03-01,New South Wales,Internet,65 and over,Female,Attempts to gain your personal information,Identity theft,$185.00,3
2021-04-01,New South Wales,Internet,55 - 64,Female,Attempts to gain your personal information,Identity theft,$12097.00,3
2021-05-01,New South Wales,Internet,65 and over,Female,Attempts to gain your personal information,Identity theft,$2.00,2
2021-02-01,New South Wales,Internet,35 - 44,Female,Attempts to gain your personal information,Identity theft,$450.00,5
2021-06-01,New South Wales,Internet,35 - 44,Female,Attempts to gain your personal information,Identity theft,$2700.00,2
2021-06-01,New South Wales,Internet,Unspecified,Female,Attempts to gain your personal information,Identity theft,$180.00,8
2021-02-01,Tasmania,Email,Unspecified,Female,Attempts to gain your personal information,Identity theft,$350.00,2
2021-04-01,Tasmania,Email,45 - 54,Female,Attempts to gain your personal information,Identity theft,$650.00,2
2021-03-01,Australian Capital Territory,Email,65 and over,Male,Attempts to gain your personal information,Identity theft,$5364.00,2
2021-06-01,Australian Capital Territory,Email,65 and over,Male,Attempts to gain your personal information,Identity theft,$400.00,3
2021-03-01,Western Australia,Email,45 - 54,Male,Attempts to gain your personal information,Identity theft,$400.00,2
2021-01-01,Western Australia,Email,35 - 44,Female,Attempts to gain your personal information,Identity theft,$316.00,2
2021-02-01,Western Australia,Email,25 - 34,Female,Attempts to gain your personal information,Identity theft,$4000.00,2
2021-04-01,Western Australia,Email,18 - 24,Female,Attempts to gain your personal information,Identity theft,$300.00,2
2021-04-01,Queensland,Email,18 - 24,Male,Attempts to gain your personal information,Identity theft,$1440.00,2
2021-06-01,Queensland,Email,18 - 24,Male,Attempts to gain your personal information,Identity theft,$500.00,2
2021-04-01,Queensland,Email,25 - 34,Female,Attempts to gain your personal information,Identity theft,$126.00,2
2021-05-01,Queensland,Email,25 - 34,Female,Attempts to gain your personal information,Identity theft,$200.00,4
2021-04-01,Victoria,Email,18 - 24,Female,Attempts to gain your personal information,Identity theft,$3500.00,4
2021-02-01,New South Wales,Email,18 - 24,Female,Attempts to gain your personal information,Identity theft,$7500.00,5
2021-06-01,New South Wales,Email,18 - 24,Female,Attempts to gain your personal information,Identity theft,$2000.00,2
2021-03-01,Western Australia,Text message,25 - 34,Male,Attempts to gain your personal information,Identity theft,$20500.00,5
2021-03-01,South Australia,Text message,25 - 34,Female,Attempts to gain your personal information,Identity theft,$70.00,2
2021-06-01,South Australia,Text message,25 - 34,Male,Attempts to gain your personal information,Identity theft,$4030.00,2
2021-05-01,Australian Capital Territory,Text message,Unspecified,Female,Attempts to gain your personal information,Identity theft,$1000.00,2
2021-01-01,Western Australia,Phone call,18 - 24,Female,Attempts to gain your personal information,Identity theft,$8630.00,6
2021-02-01,Western Australia,Phone call,18 - 24,Female,Attempts to gain your personal information,Identity theft,$200.00,4
2021-05-01,Western Australia,Phone call,18 - 24,Female,Attempts to gain your personal information,Identity theft,$4000.00,6
2021-06-01,Western Australia,Phone call,18 - 24,Female,Attempts to gain your personal information,Identity theft,$230.00,3
2021-04-01,Tasmania,Phone call,45 - 54,Male,Attempts to gain your personal information,Identity theft,$977.00,2
2021-05-01,Tasmania,Phone call,65 and over,Male,Attempts to gain your personal information,Identity theft,$1900.00,3
2021-06-01,Tasmania,Phone call,35 - 44,Male,Attempts to gain your personal information,Identity theft,$10000.00,3
2021-06-01,Tasmania,Phone call,65 and over,Male,Attempts to gain your personal information,Identity theft,$2000.00,2
2021-05-01,Tasmania,Phone call,55 - 64,Female,Attempts to gain your personal information,Identity theft,$1500.00,2
2021-05-01,Tasmania,Phone call,45 - 54,Female,Attempts to gain your personal information,Identity theft,$800.00,2
2021-06-01,New South Wales,Phone call,Unspecified,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Identity theft,$1.00,7
2021-05-01,Victoria,Phone call,18 - 24,Male,Attempts to gain your personal information,Hacking,$15000.00,2
2021-04-01,Victoria,Text message,18 - 24,Female,Attempts to gain your personal information,Hacking,$396.00,2
2021-02-01,Victoria,Internet,Unspecified,Female,Attempts to gain your personal information,Hacking,$899.00,2
2021-02-01,Victoria,Internet,25 - 34,Female,Attempts to gain your personal information,Hacking,$250.00,2
2021-04-01,Victoria,Internet,25 - 34,Male,Attempts to gain your personal information,Hacking,$2000.00,2
2021-06-01,Victoria,Mobile apps,35 - 44,Female,Attempts to gain your personal information,Hacking,$288.00,2
2021-06-01,Queensland,Mobile apps,35 - 44,Female,Attempts to gain your personal information,Hacking,$200.00,3
2021-05-01,Queensland,Internet,65 and over,Male,Attempts to gain your personal information,Hacking,$1900.00,6
2021-06-01,Queensland,Internet,65 and over,Male,Attempts to gain your personal information,Hacking,$8120.00,3
2021-03-01,Queensland,Internet,65 and over,Female,Attempts to gain your personal information,Hacking,$300.00,2
2021-04-01,Queensland,Internet,25 - 34,Female,Attempts to gain your personal information,Hacking,$6000.00,2
2021-06-01,Queensland,Internet,65 and over,Female,Attempts to gain your personal information,Hacking,$500.00,4
2021-01-01,Queensland,Email,35 - 44,Female,Attempts to gain your personal information,Hacking,$600.00,2
2021-03-01,Queensland,Email,35 - 44,Female,Attempts to gain your personal information,Hacking,$80.00,4
2021-05-01,Queensland,Email,35 - 44,Male,Attempts to gain your personal information,Hacking,$2500.00,2
2021-01-01,Queensland,Phone call,18 - 24,Male,Attempts to gain your personal information,Hacking,$500.00,2
2021-02-01,Western Australia,Email,45 - 54,Female,Attempts to gain your personal information,Hacking,$1000.00,2
2021-04-01,Western Australia,Email,45 - 54,Female,Attempts to gain your personal information,Hacking,$9000.00,5
2021-01-01,Western Australia,Email,45 - 54,Male,Attempts to gain your personal information,Hacking,$56.00,2
2021-02-01,Western Australia,Phone call,65 and over,Male,Attempts to gain your personal information,Hacking,$4997.00,5
2021-03-01,Western Australia,Phone call,65 and over,Male,Attempts to gain your personal information,Hacking,$2000.00,2
2021-01-01,Western Australia,Phone call,45 - 54,Female,Attempts to gain your personal information,Hacking,$585.00,3
2021-03-01,Western Australia,Phone call,25 - 34,Female,Attempts to gain your personal information,Hacking,$500.00,5
2021-01-01,Western Australia,Text message,25 - 34,Female,Attempts to gain your personal information,Hacking,$1000.00,4
2021-03-01,Western Australia,Mobile apps,35 - 44,Female,Attempts to gain your personal information,Hacking,$8000.00,2
2021-05-01,South Australia,Text message,35 - 44,Female,Attempts to gain your personal information,Hacking,$3700.00,2
2021-03-01,South Australia,Text message,25 - 34,Female,Attempts to gain your personal information,Hacking,$942.00,2
2021-04-01,South Australia,Phone call,25 - 34,Female,Attempts to gain your personal information,Hacking,$6250.00,3
2021-04-01,South Australia,Phone call,35 - 44,Female,Attempts to gain your personal information,Hacking,$5000.00,4
2021-01-01,South Australia,Phone call,55 - 64,Female,Attempts to gain your personal information,Hacking,$150.00,3
2021-04-01,South Australia,Phone call,55 - 64,Female,Attempts to gain your personal information,Hacking,$400.00,4
2021-04-01,South Australia,Phone call,45 - 54,Female,Attempts to gain your personal information,Hacking,$49.00,2
2021-05-01,South Australia,Phone call,45 - 54,Female,Attempts to gain your personal information,Hacking,$100.00,4
2021-04-01,Australian Capital Territory,Phone call,45 - 54,Female,Attempts to gain your personal information,Hacking,$5000.00,3
2021-02-01,Tasmania,Phone call,35 - 44,Male,Attempts to gain your personal information,Hacking,$1000.00,3
2021-05-01,Tasmania,Phone call,45 - 54,Male,Attempts to gain your personal information,Hacking,$50.00,2
2021-02-01,Tasmania,Phone call,55 - 64,Female,Attempts to gain your personal information,Hacking,$2990.00,3
2021-04-01,Outside of Australia,Internet,35 - 44,Male,Attempts to gain your personal information,Hacking,$2967.00,2
2021-02-01,Northern Territory,Internet,35 - 44,Female,Attempts to gain your personal information,Hacking,$350.00,2
2021-03-01,New South Wales,Mobile apps,25 - 34,Female,Attempts to gain your personal information,Hacking,$671.00,3
2021-04-01,New South Wales,Social media/Online forums,55 - 64,Female,Attempts to gain your personal information,Hacking,$1.00,2
2021-01-01,New South Wales,Social media/Online forums,25 - 34,Female,Attempts to gain your personal information,Hacking,$60.00,2
2021-03-01,New South Wales,Internet,55 - 64,Male,Attempts to gain your personal information,Hacking,$182.00,2
2021-03-01,New South Wales,Internet,Unspecified,Female,Attempts to gain your personal information,Hacking,$1000.00,3
2021-03-01,New South Wales,Internet,45 - 54,Female,Attempts to gain your personal information,Hacking,$267.00,2
2021-06-01,New South Wales,Internet,35 - 44,Female,Attempts to gain your personal information,Hacking,$225.00,2
2021-06-01,New South Wales,Internet,18 - 24,Female,Attempts to gain your personal information,Hacking,$400.00,2
2021-04-01,New South Wales,Internet,65 and over,Female,Attempts to gain your personal information,Hacking,$449.00,2
2021-05-01,New South Wales,Internet,65 and over,Female,Attempts to gain your personal information,Hacking,$201.00,2
2021-05-01,New South Wales,Email,Under 18,Male,Attempts to gain your personal information,Hacking,$53.00,2
2021-05-01,New South Wales,Text message,18 - 24,Male,Attempts to gain your personal information,Hacking,$414.00,3
2021-03-01,New South Wales,Phone call,18 - 24,Male,Attempts to gain your personal information,Hacking,$9000.00,4
2021-05-01,New South Wales,Text message,25 - 34,Male,Attempts to gain your personal information,Remote access scams,$87000.00,2
2021-06-01,New South Wales,Text message,45 - 54,Male,Attempts to gain your personal information,Remote access scams,$10500.00,3
2021-03-01,Victoria,Text message,35 - 44,Male,Attempts to gain your personal information,Remote access scams,$2400.00,2
2021-06-01,Victoria,Text message,35 - 44,Male,Attempts to gain your personal information,Remote access scams,$908.00,2
2021-05-01,Victoria,Text message,65 and over,Female,Attempts to gain your personal information,Remote access scams,$3500.00,2
2021-06-01,Victoria,Text message,65 and over,Female,Attempts to gain your personal information,Remote access scams,$10775.00,3
2021-01-01,Victoria,Text message,45 - 54,Female,Attempts to gain your personal information,Remote access scams,$30.00,2
2021-04-01,Victoria,Text message,35 - 44,Female,Attempts to gain your personal information,Remote access scams,$1731.00,3
2021-05-01,Victoria,Text message,35 - 44,Female,Attempts to gain your personal information,Remote access scams,$19000.00,3
2021-04-01,Victoria,Text message,25 - 34,Female,Attempts to gain your personal information,Remote access scams,$78.00,2
2021-05-01,Queensland,Text message,45 - 54,Female,Attempts to gain your personal information,Remote access scams,$2030.00,4
2021-04-01,Queensland,Text message,25 - 34,Female,Attempts to gain your personal information,Remote access scams,$500.00,4
2021-04-01,Queensland,Text message,65 and over,Male,Attempts to gain your personal information,Remote access scams,$26572.00,2
2021-05-01,South Australia,Text message,55 - 64,Female,Attempts to gain your personal information,Remote access scams,$2.00,2
2021-06-01,South Australia,Text message,55 - 64,Female,Attempts to gain your personal information,Remote access scams,$10000.00,3
2021-06-01,South Australia,Text message,65 and over,Female,Attempts to gain your personal information,Remote access scams,$5500.00,2
2021-05-01,South Australia,Text message,25 - 34,Male,Attempts to gain your personal information,Remote access scams,$4779.00,2
2021-05-01,Australian Capital Territory,Text message,Unspecified,Female,Attempts to gain your personal information,Remote access scams,$1000.00,2
2021-05-01,Western Australia,Email,55 - 64,Female,Attempts to gain your personal information,Remote access scams,$40000.00,2
2021-06-01,Western Australia,Email,65 and over,Male,Attempts to gain your personal information,Remote access scams,$15000.00,2
2021-04-01,South Australia,Email,65 and over,Male,Attempts to gain your personal information,Remote access scams,$1900.00,2
2021-04-01,South Australia,Email,45 - 54,Female,Attempts to gain your personal information,Remote access scams,$220.00,2
2021-06-01,Queensland,Email,Unspecified,Male,Attempts to gain your personal information,Remote access scams,$7100.00,3
2021-05-01,Queensland,Email,55 - 64,Female,Attempts to gain your personal information,Remote access scams,$9000.00,2
2021-05-01,Victoria,Email,35 - 44,Female,Attempts to gain your personal information,Remote access scams,$100.00,3
2021-05-01,Victoria,Email,25 - 34,Female,Attempts to gain your personal information,Remote access scams,$1360.00,2
2021-01-01,New South Wales,Email,55 - 64,Female,Attempts to gain your personal information,Remote access scams,$200.00,3
2021-01-01,New South Wales,Email,45 - 54,Female,Attempts to gain your personal information,Remote access scams,$4708.00,2
2021-01-01,New South Wales,Email,45 - 54,Male,Attempts to gain your personal information,Remote access scams,$6765.00,2
2021-05-01,New South Wales,Email,55 - 64,Male,Attempts to gain your personal information,Remote access scams,$2325.00,2
2021-01-01,New South Wales,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$9900.00,2
2021-02-01,New South Wales,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$29700.00,6
2021-05-01,New South Wales,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$9600.00,4
2021-03-01,New South Wales,Internet,65 and over,Female,Attempts to gain your personal information,Remote access scams,$15850.00,3
2021-04-01,New South Wales,Internet,65 and over,Female,Attempts to gain your personal information,Remote access scams,$2971.00,2
2021-06-01,New South Wales,Internet,65 and over,Female,Attempts to gain your personal information,Remote access scams,$700.00,3
2021-06-01,New South Wales,Internet,35 - 44,Female,Attempts to gain your personal information,Remote access scams,$878.00,3
2021-03-01,Victoria,Internet,55 - 64,Female,Attempts to gain your personal information,Remote access scams,$185.00,2
2021-06-01,Victoria,Internet,65 and over,Female,Attempts to gain your personal information,Remote access scams,$22500.00,5
2021-05-01,Victoria,Internet,35 - 44,Male,Attempts to gain your personal information,Remote access scams,$162.00,3
2021-06-01,Victoria,Internet,55 - 64,Male,Attempts to gain your personal information,Remote access scams,$19800.00,2
2021-01-01,Victoria,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$200.00,2
2021-03-01,Victoria,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$428.00,2
2021-02-01,Queensland,Internet,35 - 44,Female,Attempts to gain your personal information,Remote access scams,$1500.00,2
2021-01-01,Queensland,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$32948.00,3
2021-02-01,Queensland,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$24900.00,2
2021-05-01,Queensland,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$1500.00,3
2021-02-01,South Australia,Internet,65 and over,Female,Attempts to gain your personal information,Remote access scams,$1029.00,2
2021-06-01,Western Australia,Internet,65 and over,Male,Attempts to gain your personal information,Remote access scams,$24000.00,5
2021-05-01,Australian Capital Territory,Internet,55 - 64,Male,Attempts to gain your personal information,Remote access scams,$40000.00,2
2021-06-01,South Australia,Mobile apps,65 and over,Male,Attempts to gain your personal information,Remote access scams,$20000.00,2
2021-05-01,Victoria,Mobile apps,65 and over,Female,Attempts to gain your personal information,Remote access scams,$8000.00,2
2021-06-01,Victoria,Mobile apps,65 and over,Female,Attempts to gain your personal information,Remote access scams,$9950.00,2
2021-03-01,New South Wales,Mobile apps,55 - 64,Male,Attempts to gain your personal information,Remote access scams,$3400.00,2
2021-01-01,Tasmania,Phone call,65 and over,Male,Attempts to gain your personal information,Remote access scams,$938.00,3
2021-02-01,Tasmania,Phone call,65 and over,Male,Attempts to gain your personal information,Remote access scams,$698.00,3
2021-03-01,Tasmania,Phone call,55 - 64,Male,Attempts to gain your personal information,Remote access scams,$3600.00,2
2021-05-01,Tasmania,Phone call,65 and over,Male,Attempts to gain your personal information,Remote access scams,$9850.00,3
2021-06-01,Tasmania,Phone call,65 and over,Male,Attempts to gain your personal information,Remote access scams,$35200.00,4
2021-06-01,Tasmania,Phone call,55 - 64,Male,Attempts to gain your personal information,Remote access scams,$2000.00,2
2021-01-01,Tasmania,Phone call,65 and over,Female,Attempts to gain your personal information,Remote access scams,$3850.00,3
2021-03-01,Australian Capital Territory,Phone call,45 - 54,Female,Attempts to gain your personal information,Remote access scams,$19700.00,6
2021-06-01,Australian Capital Territory,Phone call,25 - 34,Male,Attempts to gain your personal information,Remote access scams,$10000.00,2
2021-03-01,Australian Capital Territory,Phone call,Unspecified,Male,Attempts to gain your personal information,Remote access scams,$1750.00,3
2021-04-01,Australian Capital Territory,Phone call,Unspecified,Male,Attempts to gain your personal information,Remote access scams,$30000.00,4
2021-02-01,Australian Capital Territory,Phone call,65 and over,Male,Attempts to gain your personal information,Remote access scams,$3100.00,2
2021-05-01,South Australia,Phone call,18 - 24,Female,Attempts to gain your personal information,Remote access scams,$1900.00,3
2021-02-01,South Australia,Phone call,25 - 34,Female,Attempts to gain your personal information,Remote access scams,$19851.00,7
2021-06-01,South Australia,Phone call,25 - 34,Male,Attempts to gain your personal information,Remote access scams,$4899.00,6
2021-06-01,Western Australia,Phone call,25 - 34,Female,Attempts to gain your personal information,Remote access scams,$14399.00,6
2021-03-01,Queensland,Phone call,18 - 24,Female,Attempts to gain your personal information,Remote access scams,$2000.00,7
2021-04-01,Queensland,Phone call,18 - 24,Female,Attempts to gain your personal information,Remote access scams,$2000.00,2
2021-03-01,Queensland,Phone call,18 - 24,Male,Attempts to gain your personal information,Remote access scams,$3103.00,5
2021-04-01,Queensland,Phone call,18 - 24,Male,Attempts to gain your personal information,Remote access scams,$680.00,5
2021-03-01,Victoria,Phone call,18 - 24,Female,Attempts to gain your personal information,Remote access scams,$5900.00,3
2021-05-01,Victoria,Phone call,18 - 24,Female,Attempts to gain your personal information,Remote access scams,$9300.00,5
2021-02-01,New South Wales,Phone call,35 - 44,Male,Buying or selling,Overpayment scams,$1000.00,4
2021-03-01,New South Wales,Phone call,45 - 54,Male,Buying or selling,Overpayment scams,$223.00,3
2021-03-01,New South Wales,Phone call,18 - 24,Male,Buying or selling,Overpayment scams,$800.00,6
2021-04-01,New South Wales,Phone call,65 and over,Male,Buying or selling,Overpayment scams,$4999.00,3
2021-03-01,New South Wales,Phone call,35 - 44,Female,Buying or selling,Overpayment scams,$700.00,7
2021-04-01,New South Wales,Phone call,65 and over,Female,Buying or selling,Overpayment scams,$9800.00,5
2021-01-01,New South Wales,Email,18 - 24,Female,Buying or selling,Overpayment scams,$3270.00,4
2021-05-01,New South Wales,Email,25 - 34,Female,Buying or selling,Overpayment scams,$1160.00,2
2021-02-01,New South Wales,Email,55 - 64,Male,Buying or selling,Overpayment scams,$124.00,2
2021-02-01,New South Wales,Email,25 - 34,Male,Buying or selling,Overpayment scams,$2850.00,4
2021-03-01,New South Wales,Email,18 - 24,Male,Buying or selling,Overpayment scams,$1650.00,3
2021-05-01,New South Wales,Email,35 - 44,Male,Buying or selling,Overpayment scams,$4000.00,2
2021-06-01,New South Wales,Email,25 - 34,Male,Buying or selling,Overpayment scams,$600.00,2
2021-03-01,New South Wales,Text message,18 - 24,Female,Buying or selling,Overpayment scams,$3000.00,2
2021-04-01,New South Wales,Text message,25 - 34,Male,Buying or selling,Overpayment scams,$100.00,3
2021-04-01,Victoria,Text message,25 - 34,Male,Buying or selling,Overpayment scams,$500.00,3
2021-06-01,Victoria,Email,25 - 34,Female,Buying or selling,Overpayment scams,$1850.00,2
2021-05-01,Victoria,Email,65 and over,Male,Buying or selling,Overpayment scams,$40790.00,2
2021-02-01,Victoria,Phone call,25 - 34,Male,Buying or selling,Overpayment scams,$21.00,2
2021-02-01,Victoria,Phone call,45 - 54,Male,Buying or selling,Overpayment scams,$5000.00,2
2021-05-01,Victoria,Phone call,65 and over,Male,Buying or selling,Overpayment scams,$2000.00,2
2021-02-01,Victoria,Phone call,35 - 44,Male,Buying or selling,Overpayment scams,$1000.00,4
